"PlotNumber","ProjectID","SitePlotQuality","Date","Longitude","Latitude","Zone","SubZone","SiteSeries","MoistureRegime","NutrientRegime","BECSiteUnit","Elevation","SlopeGradient","Aspect","MesoSlopePosition"
"216-A","TFL_23_PEM","no soils",18/8/2000 0:00:00,117.86,50.31,"ICH","mw2","01","3","C",,527,30.00,232,"CR"
"216-B","TFL_23_PEM","no soils",18/8/2000 0:00:00,117.86,50.32,"ICH","mw2","01","3","C",,528,23.00,224,"CR"
"216-C","TFL_23_PEM","no soils",18/8/2000 0:00:00,117.86,50.31,"ICH","mw2","01","4","C",,525,17.00,,"CR"
"218-A","TFL3_PEM","poor",31/7/2000 0:00:00,117.87,49.82,"ESSF","wc4","01","5","C",,1711,13.00,178,"TO"
"218-B","TFL3_PEM","poor",31/7/2000 0:00:00,117.87,49.82,"ESSF","wc4","01","4","C",,1710,24.00,190,"TO"
"218-C","TFL3_PEM","poor",31/7/2000 0:00:00,117.87,49.82,"ESSF","wc4","01","4","C",,1710,20.00,209,"TO"
"22^000","Bell_Pole_PEM","poor",6/1/2001 0:00:00,118.17,51.00,"ICH","mw3","01","4","C",,1020,30.00,166,"UP"
"226-A","TFL_23_PEM","poor",2/8/2000 0:00:00,117.61,50.48,"ICH","mw2","01","3","C",,1222,52.00,286,"MD"
"226-B","TFL_23_PEM","poor",2/8/2000 0:00:00,117.61,50.48,"ICH","mw2","01","3","C",,1225,51.00,290,"MD"
"226-C","TFL_23_PEM","poor",2/8/2000 0:00:00,117.61,50.48,"ICH","mw2","01","3","C",,1218,50.00,295,"MD"
"230-A","TFL3_PEM","poor",24/7/2000 0:00:00,117.70,49.60,"ICH","mw2","01","4","C",,1292,55.00,324,"MD"
"230-B","TFL3_PEM","poor",24/7/2000 0:00:00,117.70,49.60,"ICH","mw2","01","4","C",,1297,47.00,328,"MD"
"230-C","TFL3_PEM","poor",24/7/2000 0:00:00,117.70,49.60,"ICH","mw2","01","4","C",,1302,35.00,312,"MD"
"24^269","Bell_Pole_PEM","poor",30/5/2001 0:00:00,118.11,51.00,"ICH","mw3","01","4","C",,536,22.00,150,"MD"
"24^470","Bell_Pole_PEM","poor",30/5/2001 0:00:00,118.11,51.00,"ICH","mw3","01","4","C",,604,25.00,130,"MD"
"241-A","TFL_23_PEM","poor",16/8/2000 0:00:00,118.35,50.07,"ESSF","wc4","01","4","C",,1811,37.00,138,"MD"
"241-B","TFL_23_PEM","poor",16/8/2000 0:00:00,118.35,50.07,"ESSF","wc4","01","4","C",,1798,37.00,138,"MD"
"241-C","TFL_23_PEM","poor",16/8/2000 0:00:00,118.35,50.07,"ESSF","wc4","01","4","C",,1800,30.00,128,"MD"
"246-A","TFL3_PEM","poor",19/7/2000 0:00:00,117.61,49.71,"ESSF","wc1","01","3","C",,1489,55.00,196,"MD"
"246-B","TFL3_PEM","poor",19/7/2000 0:00:00,117.61,49.71,"ESSF","wc1","01","4","C",,1488,55.00,213,"MD"
"246-C","TFL3_PEM","poor",19/7/2000 0:00:00,117.61,49.71,"ESSF","wc1","01","3","C",,1490,52.00,222,"MD"
"248-1","MesicXericwc1-OpJMJ","fair",27/9/2000 0:00:00,117.74,50.04,"ESSF","wc1","01","3","C",,1619,85.00,318,"MD"
"248-A","TFL3_PEM","poor",27/7/2000 0:00:00,117.91,49.54,"ESSF","wc4","01","4","C",,1586,36.00,305,"LW"
"248-B","TFL3_PEM","poor",27/7/2000 0:00:00,117.91,49.54,"ESSF","wc4","01","4","C",,1587,30.00,290,"LW"
"248-C","TFL3_PEM","poor",27/7/2000 0:00:00,117.91,49.54,"ESSF","wc4","01","4","C",,1582,35.00,262,"LW"
"24907","TEM-GaltonRange","2",,,,"ESSF","dk1","01","4","D",,1700,41.00,223,"LW"
"24908","TEM-GaltonRange","2",,,,"ESSF","dk1","01","4","D",,1720,54.00,125,"MD"
"24913","TEM-GaltonRange","2",,,,"ESSF","dk1","01","4","B",,1970,19.00,314,"MD"
"24917","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","C",,920,11.00,148,"UP"
"24922","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","C",,1040,65.00,271,"MD"
"24923","TEM-GaltonRange","2",,,,"PP","dh2","01","3","B",,850,4.00,280,"LV"
"24925","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","C",,1130,37.00,360,"UP"
"24926","TEM-GaltonRange","2",,,,"IDF","dm2","01","4","C",,1070,12.00,252,"LW"
"24931","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","B",,850,2.00,50,"MD"
"24937","TEM-GaltonRange","2",,,,"IDF","dm2","01","4","C",,920,12.00,235,"LW"
"24946","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","C",,900,4.00,103,"LV"
"24950","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","C",,860,3.00,245,"LV"
"25^074","Bell_Pole_PEM","poor",30/5/2001 0:00:00,118.07,51.01,"ICH","mw3","01","4","C",,576,13.00,134,"LV"
"25^679","Bell_Pole_PEM","poor",30/5/2001 0:00:00,118.08,51.02,"ICH","mw3","01","4","C",,673,33.00,196,"MD"
"25^813","Bell_Pole_PEM","poor",30/5/2001 0:00:00,118.08,51.02,"ICH","mw3","01","3","C",,727,56.00,20,"MD"
"25015","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","B",,1130,3.00,90,"TO"
"250181","BEC-PG","BEC",1/6/1981 0:00:00,122.94,53.56,"SBS","dw3","01","3","B",,850,30.00,300,"UP"
"250381","BEC-PG","BEC",2/6/1981 0:00:00,122.93,53.66,"SBS","dw3","01","7","D",,840,24.00,290,"MD"
"25048","TEM-GaltonRange","2",,,,"IDF","dm2","01","3","B",,1050,80.00,277,"UP"
"250481","BEC-PG","BEC",3/6/1981 0:00:00,122.81,53.70,"SBS","dw3","01","3","C",,790,10.00,230,"MD"
"25051","TEM-GaltonRange","2",,,,"IDF","dm2","01","4","D",,1240,63.00,351,"MD"
"25055","TEM-GaltonRange","2",,,,"IDF","dm2","01","4","C",,1060,25.00,278,"LW"
"250581","BEC-PG","BEC",2/6/1981 0:00:00,122.60,53.60,"SBS","mk1","01","5","C",,825,8.00,20,"MD"
"25061","TEM-GaltonRange","2",,,,"IDF","dm2","01","4","C",,930,4.00,343,"TO"
"25069","TEM-GaltonRange","2",,,,"MS","dk1","01","4","C",,1380,18.00,297,"LW"
"251081","BEC-PG","BEC",10/6/1981 0:00:00,122.98,53.43,"SBS","dw2","01","4","B",,865,38.00,92,"MD"
"251181","BEC-PG","BEC",4/6/1981 0:00:00,123.01,53.47,"SBS","dw2","01","3","C",,840,35.00,120,"MD"
"251481","BEC-PG","BEC",4/6/1981 0:00:00,122.58,53.59,"SBS","mk1","01","5","C",,850,20.00,46,"UP"
"252281","BEC-PG","BEC",9/6/1981 0:00:00,122.41,53.97,"SBS","wk1","01","5","D",,680,56.00,338,"LW"
"252381","BEC-PG","BEC",10/6/1981 0:00:00,122.97,53.42,"SBS","dw2","01","5","B",,870,10.00,338,"MD"
"252881","BEC-PG","BEC",11/6/1981 0:00:00,122.75,53.93,"SBS","dw3","01","4","C",,640,41.00,288,"MD"
"252-A","TFL_23_PEM","poor",23/8/2000 0:00:00,117.95,50.40,"ICH","mw2","01","4","C",,872,25.00,70,"TO"
"252-B","TFL_23_PEM","poor",23/8/2000 0:00:00,117.95,50.40,"ICH","mw2","01","4","C",,870,11.00,278,"TO"
"252-C","TFL_23_PEM","poor",23/8/2000 0:00:00,117.95,50.40,"ICH","mw2","01","4","C",,870,24.00,242,"LW"
"253481","BEC-PG","BEC",18/6/1981 0:00:00,122.46,53.48,"SBS","mk1","01","4","B",,990,35.00,250,"UP"
"253781","BEC-PG","BEC",24/6/1981 0:00:00,122.28,53.46,"SBS","wk1","01","5","B",,1035,13.00,98,"MD"
"254181","BEC-PG","BEC",15/6/1981 0:00:00,123.16,53.84,"SBS","dw3","01","4","D",,710,3.00,190,"CR"
"254881","BEC-PG","BEC",22/6/1981 0:00:00,122.50,53.42,"SBS","mk1","01","4","C",,830,0.00,999,"LV"
"255181","BEC-PG","BEC",10/7/1981 0:00:00,123.54,54.38,"SBS","mk1","01","4","C",,780,33.00,20,"LW"
"255481","BEC-PG","BEC",12/7/1981 0:00:00,123.53,54.46,"SBS","mk1","01","4","C",,860,3.00,338,"UP"
"256281","BEC-PG","BEC",13/7/1981 0:00:00,123.46,54.35,"SBS","mk1","01","4","C",,790,16.00,311,"LW"
"256481","BEC-PG","BEC",22/7/1981 0:00:00,121.50,53.43,"SBS","vk","01","4","D",,995,23.00,61,"MD"
"256581","BEC-PG","BEC",22/7/1981 0:00:00,121.52,53.43,"SBS","vk","01","4","D",,1050,45.00,10,"MD"
"256681","BEC-PG","BEC",23/7/1981 0:00:00,121.54,53.43,"SBS","vk","01","4","C",,960,0.00,999,"LW"
"257181","BEC_PG","BEC",26/7/1981 0:00:00,121.63,53.41,"SBS","vk","01","4","C",,1320,12.00,360,"UP"
"257481","BEC-PG","BEC",27/7/1981 0:00:00,121.59,53.52,"SBS","vk","01","4","C",,980,11.00,234,"MD"
"257581","BEC-PG","BEC",27/7/1981 0:00:00,121.59,53.49,"SBS","vk","01","3","B",,960,50.00,106,"MD"
"257-A","TFL_23_PEM","poor",16/8/2000 0:00:00,118.33,50.07,"ESSF","wc4","01","4","C",,1658,23.00,46,"MD"
"257-B","TFL_23_PEM","poor",16/8/2000 0:00:00,118.33,50.07,"ESSF","wc4","01","4","C",,1656,20.00,38,"MD"
"257-C","TFL_23_PEM","poor",16/8/2000 0:00:00,118.33,50.07,"ESSF","wc4","01","4","C",,1659,18.00,80,"MD"
"258081","BEC-PG","BEC",9/7/1981 0:00:00,123.24,54.32,"SBS","mk1","01","5","C",,790,12.00,24,"LW"
"258281","BEC-PG","BEC",10/7/1981 0:00:00,123.18,54.30,"SBS","mk1","01","4","C",,800,5.00,350,"UP"
"259081","BEC-PG","BEC",22/7/1981 0:00:00,121.68,53.61,"SBS","vk","01","5","B",,850,1.00,322,"TO"
"259381","BEC-PG","BEC",23/7/1981 0:00:00,121.72,53.51,"SBS","vk","01","5","D",,940,15.00,340,"LW"
"259881","BEC-PG","BEC",26/7/1981 0:00:00,122.19,53.75,"SBS","wk1","01","4","D",,840,0.00,999,"LV"
"26^1000","Bell_Pole_PEM","poor",30/5/2001 0:00:00,118.02,51.03,"ICH","mw3","01","3","C",,872,64.00,80,"MD"
"260181","BEC-PG","BEC",7/8/1981 0:00:00,123.06,54.60,"SBS","mk1","01","4","B",,820,9.00,46,"MD"
"260491","Cariboo West 2011",,13/9/2011 0:00:00,53.01,123.01,"SBPS","dc","01","4","C",,975,0.00,999,"LV"
"260494","Cariboo West 2011",,14/9/2011 0:00:00,52.88,122.97,"SBPS","dc","01","4","C",,960,0.00,999,"LV"
"260496","Cariboo West 2011",,15/9/2011 0:00:00,52.79,122.97,"SBPS","dc","01","4","C",,1000,16.00,332,"UP"
"261781","BEC-PG","BEC",10/8/1981 0:00:00,123.04,54.52,"SBS","mk1","01","3","C",,830,38.00,290,"MD"
"261981","BEC-PG","BEC",23/8/1981 0:00:00,122.38,54.86,"SBS","wk1","01","4","B",,750,6.00,254,"MD"
"261-C","TFL3_PEM","poor",26/7/2000 0:00:00,117.73,49.66,"ESSF","wc4","01","3","D",,1818,6.00,138,"UP"
"262281","BEC-PG","BEC",24/8/1981 0:00:00,122.83,54.87,"SBS","wk1","01","3","B",,840,0.00,999,"LV"
"262481","BEC-PG","BEC",2/9/1981 0:00:00,121.39,54.32,"SBS","vk","01","3","B",,715,67.00,264,"MD"
"262581","BEC-PG","BEC",2/9/1981 0:00:00,121.41,54.29,"SBS","vk","01","4","C",,685,15.00,336,"MD"
"262681","BEC-PG","BEC",3/9/1981 0:00:00,121.21,53.93,"SBS","vk","01","4","C",,755,2.00,344,"LV"
"262781","BEC-PG","BEC",3/9/1981 0:00:00,121.31,53.97,"SBS","vk","01","4","B",,795,6.00,336,"LW"
"262881","BEC-PG","BEC",4/9/1981 0:00:00,121.10,54.07,"SBS","vk","01","4","D",,770,7.00,194,"LW"
"262981","BEC-PG","BEC",4/9/1981 0:00:00,121.03,54.03,"SBS","vk","01","3","B",,775,53.00,214,"LW"
"262-C","TFL3_PEM","poor",8/8/2000 0:00:00,117.76,49.57,"ICH","mw2","01","4","C",,1256,19.00,40,"MD"
"265181","BEC-PG","BEC",7/8/1981 0:00:00,122.99,54.55,"SBS","mk1","01","4","C",,850,15.00,242,"MD"
"265381","BEC-PG","BEC",8/8/1981 0:00:00,123.15,54.56,"SBS","mk1","01","4","C",,800,13.00,340,"MD"
"268-B","TFL_23_PEM","poor",23/8/2000 0:00:00,118.03,50.11,"ICH","mw2","01","4","C",,1007,27.00,164,"MD"
"268-C","TFL_23_PEM","poor",23/8/2000 0:00:00,118.03,50.11,"ICH","mw2","01","4","C",,1003,34.00,188,"MD"
"269-A","TFL_23_PEM","poor",17/8/2000 0:00:00,118.29,50.03,"ESSF","wc4","01","4","C",,1702,15.00,132,"MD"
"269-B","TFL_23_PEM","poor",17/8/2000 0:00:00,118.28,50.03,"ESSF","wc4","01","4","C",,1675,17.00,130,"MD"
"269-C","TFL_23_PEM","poor",17/8/2000 0:00:00,118.29,50.03,"ESSF","wc4","01","4","C",,1702,19.00,132,"MD"
"273381","BEC-PG","BEC",27/7/1981 0:00:00,120.97,53.76,"ICH","vk2","01","4","C",,910,6.00,40,"CR"
"273581","BEC-PG","BEC",28/7/1981 0:00:00,121.01,53.76,"ICH","vk2","01","4","C",,740,4.00,240,"UP"
"273681","BEC-PG","BEC",28/7/1981 0:00:00,121.01,53.76,"ICH","vk2","01","5","C",,720,36.00,42,"MD"
"273781","BEC-PG","BEC",28/7/1981 0:00:00,120.93,53.83,"ICH","vk2","01","4","B",,110,16.00,200,"MD"
"273981","BEC-PG","BEC",8/8/1981 0:00:00,121.48,53.80,"ICH","vk2","01","5","D",,750,40.00,10,"UP"
"274781","BEC-PG","BEC",9/8/1981 0:00:00,121.39,53.81,"ICH","vk2","01","5","C",,745,50.00,50,"LW"
"383-2","Subhygric_ICH-JMJ","no soils",29/8/2001 0:00:00,118.23,49.81,"ICH","mw2","01","3","C",,1356,10.00,210,"MD"
"385278","BEC-Nelson","BEC",,,,"ICH","xw","01",,,,,,,
"385478","BEC-Nelson","BEC",,,,"ICH","xw","01",,,,,,,
"387678","BEC-Nelson","BEC",,,,"ICH","xw","01",,,,,,,
"387778","BEC-Nelson","BEC",,,,"ICH","xw","01",,,,,,,
"387878","BEC-Nelson","BEC",,,,"ICH","xw","01",,,,,,,
"388078","BEC-Nelson","BEC",,,,"ICH","xw","01",,,,,,,
"395-A","TFL_23_PEM","poor",23/8/2000 0:00:00,118.13,50.24,"ESSF","wc4","01","3","C",,1807,24.00,85,"LW"
"395-C","TFL_23_PEM","poor",23/8/2000 0:00:00,118.13,50.24,"ESSF","wc4","01","4","D",,1801,21.00,61,"LW"
"39678","TFL 24- Ecosystems",,26/8/1978 0:00:00,,,"CWH","wh1","01","4","C",,155,40.00,25,"MD"
"398982","P",,,129.90,58.05,"BWBS","dk","01","4","C",,,0.00,135,
"399882","EP 822-05",,9/6/1982 0:00:00,130.31,54.33,"CWH","vh2","01","4","C",,40,24.00,102,"LW"
"4^1000","Bell_Pole_PEM","poor",6/2/2001 0:00:00,118.40,51.40,"ICH","wk1","01","4","D",,1099,32.00,270,"MD"
"400379","BEC-Vancouver","BEC",14/5/1979 0:00:00,132.22,53.12,"CWH","wh1","01","5","C",,57,5.00,8,"UP"
"400651","Skeena Plots",,17/6/1976 0:00:00,127.64,55.45,"ICH","mc2","01","4",,,610,0.00,180,"LW"
"400679","BEC-Rupert","BEC",17/5/1979 0:00:00,131.95,53.17,"CWH","wh2","01","4","D",,350,48.00,134,"MD"
"400751","Skeena Plots",,20/6/1976 0:00:00,127.62,55.42,"ICH","mc2","01","4",,,450,,270,"LW"
"413550","RTP",,20/6/1983 0:00:00,129.12,59.90,"BWBS","mk","01","4","C",,860,4.00,250,"MD"
"413650","RTP",,20/6/1983 0:00:00,129.25,60.04,"BWBS","mk","01","4","C",,870,17.00,35,"MD"
"413679","EP822.05",,22/8/1979 0:00:00,127.50,55.07,"ESSF","wvu","01","4","B",,1350,70.00,43,"MD"
"413779",,,23/8/1979 0:00:00,127.51,55.08,"ESSF","wv","01","4","C",,1200,49.00,184,"MD"
"413782","P",,3/7/1982 0:00:00,131.80,57.47,"MH","mm2","01","4","D",,908,20.00,220,"TO"
"413979","EP822-05",,10/7/1978 0:00:00,125.95,53.92,"SBS","mc2","01","5","D",,904,7.00,352,"UP"
"414182","P",,,130.89,58.04,"BWBS","dk","01","4","C",,350,,,"LV"
"414579",,,12/9/1979 0:00:00,128.80,56.04,"ICH","mc1","01","4","C",,630,18.00,265,"MD"
"415379",,,2/8/1979 0:00:00,127.60,54.84,"ESSF","wv","01","4","C",,1021,,352,"UP"
"415579",,,1/8/1979 0:00:00,127.57,54.86,"ESSF","wv","01","4","C",,1005,60.00,86,"UP"
"415879","EP822-05",,15/8/1979 0:00:00,125.17,54.27,"SBS","mc2","01","4","C",,935,,90,"MD"
"415979","EP822-05",,16/8/1979 0:00:00,125.17,54.22,"SBS","mc2","01","3","B",,975,3.00,160,"LW"
"441279","EP 822-05",,19/8/1981 0:00:00,129.92,54.60,"CWH","vm1","01","4","C",,135,37.00,303,"UP"
"441379",,,27/7/1981 0:00:00,127.51,55.36,"ESSF","wv","01","4","C",,1190,2.00,240,"LV"
"442179","EP 822-05",,24/8/1981 0:00:00,129.67,55.44,"CWH","wm","01","4","C",,30,40.00,7,"LW"
"442379",,,3/7/1982 0:00:00,127.75,51.59,"CWH","vh2","01","4","C",,30,0.00,999,"LV"
"442579",,,18/9/1981 0:00:00,127.32,55.20,"ICH","mc1","01","4","C",,920,33.00,216,"MD"
"442679",,,18/9/1981 0:00:00,127.37,55.20,"ICH","mc2","01","4","C",,385,,999,"LW"
"443179",,"site/veg forms ",24/7/1982 0:00:00,128.72,52.82,"CWH","vh2","01","4","C",,45,7.00,22,"TO"
"443379","EP 822-05",,23/8/1981 0:00:00,129.54,55.48,"MH","mm1","01","4","C",,700,35.00,340,"UP"
"443479",,,21/7/1981 0:00:00,130.05,55.20,"CWH","vh2","01","4","C",,25,35.00,258,"UP"
"443779","EP 822-05",,24/8/1981 0:00:00,129.45,55.45,"CWH","ws1","01","4","C",,5,7.00,210,"LV"
"443879","169T",,12/8/1976 0:00:00,128.47,54.35,"MH","mm2","01","4","CD",,2400,40.00,310,"UP"
"445079","EP822.05 Caribou",,12/6/1984 0:00:00,125.06,53.18,"SBPS","mc","01","4","C",,1200,0.00,999,"MD"
"634780","TFL 24",,25/7/1981 0:00:00,,,"CWH","vh2","01","3","C",,180,30.00,100,"MD"
"635080","TFL 24",,25/7/1981 0:00:00,,,"CWH","vh2","01","3","C",,140,27.00,90,"MD"
"636580","TFL 24",,29/7/1981 0:00:00,,,"CWH","vh2","01","3","C",,10,3.00,,"CR"
"636880","TFL 24",,29/7/1981 0:00:00,,,"CWH","vh2","01","4","C",,45,13.00,360,"LW"
"638-1","TECI_ARROW_PEM","no soils",19/10/2000 0:00:00,117.66,49.45,"ESSF","wc1","01","4","C",,1478,9.00,72,"MD"
"638280","TFL 24",,1/8/1981 0:00:00,,,"CWH","vh2","01","4","C",,60,4.00,180,"MD"
"275281","BEC-PG","BEC",24/8/1981 0:00:00,120.60,53.50,"ICH","wk3","01","3","B",,820,67.00,50,"MD"
"275381","BEC-PG","BEC",24/8/1981 0:00:00,120.60,53.50,"ICH","wk3","01","3","B",,850,3.00,310,"TO"
"2781","Cariboo","BEC",13/7/1981 0:00:00,122.63,51.80,"BG","xh3","01","4","C",,622,9.00,8,"MD"
"28^000","Bell_Pole_PEM","poor",6/4/2001 0:00:00,118.19,50.93,"ICH","mw3","01","4","C",,538,5.00,58,"LV"
"285-A","TFL_23_PEM","poor",11/8/2000 0:00:00,117.84,50.43,"ICH","mw2","01","3","C",,792,36.00,44,"MD"
"285-B","TFL_23_PEM","poor",11/8/2000 0:00:00,117.84,50.43,"ICH","mw2","01","3","C",,791,45.00,17,"MD"
"285-C","TFL_23_PEM","poor",11/8/2000 0:00:00,117.84,50.43,"ICH","mw2","01","3","C",,786,30.00,16,"MD"
"28B^200","Bell_Pole_PEM","poor",6/4/2001 0:00:00,118.19,50.93,"ICH","mw3","01","4","C",,560,13.00,202,"LW"
"28B^500","Bell_Pole_PEM","poor",6/4/2001 0:00:00,118.20,50.93,"ICH","mw3","01","4","C",,675,50.00,40,"MD"
"290442","Cariboo West 2011",,8/5/2011 0:00:00,51.58,122.84,"ESSF","xv2","01","4","B",,1715,8.00,192,"UP"
"290443","Cariboo West 2011",,8/6/2011 0:00:00,51.74,122.66,"IDF","dk4","01","3","D",,1145,4.00,200,"UP"
"290459","Cariboo West 2011",,15/8/2011 0:00:00,52.08,124.04,"IDF","dk4","01","3","B",,1105,0.00,999,"LV"
"290473","Cariboo West 2011",,23/8/2011 0:00:00,51.83,125.01,"ESSF","xv1","01","4","C",,1800,0.00,999,"LV"
"290475","Cariboo West 2011",,24/8/2011 0:00:00,51.35,123.51,"MS","dv","01","4","C",,1620,12.00,64,"MD"
"290476","Cariboo West 2011",,24/8/2011 0:00:00,51.33,123.49,"MS","dv","01","3","C",,1655,12.00,227,"MD"
"290490","Cariboo West 2011",,31/8/2011 0:00:00,51.77,124.45,"IDF","dk4","01","4","C",,1015,6.00,228,"MD"
"290563","Cariboo West 2011",,24/8/2011 0:00:00,51.32,123.67,"MS","dv","01","4","C",,1432,20.00,136,"MD"
"290565","Cariboo West 2011",,25/8/2011 0:00:00,51.22,123.67,"MS","dv","01","4","C",,1447,15.00,36,"MD"
"290570","Cariboo West 2011",,27/8/2011 0:00:00,51.84,124.99,"ESSF","xv1","01","4","C",,16,15.00,312,"MD"
"29T4673","TSA 29 2008",,12/7/2008 0:00:00,125.08,52.22,"SBPS","xc","01","4","C",,1218,4.00,999,"LV"
"29T4675","TSA 29 2008",,11/7/2008 0:00:00,124.99,52.40,"SBPS","xc","01","4","C",,1277,1.00,999,"LV"
"3^100","Bell_Pole_PEM","poor",6/2/2001 0:00:00,118.43,51.42,"ICH","wk1","01","4","C",,824,34.00,242,"MD"
"3^500","Bell_Pole_PEM","poor",6/2/2001 0:00:00,118.43,51.42,"ICH","wk1","01",,,,928,19.00,242,"MD"
"30^1000","Bell_Pole_PEM","poor",6/3/2001 0:00:00,118.13,50.92,"ICH","mw3","01","4","C",,790,58.00,231,"UP"
"30^287","Bell_Pole_PEM","poor",6/3/2001 0:00:00,118.13,50.92,"ICH","mw3","01","4","C",,520,20.00,263,"MD"
"352-B","TFL_23_PEM","poor",23/8/2000 0:00:00,118.04,50.11,"ICH","mw2","01","3","C",,827,43.00,128,"MD"
"352-C","TFL_23_PEM","poor",23/8/2000 0:00:00,118.04,50.11,"ICH","mw2","01","3","C",,825,40.00,153,"LW"
"3581","Cariboo","BEC",30/9/1981 0:00:00,122.47,51.49,"BG","xw2","01","4","C",,800,5.00,38,"LV"
"36^200","Bell_Pole_PEM","poor",25/5/2001 0:00:00,118.06,50.85,"ICH","mw3","01","4","C",,855,8.00,356,"UP"
"362-1","MesicXericwc1-OpJMJ","fair",12/9/2000 0:00:00,117.84,49.93,"ICH","mw2","01","4","C",,656,6.00,328,"LW"
"362-A","TFL_23_PEM","poor",22/8/2000 0:00:00,118.01,50.35,"ICH","mw2","01","4","D",,668,,999,"LV"
"362-B","TFL_23_PEM","poor",22/8/2000 0:00:00,118.01,50.35,"ICH","mw2","01","3","D",,668,5.00,999,"LV"
"362-C","TFL_23_PEM","poor",22/8/2000 0:00:00,118.01,50.35,"ICH","mw2","01","4","D",,667,1.00,999,"LV"
"3644","SIBEC-Ecora_2010",,16/8/2010 0:00:00,52.66,121.42,"ICH","wk4","01","4","D",,1209,20.00,345,"MD"
"290575","Cariboo West 2011",,31/8/2011 0:00:00,52.52,125.63,"ESSF","xv1","01","4","C",,1445,9.00,24,"MD"
"290576","Cariboo West 2011",,31/8/2011 0:00:00,52.53,125.62,"ESSF","xv1","01","4","C",,1415,7.00,3,"MD"
"290579","Cariboo West 2011",,9/2/2011 0:00:00,51.91,124.94,"SBPS","xc","01","4","C",,1335,5.00,160,"MD"
"290584","Cariboo West 2011",,9/3/2011 0:00:00,52.39,125.19,"SBPS","xc","01","4","B",,1140,6.00,159,"MD"
"290585","Cariboo West 2011",,9/3/2011 0:00:00,52.25,125.05,"SBPS","xc","01","4","C",,1185,5.00,174,"MD"
"290635","Cariboo West 2011",,21/8/2011 0:00:00,51.85,124.87,"MS","dc2","01","3","D",,1560,2.00,290,"MD"
"290636","Cariboo West 2011",,21/8/2011 0:00:00,51.84,124.87,"ESSF","xv1","01","4","D",,1595,14.00,260,"MD"
"290658","Cariboo West 2011",,9/3/2011 0:00:00,51.91,124.70,"IDF","dk4","01","4","C",,1001,5.00,120,"LW"
"290659","Cariboo West 2011",,9/3/2011 0:00:00,51.89,124.73,"IDF","dk4","01","3","C",,1110,10.00,10,"MD"
"29314","TEM-SmithFishing9798","2",13/8/1997 0:00:00,126.90,59.55,"BWBS","mk","01","3","C",,930,8.00,224,"MD"
"29353","TEM-SmithFishing9798","2",18/8/1997 0:00:00,126.35,59.47,"BWBS","mk","01","3","B",,495,2.00,170,"LV"
"29362","TEM-SmithFishing9798","2",21/8/1997 0:00:00,126.09,59.36,"BWBS","mk","01","4","C",,705,70.00,195,"MD"
"293-C","TFL3_PEM","poor",26/7/2000 0:00:00,117.75,49.71,"ICH","mw2","01","4","C",,1212,55.00,38,"MD"
"297-A","TFL_23_PEM","poor",25/8/2000 0:00:00,117.92,49.94,"ESSF","wc1","01","3","C",,1587,24.00,3,"MD"
"297-B","TFL_23_PEM","poor",25/8/2000 0:00:00,117.92,49.94,"ESSF","wc1","01","3","C",,1586,24.00,41,"MD"
"297-C","TFL_23_PEM","poor",25/8/2000 0:00:00,117.92,49.94,"ESSF","wc1","01","3","C",,1585,10.00,351,"MD"
"29905","TEM-CumminsRiver","x",21/7/1997 0:00:00,117.97,52.13,"ESSF","vv","01","3","C",,1965,65.00,250,"MD"
"29909","TEM-CumminsRiver","x",23/7/1997 0:00:00,118.05,52.12,"ICH","wk1","01","4","C",,975,55.00,308,"MD"
"29910","TEM-CumminsRiver","x",23/7/1997 0:00:00,118.05,52.12,"ICH","wk1","01","4","C",,1000,60.00,286,"MD"
"29918","TEM-CumminsRiver","x",25/7/1997 0:00:00,118.14,52.05,"ICH","wk1","01","4","B",,1030,55.00,350,"MD"
"29923","TEM-CumminsRiver","x",25/7/1997 0:00:00,118.07,52.09,"ICH","wk1","01","4","B",,1220,57.00,109,"MD"
"29925","TEM-CumminsRiver","x",26/7/1997 0:00:00,117.97,52.07,"ESSF","vv","01","3","B",,1940,45.00,238,"UP"
"29926","TEM-CumminsRiver","x",26/7/1997 0:00:00,118.09,52.07,"ICH","mw1","01","4","C",,1070,55.00,150,"MD"
"29927","TEM-CumminsRiver","x",26/7/1997 0:00:00,118.09,52.07,"ICH","mw1","01","4","C",,1000,45.00,135,"MD"
"29935","TEM-CumminsRiver","x",27/7/1997 0:00:00,118.03,52.17,"ESSF","vv","01","4","C",,1870,45.00,240,"MD"
"29938","TEM-CumminsRiver","x",28/7/1997 0:00:00,118.11,52.05,"ICH","wk1","01","4","C",,1155,25.00,350,"MD"
"29A^056","Bell_Pole_PEM","poor",6/4/2001 0:00:00,118.18,50.93,"ICH","mw3","01","4","C",,460,31.00,18,"MD"
"29B^400","Bell_Pole_PEM","poor",6/4/2001 0:00:00,118.19,50.92,"ICH","mw3","01","4","C",,585,34.00,54,"MD"
