"id1","id2","lat","lon","el"
"97--011","SBSdw1",54.2,-124.5,900
"97--014","SBSdw3",54.2,-124.5,890
"97--016","SBSdw3",54.2,-124.51,850
"97--025","ICHmc2",55.19,-128.04,380
"97--026","ICHmc2",55.19,-128.04,380
"97--027","ICHmc2",55.25,-128.04,420
"97--029","ICHmc2",55.25,-128.04,500
"97--031","ICHmc2",55.25,-128.04,500
"97--032","ICHmc1",55.77,-128.87,520
"97--043","BWBSdk",57.74,-129.95,910
"97--052","BWBSdk",57.74,-129.9,990
"97--062","BWBSdk",58.42,-130.03,805
"97--063","BWBSdk",58.42,-130.03,805
"97--064","BWBSdk",58.42,-130.03,810
"97--065","BWBSdk",58.42,-130.05,790
"97--066","BWBSdk",58.42,-130.05,780
"97--076","BWBSdk",58.49,-130.04,850
"97--085","BWBSdk",58.74,-130.09,850
"97--092","BWBSmk",59.6,-129.24,680
"97--113","BWBSmk",59.97,-129.07,840
"97--117","BWBSmk",59.82,-129.15,850
"97--138","BWBSmw2",59.27,-123.29,390
"97306","IDFxh2",50.74,-120.13,985
"97309","IDFxh2",50.74,-120.12,870
"97310","IDFxh2",50.74,-120.13,910
"97350","MSxk1",49.91,-120.17,1592
"97401","MSdc",50.9,-122.28,1370
"97404","MSdc",51.03,-122.47,1370
"97405","ESSFxv2",51.12,-122.58,1700
"974-1","ICHmw2",49.31,-117.71,1246
"974-3","ICHmw2",49.31,-117.71,1239
"97805","IDFdk1",49.98,-120.31,1365
"97PH503","IDFdk1",49.92,-120.45,1294
"9800069","CWHxm1",50.25,-125.89,580
"9800073","CWHvm1",50.29,-126,566
"9800074","CWHvm2",50.29,-125.98,573
"9800076","CWHxm2",50.31,-125.95,194
"9800078","CWHvm1",50.38,-125.98,570
"9800080","CWHxm2",50.37,-125.96,140
"9800082","CWHxm2",50.25,-125.74,210
"9800083","CWHxm2",50.24,-125.84,260
"9800084","CWHvm1",50.2,-125.82,520
"9800085","CWHvm1",50.17,-126,400
"9800092","CWHvm1",50.11,-126.09,380
"9800098","CWHvm2",50.15,-125.89,740
"9800101","CWHvm2",50.14,-125.98,634
"9800108","CWHvm2",50.15,-125.92,652
"9800109","CWHvm2",50.15,-125.92,835
"9800111","CWHvm1",50.22,-125.97,180
"9800112","CWHvm1",50.23,-125.92,610
"9800115","CWHvm1",50.22,-125.91,440
"9800119","CWHvh1",48.74,-124.91,55
"9800124","CWHvm1",48.76,-125.03,550
"9800127","CWHmm1",50.27,-125.73,673
"9800129","CWHvm1",48.88,-124.8,470
"9800134","CWHvh1",48.74,-124.92,37
"9800136","CWHvm2",48.87,-124.76,680
"9800140","CWHvm1",48.78,-124.81,480
"9800143","CWHvm1",48.74,-124.87,304
"9800147","CWHvm1",48.85,-124.85,180
"9800154","CWHvm1",50.1,-125.84,410
"9800155","CWHxm2",50.23,-125.69,210
"9800156","CWHvm2",50.24,-125.67,265
"9800162","CWHvm1",50.07,-125.78,405
"9800163","CWHvm1",50.12,-125.85,333
"9800164","CWHvm1",50.13,-125.85,357
"9800298","ESSFwk2",55.41,-121.59,1100
"9800303","BWBSmw",55.64,-121.58,NA
"9800306","ESSFwk2",55.19,-121.87,1075
"9800347","SBSmw",52.83,-122.2,655
"9800366","SBSmw",52.88,-122.14,955
"9800373","SBSmw",52.77,-122.06,1085
"9800375","SBSmw",52.76,-122.09,885
"9800412","MSxk",51.31,-122.38,1433
"9800911","SBPSxc",52.39,-123.64,1128
"9800912","SBPSxc",52.15,-123.22,1109
"9800913","IDFdk4",52.11,-123.28,1029
"9800916","IDFdk4",51.99,-123,1155
"9800917","SBPSxc",52.55,-124.13,1133
"9800918","SBPSxc",52.41,-123.9,1052
"9800921","SBPSxc",52.26,-123.43,1104
"9800922","SBPSxc",52.33,-123.47,1113
"9802068","CWHxm1",48.43,-123.6,200
"9802071","CWHxm1",48.47,-123.64,410
"9800458","MSdk2",50.51,-115.44,1230
"9800794","MSdk2",51.02,-116.67,1225
"9800796","MSdk2",51.03,-116.7,1365
"9800797","IDFdm2",50.94,-116.54,999
"9800798","IDFdm2n",50.98,-116.61,1110
"9800799","MSdk2",51.06,-116.67,920
"98--008","IDFxm",51.47,-121.84,1040
"9800800","IDFdm2n",50.95,-116.55,1000
"9800801","MSdk2",50.98,-116.7,1330
"9800802","MSdk2",51.04,-116.8,1240
"9800806","ESSFdk1",49.05,-115.42,1580
"9800807","IDFdm2",49.12,-115.48,1050
"9800808","ESSFdk",49.29,-115.71,1540
"9800815","MSdk",49.83,-115.23,1360
"9800821","MSdk2",50.2,-115,1540
"9800826","ESSFdk2",50.37,-115.19,1550
"9800828","MSdk",50.32,-115.51,1415
"9800833","MSdk2",50.49,-115.71,1099
"9800844","MSdk2",51,-116.57,1145
"9800845","IDFdm2n",51.02,-116.59,951
"9800866","MSdk2",50.89,-116.56,1200
"9800873","IDFdm2",50.91,-116.48,922
"9800878","MSdk2",51.03,-116.75,1200
"9800883","ICHmw1",51.13,-116.83,1177
"98-009","PPxh2",50.66,-120.24,475
"9800900","MSdk2",50.9,-116.58,1260
"9800906","IDFdk4",52.17,-123.4,1018
"9800907","IDFdk4",52.12,-123.52,1070
"9800908","IDFdk4",52.12,-123.63,1096
"9800946","ESSFdk",50.58,-115.67,1693
"9800948","ICHmk4",50.6,-115.56,1302
"9800991","MSdk2",51.04,-116.79,1255
"98--010","IDFxm",51.49,-121.84,1005
"9801264","ESSFxv1",52.07,-125.35,1753
"9801421","CWHmm2",49.53,-125,510
"9801425","CWHmm2",49.76,-125.42,900
"9801427","CWHxm2",49.91,-125.43,363
"9801429","CWHmm2",49.81,-125.4,720
"9801431","CWHmm2",49.86,-125.44,467
"9801436","CWHxm2",49.52,-124.91,208
"9801440","CWHmm2",49.48,-124.95,791
"9801445","CWHxm2",49.53,-124.96,404
"9802000","CDFmm",49.49,-124.2,20
"9802052","CDFmm",49.5,-124.2,42
"9802053","CDFmm",49.5,-124.2,33
"99RV127","MSdm2",50.3,-119.81,NA
"99RV128","MSdm2",50.3,-119.82,1230
"99RV18","IDFdk2",50.43,-119.88,1160
"99RV22","IDFdk2",50.49,-119.89,1190
"99RV29","IDFdk1",50.39,-119.89,1020
"99RV30","IDFdk2",50.4,-119.9,1140
"99RV38","IDFdk1",50.34,-119.94,900
"99RV39","IDFdk1",50.26,-119.95,1110
"99RV40","IDFdk1",50.26,-119.93,1160
"99RV41","IDFdk1",50.26,-119.93,1140
"99RV45","IDFdk1",50.28,-119.9,1150
"99RV46","MSdm2",50.29,-119.86,1320
"99RV67","MSdm2",50.28,-119.77,1620
"99RV68","ESSFxc2",50.28,-119.76,1650
"99RV70","MSdm2",50.26,-119.88,1350
"99RV74","IDFmw1",50.3,-119.54,985
"BOR059","BWBSdk",59.06,-129.76,730
"BOR069","BWBSmk",59.82,-128.62,660
"BOR071","BWBSmk",59.53,-129.26,690
"BOR072","BWBSmk",59.88,-129.26,870
"BOR073","BWBSmk",59.88,-129.26,840
"BOR075","BWBSmk",59.83,-128.63,820
"CFI947A","IDFdm2",50.25,-115.9,1008
"CFI947B","IDFdm2",50.25,-115.9,1010
"CFI947C","IDFdm2",50.25,-115.9,1011
"CFI962A","MSdk2",50.2,-116.03,1350
"CFI962B","MSdk2",50.2,-116.03,1347
"CFI962C","MSdk2",50.2,-116.03,1346
"CFI965A","ESSFdk2",50.45,-115.36,1875
"CFI965B","ESSFdk2",50.45,-115.36,1872
"CFI96A","MSdk2",50.11,-115.54,1319
"CFI96B","MSdk2",50.11,-115.54,1321
"CFI96C","MSdk2",50.11,-115.54,1321
"CFI972A","MSdk2",50.01,-115.49,1620
"CFI972B","MSdk2",50.01,-115.49,1625
"CFI972C","MSdk2",50.01,-115.49,1615
"CFI99A","IDFdm2",49.9,-115.8,885
"CFI99B","IDFdm2",49.9,-115.8,875
"CFIS-10","ICHmw1",51.1,-116.78,1302
"CFIS-11","ICHmw1",51.13,-116.83,1148
"CFIS-14","ICHmw1",51.12,-116.8,1245
"CFIS-15","ICHmw1",51.12,-116.8,1282
"DK09-G1","ICHwk3",53.49,-120.39,1174
"DK10-G1","ICHwk3",53.5,-120.32,1183
"9802073","CWHxm1",48.45,-123.59,250
"9802076","IDFxh1",49.83,-119.67,740
"9802106","PPxh1",50,-119.49,470
"98--025","SBPSdc",52.3,-123.87,960
"9802622","SBSdk",53.82,-123.11,920
"9802624","SBSdk",53.75,-125.91,905
"9802625","SBSdk",53.73,-125.75,945
"9802691","SBSdk",53.75,-125.91,905
"98--027","SBPSdc",52.3,-123.87,960
"9803282","ESSFxv2",51.25,-122.84,1830
"9803288","SBSmw",52.76,-121.9,1050
"98-047","MSxv",51.2,-122.32,1590
"9805702","SBSdw1",51.77,-120.54,1045
"9805704","SBSdw1",51.78,-120.52,1130
"9805708","ICHmk2",51.66,-120.32,1180
"9805709","ICHmk2",51.64,-120.27,1146
"9805722","ICHmw3",51.88,-120.33,1350
"9805726","ESSFdc3",51.69,-120.55,1505
"9805727","SBSmm",51.73,-120.5,1155
"9805728","ICHmk2",51.62,-120.24,1027
"9805736","ESSFwc2",51.88,-120.32,1350
"9805737","ESSFdc3",51.86,-120.36,1720
"9805738","ICHmk2",51.68,-120.35,1150
"9805741","SBSmm",51.8,-120.48,1290
"9805753","ESSFwc2",51.83,-120.18,1510
"9805757","ESSFwc2",51.85,-120.29,1445
"9805759","ESSFdc2",51.83,-120.47,1650
"9805761","ESSFwcw",51.68,-120.23,1770
"9805764","ESSFwcw",51.76,-120.19,1825
"9806240","ESSFwcw",51.68,-120.21,1795
"98--063","SBSdw2",52.24,-121.92,1025
"9806561","CWHvm1",54.11,-129.93,20
"98--071","SBSdw2",52.6,-121.75,885
"98--099","SBSdw2",52.94,-123.55,880
"98-101","PPxh2",50.77,-120.5,635
"98--102","SBSdw2",53.99,-123.62,885
"98--111","SBSdw2",54.94,-124.89,920
"98--112","SBSmk1",54.97,-124.89,800
"98--131","SBSdw3",54.55,-124.14,740
"98--133","SBSdw3",54.74,-124.15,785
"98--142","BWBSdk",55.69,-124.44,895
"98-202","PPxh2",50.67,-120.06,660
"98-219","PPxh2",50.63,-121.33,531
"98--286","IDFdm1",49.6,-119.95,1215
"98--287","IDFdm1",49.6,-119.95,1220
"98DL041","ESSFxv",51.23,-122.37,1749
"98OK008","IDFxh1",49.19,-119.44,1012
"98OK010","IDFdm1",49.21,-119.44,NA
"98OK011","IDFdm1",49.21,-119.42,NA
"98OK019","MSdm1",49.29,-119.37,1390
"98OK036","MSdm1",49.28,-119.3,1450
"98OK039","ESSFdc1",49.2,-119.26,1820
"98OK051","IDFdm1",49.08,-119.34,1310
"98OK055","IDFdm1",49.12,-119.37,1070
"98OK072","IDFdm1",49.28,-119.42,1365
"98OK075","IDFdm1",49.31,-119.42,1255
"98OK076","MSdm1",49.32,-119.34,1570
"98OK151","IDFxh1",49.15,-119.37,1145
"98OK153","IDFdm1",49.15,-119.36,1278
"98SL009","ICHmk2",51.68,-120.37,1130
"98SL100","SBSmm",51.71,-120.44,1250
"98SL102","SBSmm",51.68,-120.44,1200
"98SL106","SBSdw1",51.74,-120.87,1085
"98SL108","SBSmm",51.72,-120.54,1110
"98SL109","SBSmm",51.72,-120.87,1115
"98SL110","SBSmm",51.73,-120.53,1100
"98SL115","ESSFdc3",51.8,-120.42,1460
"98SL116","SBSmm",51.82,-120.38,1310
"98SL118","SBSmm",51.81,-120.43,1390
"98SL120","SBSmm",51.84,-120.42,1320
"98SL121","ESSFdc2",51.77,-120.48,1480
"98SL122","SBSmm",51.76,-120.47,1250
"98SL123","SBSmm",51.76,-120.48,1260
"98SL124","SBSmm",51.83,-120.42,1335
"98SL127","SBSmm",51.82,-120.46,1440
"98SL128","SBSmm",51.81,-120.46,1225
"98SL129","ESSFwc2",51.71,-120.23,1535
"98SL131","ESSFwc2",51.7,-120.14,1378
"98SL133","ICHmw3",51.68,-120.14,1225
"98SL134","ESSFwc2",51.72,-120.12,1358
"98SL137","ESSFwc2",51.84,-120.24,1507
"98SL202","ESSFwc2",51.67,-120.22,1600
"98SL206","ICHmw3",51.63,-120.2,1123
"98SL222","ESSFwc2",51.79,-120.3,1462
"98SL224","SBSmm",51.78,-120.27,1242
"98SL230","ESSFwc2",51.8,-120.29,1510
"9900854","CWHws2",54.24,-128.71,264
"9900870","SBSmk1",53.74,-122.45,842
"9900874","CWHws2",54.51,-127.91,499
"9900877","CWHws2",54.05,-128.53,455
"9900907","SBSmk1",54.14,-123.06,725
"9900908","SBSmk1",54.11,-122.64,640
"9901084","ESSFwk2",54.56,-121.91,1062
"9901624","BWBSmw",55.95,-121.6,695
"9901626","BWBSmw",55.65,-121.57,920
"9901629","BWBSmw",55.95,-121.68,840
"9901632","BWBSmw",55.82,-121.59,775
"9901634","BWBSmw",55.75,-121.29,762
"9901643","BWBSmw",55.96,-121.11,967
"9901878","MSdm3",51.07,-120.34,1320
"9901889","MSdm3",51.15,-120.35,1410
"9902907","CWHws2",55.14,-129.04,680
"9902918","SBSvk",53.66,-121.72,837
"9902920","ICHvk2",53.68,-121.51,1065
"9902922","ICHvk2",53.84,-121.49,794
"9902923","ICHvk2",53.81,-121.48,1049
"9902925","ICHvk2",53.88,-121.64,825
"9902927","SBSvk",53.91,-121.48,672
"9902928","ICHvk2",54.03,-121.68,702
"9902929","ICHvk2",54.03,-121.68,698
"9902931","ICHvk2",54.11,-121.37,883
"9902933","ICHvk2",53.74,-121.19,802
"9902934","ICHvk2",53.8,-121.3,761
"9902935","ICHvk2",53.95,-121.8,734
"9903103","SBSdk",53.75,-125.95,960
"9903105","SBSdk",53.7,-125.47,943
"99MD035","MSdm2",49.67,-120.43,1450
"99MR001","IDFdk1",49.53,-120.36,1295
"99MR003","MSxk1",49.5,-120.3,1330
"993061","SBSvv",57.21,-130.3,775
"99DB003","MSdm2",49.1,-120.59,1325
"99DB004","MSdm2",49.78,-120.18,1450
"99DB021","ESSFdc2",49.29,-120.77,1660
"99DB040","ESSFmw",49.96,-121.19,1530
"99DL021","IDFdk1",49.54,-120.38,1335
"99DL022","MSxk",49.51,-120.28,1430
"99DL026","MSdm2",49.3,-120.44,1450
"99DL030","MSdm2",49.18,-120.26,1720
"99DM001","IDFdk2",49.35,-120.63,1150
"99DM023","ESSFdc2",49.3,-120.78,1657
"99DM024","ESSFdc2",49.36,-120.72,1694
"99DM027","ESSFdc2",49.3,-120.81,1668
"99DM028","ESSFdc2",49.32,-120.85,1627
"99DM035","ESSFdc2",49.75,-120.92,1604
"99DM038","ESSFdc2",49.76,-120.91,1647
"99DM061","ESSFdc2",49.72,-120.95,1711
"99KJ001","MSxk1",49.52,-120.27,1415
"99MD006","IDFdk2",49.74,-120.31,1210
"99MD008","IDFdk2",49.74,-120.29,1290
"99MD024","MSdm2",49.31,-120.66,1360
"99MD026","ESSFdc2",49.57,-120.66,1590
"A791499","ICHwk1",52.33,-118.62,1010
"A796880","ICHwk1",52.33,-118.06,1015
"A796884","ICHwk1",52.33,-118.07,970
"99MR030","MSdm2",49.32,-120.45,1440
"99NB011","IDFdk1",49.73,-120.51,910
"99NB012","IDFdk1",49.72,-120.51,945
"99NB015","ESSFxc",49.23,-120.28,1830
"99NB018","ESSFdc2",50.11,-121.23,1697
"99NB019","IDFdk1",49.9,-120.56,1005
"99NB022","IDFdk1",49.8,-120.72,1114
"99RV03","ESSFdc2",50.51,-119.47,1510
"99RV100","ESSFdc2",50.33,-119.72,1720
"99RV101","ESSFdc2",50.33,-119.72,1705
"99RV103","ESSFdc2",50.32,-119.72,1500
"99RV106","MSdm2",49.94,-119.73,1185
"99RV107","MSdm2",49.93,-119.75,1205
"99RV108","MSdm2",49.92,-119.78,1220
"99RV116","MSdm2",49.96,-119.72,1245
"99RV118","MSdm2",49.96,-119.74,1330
"99RV123","MSdm2",50.21,-119.71,1425
"99RV124","ICHmk2",50.22,-119.69,1160
"99RV126","MSdm2",50.3,-119.79,NA
"99RV75","IDFmw1",50.3,-119.54,965
"99RV83","IDFmw1",50.24,-119.56,780
"99RV84","MSdm2",50.07,-119.63,1530
"99RV87","MSdm2",50.08,-119.62,1660
"99RV88","ESSFdc2",50.09,-119.62,1780
"99RV91","ESSFdc2",50.04,-119.71,1480
"99RV93","ESSFdc2",50.03,-119.74,1605
"99RV95","ESSFdc2",50.02,-119.77,1665
"99RV96","ESSFxc2",50.27,-119.81,1555
"99RV97","ESSFxc2",50.27,-119.8,1585
"99RV98","ESSFxc2",50.27,-119.8,1580
"99RV99","ESSFdc2",50.33,-119.72,1730
"99SL304","ICHmw3",51.73,-120.05,1230
"99SL307","ESSFwc2",51.68,-120.15,1285
"99SL310","SBSmm",51.73,-120.56,1165
"99SL311","SBSmm",51.73,-120.55,1085
"99SL312","SBSdw1",51.75,-120.55,1105
"99SL314","SBSmm",51.74,-120.5,1120
"99SL319","SBSmm",51.77,-120.51,1195
"99SL320","SBSmm",51.77,-120.51,1195
"99SL321","SBSmm",51.76,-120.51,1115
"99SL336","ICHmk2",51.64,-120.32,1272
"99SL337","ICHmk2",51.64,-120.32,1265
"99SL338","ICHmk2",51.64,-120.31,1230
"99SL339","SBSmm",51.64,-120.3,1207
"99SL340","SBSmm",51.69,-120.55,1485
"99SL341","SBSmm",51.7,-120.55,1325
"99SL346","SBSmm",51.74,-120.51,1080
"99SL347","SBSmm",51.71,-120.49,1270
"99SL348","ICHmk2",51.62,-120.25,1072
"99SL349","ICHmk2",51.62,-120.25,1085
"99SL353","ESSFdc2",51.83,-120.45,1350
"99SL357","ESSFwc2",51.88,-120.2,1508
"99SL358","ESSFwc2",51.89,-120.2,1480
"99SL359","ESSFwc2",51.86,-120.19,1515
"99SL370","ESSFwcw",51.83,-120.31,1765
"99SL377","ESSFwcw",51.7,-120.26,1825
"99SL384","SBSmm",51.76,-120.31,1255
"99SL385","SBSmm",51.69,-120.33,1165
"99SL400","SBSdw1",51.77,-120.56,1007
"99SL402","SBSmm",51.76,-120.54,1110
"99SL404","SBSmm",51.77,-120.47,1430
"99SL405","SBSmm",51.77,-120.49,1360
"99SL406","SBSmm",51.76,-120.49,1355
"99SL407","SBSmm",51.81,-120.46,1320
"99SL411","ESSFwc2",51.78,-120.17,1560
"99SL412","ESSFwc2",51.77,-120.15,1565
"99SL418","ICHmw3",51.66,-120.18,1120
"99SL419","ICHmk2",51.65,-120.23,1150
"99SL421","ICHmk2",51.63,-120.21,1070
"99SL426","ESSFwc2",51.88,-120.33,1360
"99SL427","ESSFdc3",51.86,-120.36,1730
"99SL431","SBSmm",51.68,-120.38,1085
"99SL432","SBSmm",51.68,-120.37,1100
"99SL433","ICHmk2",51.68,-120.35,1240
"99SL434","ICHmk2",51.68,-120.36,1150
"99SL436","ESSFwc2",51.83,-120.33,1375
"99SL437","SBSmm",51.83,-120.35,1320
"99SL438","ESSFwc2",51.82,-120.33,1390
"99SL441","SBSmm",51.79,-120.44,1300
"99SL446","SBSmm",51.78,-120.24,1250
"99SL450","ESSFwc2",51.72,-120.21,1420
"99SL454","SBSmm",51.75,-120.27,1240
"99SL460","ESSFwc2",51.72,-120.2,1405
"99SL465","ESSFwc2",51.69,-120.21,1720
"99SL471","ESSFwcw",51.68,-120.2,1830
"99SL472","ESSFwc2",51.69,-120.2,1600
"99VL001","IDFdk1",49.53,-120.36,1300
"99VL101","MSdm2",49.28,-120.49,1550
"9OK6002","ICHmk1",50.32,-118.7,1367
"9OK6006","ICHmk1",50.18,-118.79,1380
"A-10IF","ICHmw2",50.63,-117.85,522
"A-121IF","ESSFwc1",50.1,-117.79,1607
"A-134IF","ICHmw2",50.09,-117.38,779
"A-152IF","ICHmw2",50.07,-117.42,1460
"A-196IF","ICHmw2",50,-117.79,1293
"A-199IF","ICHmw2",49.99,-118.34,1159
"A-211IF","ESSFwc1",49.99,-117.78,1627
"A-222IF","ESSFwc1",49.97,-117.26,1719
"A-248IF","ESSFwc4",49.94,-118.36,1670
"A-297IF","ESSFwc1",49.88,-117.21,1632
"A-2IF","ICHmw2",50.76,-117.81,1097
"A-309IF","ICHmw2",49.83,-118.26,1461
"A-322IF","ICHmw2",49.81,-117.42,1425
"A-323IF","ESSFwc4",49.81,-117.4,1782
"A-386IF","ESSFwc4",49.65,-117.42,1781
"A-416IF","ICHmw2",49.49,-117.65,1562
"A-426IF","ESSFwc1",49.46,-117.86,1432
"A-434IF","ESSFwc1",49.46,-117.89,1691
"A-502IF","ESSFwc1",49.32,-117.45,1538
"A-529IF","ICHmw2",49.28,-117.95,1316
"A-544IF","ESSFwc1",49.26,-117.86,1512
"A-567IF","ICHmw2",49.25,-118.04,1471
"A-58IF","ICHwk1",50.29,-117.6,1359
"A-602IF","ICHmw4",49.22,-117.4,1359
"A-61IF","ICHmw2",50.27,-117.76,583
"A-706IF","ESSFwc5",49.09,-117.07,1660
"A-760IF","ICHmw2",49.01,-117.75,1392
"A770232","ESSFvc",52.08,-118.49,1370
"A770234","ESSFwc2",52.22,-118.25,1460
"A770238","ESSFwc2",52.04,-118.54,1490
"A780465","ICHvk1",52.09,-118.43,817
"A791487","ESSFwc2",52.33,-118.7,1575
"A791490","ESSFwc2",52.36,-118.84,1720
"A-824IF","ICHmw2",50.04,-117.66,1282
"A-830IF","ICHmw2",50,-117.31,907
"A-854IF","ESSFwc1",49.94,-118.31,1586
"A-85IF","ICHmw2",50.18,-117.48,882
"A-863IF","ESSFwc4",49.92,-118.34,1801
"A-907IF","ESSFwc4",49.49,-117.68,1872
"A-920IF","ICHmw2",49.32,-117.98,1258
"A-930IF","ICHmw2",49.29,-117.81,1406
"A-93IF","ESSFwc1",50.14,-117.73,1569
"AM01","SBSdw2",52.55,-122.41,777
"BA10-94","IDFun",50.13,-115.93,1120
"ARS-10","ESSFwc5",49.31,-117.46,1673
"ARS-101","ESSFwc1",49.47,-117.66,1606
"ARS-12","ESSFwc5",49.31,-117.46,1658
"ARS-129","ESSFwc1",49.8,-117.41,1616
"ARS-134","ESSFwc1",49.29,-118.01,1526
"ARS-14","ESSFwc1",49.5,-117.68,1703
"ARS-15","ESSFwc1",49.51,-117.68,1643
"ARS-16","ESSFwc1",49.5,-117.68,1664
"ARS-19","ESSFwc4",49.46,-117.68,1617
"ARS-2","ESSFwc5",49.28,-117.14,1650
"ARS-20","ESSFwc4",49.47,-117.69,1673
"ARS-204","ESSFwc1",49.22,-117.96,1522
"ARS-208","ESSFwc1",49.21,-117.97,1515
"ARS-22","ESSFwc1",49.46,-117.76,1581
"ARS-233","ESSFwc1",49.38,-117.75,1610
"ARS-24","ESSFwc1",49.41,-117.75,1580
"ARS-241","ESSFwc1",49.4,-117.84,1640
"ARS-243","ESSFwc1",49.4,-117.84,1617
"ARS-25","ESSFwc1",49.41,-117.74,1606
"ARS-28","ESSFwc1",49.41,-117.73,1573
"ARS-29","ESSFwc1",49.4,-117.73,1602
"ARS-33","ESSFwc1",49.93,-118.31,1600
"ARS-34","ESSFwc1",49.94,-118.31,1529
"ARS-36","ESSFwc1",50.04,-118.34,1670
"ARS-37","ESSFwc1",50.04,-118.35,1646
"ARS-42","ESSFwc5",49.12,-117.36,1604
"ARS-44","ESSFwc5",49.12,-117.38,1657
"ARS-45","ESSFwc5",49.12,-117.38,1585
"ARS-47","ESSFwc5",49.15,-117.33,1516
"ARS-48","ESSFwc5",49.15,-117.33,1624
"ARS-49","ESSFwc1",49.26,-118.09,1608
"ARS-50","ESSFwc1",49.26,-118.09,1603
"ARS-57","ESSFwc1",49.3,-118.06,1527
"ARS-59","ESSFwc1",49.33,-118.07,1481
"ARS-60","ESSFwc1",49.34,-118.03,1562
"ARS-62","ESSFwc1",49.64,-117.33,1585
"ARS-63","ESSFwc1",49.64,-117.33,1623
"ARS-66","ESSFwc1",49.73,-117.36,1601
"ARS-70","ESSFwc1",49.73,-117.41,1699
"ARS-72","ESSFwc1",49.73,-117.41,1689
"ARS-76","ESSFwc1",49.87,-118.24,1581
"ARS-79","ESSFwc1",49.88,-118.26,1610
"ARS-86","ESSFwc1",49.95,-118.32,1545
"ARS-9","ESSFwc5",49.31,-117.46,1745
"AT01","BWBSdk",59.32,-133.42,762
"AT04","BWBSdk",59.32,-133.42,866
"AT10","BWBSdk",58.79,-132.12,430
"AT12","BWBSdk",59.27,-132.04,790
"AT13","BWBSdk",59.39,-132.02,952
"AT14","BWBSdk",59.27,-132.04,815
"AT19","BWBSdk",59.77,-132.17,715
"B156-B","ICHmw2",50.09,-118.02,1238
"B156-C","ICHmw2",50.09,-118.02,1239
"B157-A","ICHmw2",50,-118.04,1158
"B157-B","ICHmw2",50,-118.04,1156
"B157-C","ICHmw2",50,-118.04,1155
"B158-A","ICHmw2",50.01,-118.03,1345
"B158-B","ICHmw2",50.01,-118.03,1343
"B158-C","ICHmw2",50.01,-118.03,1345
"b47b1","MSdk",49.52,-115.36,1550
"b47b2","MSdk",49.51,-115.37,1410
"b52320b","MSdk",49.51,-115.37,1610
"b523342","IDFdm2",49.5,-115.35,950
"b523344","IDFdm2",49.48,-115.48,1010
"B780462","ESSFwc2",52.37,-117.93,1372
"B801971","ICHmw1",51.25,-116.75,1210
"B82-B","ICHmw2",50.13,-117.98,611
"B82-C","ICHmw2",50.13,-117.98,613
"BA01-94","IDFun",50.66,-116.13,940
"BAB057","ESSFmcp1",54.93,-120.99,1739
"BAI1","ICHwk1",50.14,-117.68,1451
"BAI38","ICHmw2",50.76,-117.79,918
"BAI46","ICHmw2",50.21,-117.53,926
"BAI52","ICHmw2",50.11,-117.41,1494
"BEM01","SBSdk",53.59,-124.99,NA
"BEM02","SBSdk",53.57,-124.97,NA
"BEM03","SBSdk",53.57,-124.96,NA
"BEM04","SBSdk",53.58,-124.96,NA
"BEM05","SBSdk",53.55,-125.05,977
"BEM13","SBSdk",53.64,-124.76,NA
"BEM22","SBSdk",53.54,-125.02,NA
"BEM23","SBSdk",53.37,-124.83,NA
"BEM41","SBSdk",53.6,-124.9,NA
"BEM42","SBSdk",53.62,-124.95,NA
"BEM43","SBSdk",53.67,-124.91,NA
"BEM44","SBSdk",53.61,-124.9,NA
"BEM45","SBSdk",53.62,-124.9,NA
"BEM46","SBSdk",53.65,-124.81,NA
"BEM50","SBSdk",53.37,-124.85,NA
"BM1-2","ESSFwc1",49.25,-118.08,1540
"BM1-3","ESSFwc1",49.25,-118.08,1556
"BOR007","SBSmc2",57.49,-130.38,870
"BOR008","SBSmc2",57.49,-130.29,890
"BOR011","ESSFwvu",57.5,-130.42,1435
"BOR014","SBSmc2",57.5,-130.41,915
"BOR022","BWBSdk",57.5,-129.41,940
"BOR031","BWBSdk",57.5,-129.41,935
"BOR049","BWBSdk",58.05,-131.73,810
"BOR050","BWBSdk",57.75,-129.91,995
"BOR052","BWBSdk",57.71,-129.58,815
"BOR093","BWBSmk",59.46,-127.66,565
"BOR098","BWBSdk",58.86,-129.68,925
"BOR09X","BWBSmk",59.5,-127.66,530
"BOR111","BWBSdk",58.86,-129.68,870
"BPK015","MHmm1",49.36,-122.95,976
"BPK016","MHmm1",49.36,-122.95,999
"BPK025","MHmm1",49.37,-122.94,1105
"BPK029","MHmm1",49.37,-122.94,1129
"BPK031","MHmmp1",49.38,-122.93,1344
"BPK039","MHmmp1",49.76,-123.04,1378
"BPK046","MHmmp1",49.39,-122.94,1402
"BPK048","MHmm1",49.37,-122.95,1146
"BPK050","MHmm1",49.35,-122.94,930
"BPK053","MHmmp1",49.78,-122.99,1448
"BPK057","MHmmp1",49.79,-122.99,1427
"BPK060","MHmmp1",49.78,-122.99,1524
"BPK062","MHmmp1",49.77,-123,1539
"BPK064","MHmmp1",49.77,-123,1555
"BPK067","MHmmp1",49.76,-123.03,1448
"BPK075","MHmmp1",49.76,-123.03,1417
"BPK080","MHmmp1",49.76,-123.04,1372
"BPK082","MHmm1",49.76,-123.04,1381
