FamilyCode,OldCode,Code,SplCode,TreeCode,ScientificName,Lifeform,Climate,Est_ASMR,NewEst_ASMR,Est_SNR,GSM,EnglishName,Native,Codetype,ID
NOTUSED,PSORGLO,PSORGLO,PSORGLO,,Psora globifera,11,0,0,,0,0,blackberry scale,N,U,23517
NOTUSED,PSORHIM,PSORHIM,PSORHIM,,Psora himalayana,11,0,0,,0,0,mountain scale,N,U,23518
NOTUSED,PSORHYP,PSORHYP,PSORHYP,,Psoroma hypnorum,11,0,0,,0,0,green mouse,N,U,23525
NOTUSED,PSORMON,PSORMON,PSORMON,,Psora montana,11,0,0,,0,0,brown-eyed scale,N,U,23519
NOTUSED,LECINOV,PSORNIP,PSORNIP,,Lecidea novomexicana,11,0,0,,0,0,,,S,22954
NOTUSED,PSORNIP,PSORNIP,PSORNIP,,Psora nipponica,11,0,0,,0,0,butterfly scale,N,U,23520
NOTUSED,PSOROMA,PSOROMA,PSOROMA,,Psoroma sp.,11,0,0,,0,0,mouse lichen,N,U,23526
NOTUSED,LECIRUB,PSORRUB,PSORRUB,,Lecidea rubiformis,11,0,0,,0,0,,,S,22960
NOTUSED,PSORRUB,PSORRUB,PSORRUB,,Psora rubiformis,11,0,0,,0,0,butterfly scale,N,U,23521
NOTUSED,LECIBRO,PSORRUF,PSORRUF,,Lecidea brouardii,11,0,0,,0,0,,,S,22928
NOTUSED,LECIRUO,PSORRUF,PSORRUF,,Lecidea rufonigra,11,0,0,,0,0,,,S,22961
NOTUSED,PSORRUF,PSORRUF,PSORRUF,,Psorula rufonigra,11,0,0,,0,0,,N,U,23527
NOTUSED,PSORTUC,PSORTUC,PSORTUC,,Psora tuckermanii,11,0,0,,0,0,brown-eyed scale,N,U,23523
NOTUSED,PSORULA,PSORULA,PSORULA,,Psorula sp.,11,0,0,,0,0,,N,U,23528
MONOTRP,PTERAND,PTERAND,PTERAND,,Pterospora andromedea,8,0,0,,0,0,pinedrops,N,U,19942
DENNSTA,PTERAQU,PTERAQU,PTERAQU,,Pteridium aquilinum,5,5,0,,0,0,bracken fern,N,U,14962
DENNSTA,PTERAQU2,PTERAQU3,PTERAQU,,Pteridium aquilinum ssp. aquilinum var. pubescens,5,0,0,,0,0,,,S,14963
DENNSTA,PTERAQU3,PTERAQU3,PTERAQU,,Pteridium aquilinum ssp. lanuginosum,5,0,0,,0,0,bracken fern,N,U,14964
DENNSTA,PTERAQU4,PTERAQU4,PTERAQU,,Pteridium aquilinum ssp. latiusculum,5,0,0,,0,0,bracken fern,N,U,14965
DENNSTA,PTERAQU5,PTERAQU3,PTERAQU,,Pteridium aquilinum var. lanuginosum,5,0,0,,0,0,,,S,14966
DENNSTA,PTERAQU6,PTERAQU4,PTERAQU,,Pteridium aquilinum var. latiusculum,5,0,0,,0,0,,,S,14967
DENNSTA,PTERAQU7,PTERAQU3,PTERAQU,,Pteridium aquilinum var. pubescens,5,0,0,,0,0,,,S,14968
PTERIGN,PTERFIL,PTERFIL,PTERFIL,,Pterigynandrum filiforme,9,0,0,,0,0,capillary wing-moss,N,U,20894
ANOMODO,PTERGRA,PTERGRA,PTERGRA,,Pterogonium gracile,9,0,0,,0,0,bird's-foot wing-moss,N,U,20896
PTERIDA,ADIANT,PTERIDA,PTERIDA,,Adiantaceae,5,0,0,,0,0,,,S,14706
PTERIDA,PTERIDA,PTERIDA,PTERIDA,,Pteridaceae,5,0,0,,0,0,,N,U,24635
DENNSTA,PTERIDI,PTERIDI,PTERIDI,,Pteridium sp.,5,0,0,,0,0,,N,U,14969
PTERIGN,PTERIGN,PTERIGN,PTERIGN,,Pterigynandraceae,9,0,0,,0,0,,N,U,20893
PTERIGN,PTERIGY,PTERIGY,PTERIGY,,Pterigynandrum sp.,9,0,0,,0,0,wing-moss,N,U,20895
POTTIAC,PTERKOZ,PTERKOZ,PTERKOZ,,Pterygoneurum kozlovii,9,0,0,,0,0,,N,U,20898
POTTIAC,PTERLAM,PTERLAM,PTERLAM,,Pterygoneurum lamellatum,9,0,0,,0,0,,N,U,20899
ANOMODO,PTEROGO,PTEROGO,PTEROGO,,Pterogonium sp.,9,0,0,,0,0,,N,U,20897
MONOTRP,PTEROSP,PTEROSP,PTEROSP,,Pterospora sp.,8,0,2,2,2,0,pinedrops,N,U,19943
POTTIAC,PTEROVA,PTEROVA,PTEROVA,,Pterygoneurum ovatum,9,0,0,,0,0,,N,U,20900
POTTIAC,PTERSUB,PTERSUB,PTERSUB,,Pterygoneurum subsessile,9,0,0,,0,0,woolly caterpillar moss,N,U,20902
POTTIAC,PTERSUB1,PTERSUB,PTERSUB,,Pterygoneurum subsessile var. henricii,9,0,0,,0,0,,,S,20903
POTTIAC,PTERSUB2,PTERSUB,PTERSUB,,Pterygoneurum subsessile var. kieneri,9,0,0,,0,0,,,S,20904
POTTIAC,PTERYGO,PTERYGO,PTERYGO,,Pterygoneurum sp.,9,0,0,,0,0,salty-soil moss,N,U,20901
PTILIDA,PTILCAL,PTILCAL,PTILCAL,,Ptilidium californicum,10,0,0,,0,0,,N,U,21934
PTILIDA,PTILCIL,PTILCIL,PTILCIL,,Ptilidium ciliare,10,0,0,,0,0,northern naugahyde liverwort,N,U,21935
HYPNACE,PTILCRI,PTILCRI,PTILCRI,,Ptilium crista-castrensis,9,3,0,,1,1,knight's plume,N,U,20905
PTILIDA,PTILIDA,PTILIDA,PTILIDA,,Ptilidiaceae,10,0,0,,0,0,,N,U,21933
PTILIDA,PTILIDI,PTILIDI,PTILIDI,,Ptilidium sp.,10,0,0,,0,0,,N,U,21937
HYPNACE,PTILIUM,PTILIUM,PTILIUM,,Ptilium sp.,9,0,0,,0,0,,N,U,20906
PTILIDA,PTILPUL,PTILPUL,PTILPUL,,Ptilidium pulcherrimum,10,0,0,,0,0,western naugahyde liverwort,N,U,21936
PTYCHOI,PTYCGAR,PTYCGAR,PTYCGAR,,Ptychomitrium gardneri,9,0,0,,0,0,,N,U,20908
LEJEUNA,PTYCHET,PTYCHET,PTYCHET,,Ptychocoleus heterophyllus,10,0,0,,0,0,,N,U,21938
LEJEUNA,PTYCHOC,PTYCHOC,PTYCHOC,,Ptychocoleus sp.,10,0,0,,0,0,,N,U,21939
PTYCHOI,PTYCHOI,PTYCHOI,PTYCHOI,,Ptychomitriaceae,9,0,0,,0,0,,N,U,20907
PTYCHOI,PTYCHOM,PTYCHOM,PTYCHOM,,Ptychomitrium sp.,9,0,0,,0,0,fringe-moss,N,U,20909
POACEAE,PUCCDIS,PUCCDIS,PUCCDIS,,Puccinellia distans,6,0,0,,0,0,weeping alkaligrass,E,U,16084
POACEAE,PUCCINE,PUCCINE,PUCCINE,,Puccinellia sp.,6,0,0,,0,0,,N,U,16092
POACEAE,PUCCAGR,PUCCNUA,PUCCNUA,,Puccinellia agrostidea,6,0,0,,0,0,,,S,16080
POACEAE,PUCCAIR,PUCCNUA,PUCCNUA,,Puccinellia airoides,6,0,0,,0,0,,,S,16081
POACEAE,PUCCBOR,PUCCNUA,PUCCNUA,,Puccinellia borealis,6,0,0,,0,0,,,S,16082
POACEAE,PUCCDES,PUCCNUA,PUCCNUA,,Puccinellia deschampsioides,6,0,0,,0,0,,,S,16083
POACEAE,PUCCINT,PUCCNUA,PUCCNUA,,Puccinellia interior,6,0,0,,0,0,,,S,16086
POACEAE,PUCCNUA,PUCCNUA,PUCCNUA,,Puccinellia nuttalliana,6,0,0,,0,0,Nuttall's alkaligrass,N,U,16089
POACEAE,PUCCGRA,PUCCNUT,PUCCNUT,,Puccinellia grandis,6,0,0,,0,0,,,S,16085
POACEAE,PUCCLUC,PUCCNUT,PUCCNUT,,Puccinellia lucida,6,0,0,,0,0,,,S,16087
POACEAE,PUCCNUT,PUCCNUT,PUCCNUT,,Puccinellia nutkaensis,6,0,0,6,0,0,Pacific alkaligrass,N,U,16088
POACEAE,PUCCPUM,PUCCPUM,PUCCPUM,,Puccinellia pumila,6,0,0,,0,0,dwarf alkaligrass,N,U,16091
NOTUSED,PUNCSTI,PUNCSTI,PUNCSTI,,Punctelia stictica,11,0,0,,0,0,seaside speckleback,N,U,23530
NOTUSED,PARMSUU,PUNCSUR,PUNCSUR,,Parmelia subrudecta,11,0,0,,0,0,,,S,23279
NOTUSED,PUNCSUR,PUNCSUR,PUNCSUR,,Punctelia subrudecta,11,0,0,,0,0,forest speckleback,N,U,23531
NOTUSED,PUNCTEL,PUNCTEL,PUNCTEL,,Punctelia sp.,11,0,0,,0,0,speckleback lichens,N,U,23529
ROSACEA,PURSHIA,PURSHIA,PURSHIA,,Purshia sp.,4,0,0,,0,0,,N,U,14510
ROSACEA,PURSTRI,PURSTRI,PURSTRI,,Purshia tridentata,4,0,0,,0,0,antelope-brush,N,U,14511
HYPNACE,PYLAINT,PYLAINT,PYLAINT,,Pylaisiella intricata,9,0,0,,0,0,,N,U,20910
HYPNACE,PYLAISI,PYLAISI,PYLAISI,,Pylaisiella sp.,9,0,0,,0,0,tree-moss,N,U,20912
HYPNACE,PYLAPOL,PYLAPOL,PYLAPOL,,Pylaisiella polyantha,9,0,0,,0,0,aspen tree-moss,N,U,20911
ROSACEA,PYRACAN,PYRACAN,PYRACAN,,Pyracantha sp.,4,0,0,,0,0,,E,U,24485
ROSACEA,PYRACOC,PYRACOC,PYRACOC,,Pyracantha coccinea,4,0,0,,0,0,scarlet firethorn,E,U,24484
NOTUSED,ARTHHAL,PYREHAL,PYREHAL,,Arthopyrenia halodytes,11,0,0,,0,0,,,S,22255
NOTUSED,PYREHAL,PYREHAL,PYREHAL,,Pyrenocollema halodytes,11,0,0,,0,0,,N,U,23533
NOTUSED,PYRENOC,PYRENOC,PYRENOC,,Pyrenocollema sp.,11,0,0,,0,0,,N,U,23534
NOTUSED,PYRENUA,PYRENUA,PYRENUA,,Pyrenulaceae,11,0,0,,0,0,,N,U,23538
NOTUSED,MELANOT,PYRENUL,PYRENUL,,Melanotheca sp.,11,0,0,,0,0,,,S,23112
NOTUSED,PARMENT,PYRENUL,PYRENUL,,Parmentaria sp.,11,0,0,,0,0,,,S,23292
NOTUSED,PLEUROT,PYRENUL,PYRENUL,,Pleurotheliopsis sp.,11,0,0,,0,0,,,S,23461
NOTUSED,PYRENAS,PYRENUL,PYRENUL,,Pyrenastrum sp.,11,0,0,,0,0,,,S,23532
NOTUSED,PYRENUL,PYRENUL,PYRENUL,,Pyrenula sp.,11,0,0,,0,0,,N,U,23537
NOTUSED,PYREOCC,PYREOCC,PYREOCC,,Pyrenula occidentalis,11,0,0,,0,0,,N,U,23536
PYROLAC,PYROASA,PYROASA,PYROASA,,Pyrola asarifolia,7,0,3,3,2,0,pink wintergreen,N,U,17922
PYROLAC,PYROASA1,PYROASA,PYROASA,,Pyrola asarifolia var. asarifolia,7,0,0,,0,0,,,S,17923
PYROLAC,PYROASA2,PYROASA,PYROASA,,Pyrola asarifolia var. bracteata,7,0,0,,0,0,,,S,17924
PYROLAC,PYROASA3,PYROASA,PYROASA,,Pyrola asarifolia var. purpurea,7,0,0,,0,0,,,S,17925
PYROLAC,PYROASA4,PYROASA,PYROASA,,Pyrola asarifolia ssp. bracteata,7,0,0,,0,0,,,S,24431
PYROLAC,PYROVIR,PYROCHL,PYROCHL,,Pyrola virens,7,0,0,,0,0,,,S,14026
PYROLAC,PYROCHL,PYROCHL,PYROCHL,,Pyrola chlorantha,7,3,3,3,2,0,green wintergreen,N,U,17926
PYROLAC,PYROELL,PYROELL,PYROELL,,Pyrola elliptica,7,3,0,,2,0,white wintergreen,N,U,14018
PYROLAC,PYROGRA,PYROGRA,PYROGRA,,Pyrola grandiflora,7,0,0,,0,0,arctic wintergreen,N,U,14019
PYROLAC,PYROLA,PYROLA,PYROLA,,Pyrola sp.,7,0,0,,0,0,wintergreen,N,U,14024
PYROLAC,PYROLA,PYROLAC,PYROLAC,,Pyrolaceae,0,0,0,,0,0,,N,U,13667
PYROLAC,PYROMIN,PYROMIN,PYROMIN,,Pyrola minor,7,3,4,4,1,1,lesser wintergreen,N,U,14020
PYROLAC,PYROPIC,PYROPIC,PYROPIC,,Pyrola picta,7,5,2,2,2,0,white-veined wintergreen,N,U,14021
PYROLAC,PYROPIC1,PYROPIC,PYROPIC,,Pyrola picta ssp. dentata,7,0,0,,0,0,,,S,14022
PYROLAC,PYROAPH,PYROPIC,PYROPIC,,Pyrola aphylla,7,0,0,,0,0,,,S,17921
PYROLAC,PYRODEN,PYROPIC,PYROPIC,,Pyrola dentata,7,5,2,2,2,0,,,S,17927
ASTERAC,HAPLCAR,PYRRCAR,PYRRCAR,,Haplopappus carthamoides,7,0,0,,0,0,,,S,14001
ASTERAC,HAPLCAR2,PYRRCAR1,PYRRCAR,,Haplopappus carthamoides ssp. carthamoides,7,0,0,,0,0,,,S,14002
ASTERAC,PYRRCAR,PYRRCAR,PYRRCAR,,Pyrrocoma carthamoides,7,,,,,,Columbian goldenweed,N,U,14027
ASTERAC,PYRRCAR1,PYRRCAR1,PYRRCAR,,Pyrrocoma carthamoides var. carthamoides,7,0,0,,0,0,Columbian goldenweed,N,U,14028
NOTUSED,LECICIA,PYRRCIN,PYRRCIN,,Lecidea cinnabarina,11,0,0,,0,0,,,S,22930
NOTUSED,PYRRCIN,PYRRCIN,PYRRCIN,,Pyrrhospora cinnabarina,11,0,0,,0,0,,N,U,23539
NOTUSED,LECIELA,PYRRELA,PYRRELA,,Lecidea elabens,11,0,0,,0,0,,,S,22935
NOTUSED,PYRRELA,PYRRELA,PYRRELA,,Pyrrhospora elabens,11,0,0,,0,0,,N,U,23540
NOTUSED,PYRRHOS,PYRRHOS,PYRRHOS,,Pyrrhospora sp.,11,0,0,,0,0,,N,U,23543
ASTERAC,PYRROCO,PYRROCO,PYRROCO,,Pyrrocoma sp.,7,,,,,,,N,U,14029
NOTUSED,PROTQUE,PYRRQUE,PYRRQUE,,Protoblastenia quernea,11,0,0,,0,0,,,S,23492
NOTUSED,PYRRQUE,PYRRQUE,PYRRQUE,,Pyrrhospora quernea,11,0,0,,0,0,,N,U,23541
NOTUSED,LECIRUU,PYRRRUS,PYRRRUS,,Lecidea russula,11,0,0,,0,0,,,S,22962
NOTUSED,PYRRRUS,PYRRRUS,PYRRRUS,,Pyrrhospora russula,11,0,0,,0,0,,N,U,23542
NOTUSED,PYRRSUB,PYRRSUB,PYRRSUB,,Pyrrhospora subcinnabarina,11,0,0,,0,0,,N,U,23544
NOTUSED,LECIVAR,PYRRVAR,PYRRVAR,,Lecidea varians,11,0,0,,0,0,,,S,22972
NOTUSED,PYRRVAR,PYRRVAR,PYRRVAR,,Pyrrhospora varians,11,0,0,,0,0,,N,U,23545
ROSACEA,PYRUCOM,PYRUCOM,PYRUCOM,Of,Pyrus communis,2,0,0,,0,0,common pear,E,U,13817
ROSACEA,PYRUS,PYRUS,PYRUS,,Pyrus sp.,2,0,0,,0,0,pear,E,U,13821
FAGACEA,QUERALB,QUERALB,QUERALB,Qw,Quercus alba,2,0,0,,0,0,white oak,E,U,24591
FAGACEA,QUERCUS,QUERCUS,QUERCUS,Q,Quercus sp.,2,0,0,,0,0,oak,N,U,13824
FAGACEA,QUERGAR,QUERGAR,QUERGAR,Qg,Quercus garryana,2,4,2,2,0,0,Garry oak,N,U,13822
FAGACEA,QUERROB,QUERROB,QUERROB,Qe,Quercus robur,2,0,0,,0,0,English oak,E,U,13823
GRIMMIC,RACOACI,RACOACI,RACOACI,,Racomitrium aciculare,9,0,0,,0,0,black-tufted rock-moss,N,U,20913
GRIMMIC,RHACACI,RACOACI,RACOACI,,Rhacomitrium aciculare,9,0,0,,0,0,,,S,20914
GRIMMIC,RACOHET1,RACOAFF,RACOAFF,,Racomitrium heterostichum var. affine,9,0,0,,0,0,,,S,14198
GRIMMIC,RACOAFF,RACOAFF,RACOAFF,,Racomitrium affine,9,0,0,,0,0,lesser fringe-moss,N,U,20915
GRIMMIC,RHACAFF,RACOAFF,RACOAFF,,Rhacomitrium affine,9,0,0,,0,0,,,S,20944
GRIMMIC,RACOAQU,RACOAQU,RACOAQU,,Racomitrium aquaticum,9,0,0,,0,0,narrow-leaved rock-moss,N,U,20916
GRIMMIC,RHACAQU,RACOAQU,RACOAQU,,Rhacomitrium aquaticum,9,0,0,,0,0,,,S,20945
GRIMMIC,RACOBRV,RACOBRV,RACOBRV,,Racomitrium brevipes,9,0,0,,0,0,,N,U,20917
GRIMMIC,RACOCAN,RACOCAN,RACOCAN,,Racomitrium canescens,9,0,0,,0,0,grey rock-moss,N,U,20918
GRIMMIC,RACOCAN1,RACOCAN1,RACOCAN,,Racomitrium canescens ssp. canescens,9,0,0,,0,0,grey rock-moss,N,U,20919
GRIMMIC,RACOCAN2,RACOCAN2,RACOCAN,,Racomitrium canescens ssp. latifolium,9,0,0,,0,0,,N,U,20920
GRIMMIC,RHACCAN,RACOCAN,RACOCAN,,Rhacomitrium canescens,9,0,0,,0,0,,,S,20946
NOTUSED,RACODIU,RACODIU,RACODIU,,Racodium sp.,11,0,0,,0,0,rockhair lichens,N,U,23547
GRIMMIC,RACOELO,RACOELO,RACOELO,,Racomitrium elongatum,9,0,0,,0,0,long rock-moss,N,U,20921
GRIMMIC,RHACELO,RACOELO,RACOELO,,Rhacomitrium elongatum,9,0,0,,0,0,,,S,20947
GRIMMIC,RACOERI,RACOERI,RACOERI,,Racomitrium ericoides,9,0,0,,0,0,shaggy rock-moss,N,U,20922
GRIMMIC,RHACERI,RACOERI,RACOERI,,Rhacomitrium ericoides,9,0,0,,0,0,,,S,20948
GRIMMIC,RACOFAS,RACOFAS,RACOFAS,,Racomitrium fasciculare,9,0,0,,0,0,wet rock-moss,N,U,20923
GRIMMIC,RHACFAS,RACOFAS,RACOFAS,,Rhacomitrium fasciculare,9,0,0,,0,0,,,S,20949
GRIMMIC,RACOHET,RACOHET,RACOHET,,Racomitrium heterostichum,9,0,0,,0,0,yellow-green rock-moss,N,U,20924
GRIMMIC,RHACHET,RACOHET,RACOHET,,Rhacomitrium heterostichum,9,0,0,,0,0,,,S,20950
GRIMMIC,RACOHET3,RACOHET,RACOHET,,Racomitrium heterostichum var. heterostichum,9,0,0,,0,0,,,S,24819
GRIMMIC,RACOLAN,RACOLAN,RACOLAN,,Racomitrium lanuginosum,9,0,0,,0,0,hoary rock-moss,N,U,20929
GRIMMIC,RHACLAN,RACOLAN,RACOLAN,,Rhacomitrium lanuginosum,9,0,0,,0,0,,,S,20951
GRIMMIC,RACOLAW,RACOLAW,RACOLAW,,Racomitrium lawtonae,9,0,0,,0,0,,N,U,20930
GRIMMIC,RHACLAW,RACOLAW,RACOLAW,,Rhacomitrium lawtonae,9,0,0,,0,0,,,S,20952
GRIMMIC,RACOSUD1,RACOMAC,RACOMAC,,Racomitrium sudeticum f. macounii,9,0,0,,0,0,,,S,19217
GRIMMIC,RHACHET3,RACOMAC,RACOMAC,,Rhacomitrium heterostichum var. macounii,9,0,0,,0,0,,,S,20925
GRIMMIC,RACOMAC,RACOMAC,RACOMAC,,Racomitrium macounii,9,0,0,,0,0,Macoun's rock-moss,N,U,20931
GRIMMIC,RHACSUD1,RACOMAC,RACOMAC,,Rhacomitrium sudeticum f. macounii,9,0,0,,0,0,,,S,20940
GRIMMIC,RHACMAC,RACOMAC,RACOMAC,,Rhacomitrium macounii,9,0,0,,0,0,,,S,24134
GRIMMIC,RHACHET4,RACOMIC,RACOMIC,,Rhacomitrium heterostichum var. microcarpon,9,0,0,,0,0,,,S,20926
GRIMMIC,RACOMIC,RACOMIC,RACOMIC,,Racomitrium microcarpon,9,0,0,,0,0,,N,U,20932
GRIMMIC,RHACMIC,RACOMIC,RACOMIC,,Rhacomitrium microcarpon,9,0,0,,0,0,,,S,20953
GRIMMIC,RACOHET2,RACOMIC,RACOMIC,,Racomitrium heterostichum var. microcarpon,9,0,0,,0,0,,,S,24817
GRIMMIC,RACOMIT,RACOMIT,RACOMIT,,Racomitrium sp.,9,0,0,,0,0,rock-moss,N,U,20938
GRIMMIC,RHACMIT,RACOMIT,RACOMIT,,Rhacomitrium sp.,9,0,0,,0,0,,,S,20957
GRIMMIC,RACOMUT,RACOMUT,RACOMUT,,Racomitrium muticum,9,0,0,,0,0,,N,U,20933
GRIMMIC,RHACMUT,RACOMUT,RACOMUT,,Rhacomitrium muticum,9,0,0,,0,0,,,S,20954
GRIMMIC,RACOOBE,RACOOBE,RACOOBE,,Racomitrium obesum,9,0,0,,0,0,,N,U,20934
GRIMMIC,RHACHET5,RACOOCC,RACOOCC,,Rhacomitrium heterostichum var. occidentale,9,0,0,,0,0,,,S,20927
GRIMMIC,RACOOCC,RACOOCC,RACOOCC,,Racomitrium occidentale,9,0,0,,0,0,,N,U,20935
GRIMMIC,RHACOCC,RACOOCC,RACOOCC,,Rhacomitrium occidentale,9,0,0,,0,0,,,S,20955
GRIMMIC,RACOPAC,RACOPAC,RACOPAC,,Racomitrium pacificum,9,0,0,,0,0,,N,U,20936
GRIMMIC,RACOPAN,RACOPAN,RACOPAN,,Racomitrium panschii,9,0,0,,0,0,,N,U,14199
GRIMMIC,RACOPYG,RACOPYG,RACOPYG,,Racomitrium pygmaeum,9,0,0,,0,0,,N,U,20937
GRIMMIC,RHACPYG,RACOPYG,RACOPYG,,Rhacomitrium pygmaeum,9,0,0,,0,0,,,S,20956
NOTUSED,RACORUP,RACORUP,RACORUP,,Racodium rupestre,11,0,0,,0,0,the rockhair,N,U,23546
GRIMMIC,RHACHET6,RACOSUD,RACOSUD,,Rhacomitrium heterostichum var. sudeticum,9,0,0,,0,0,,,S,20928
GRIMMIC,RACOSUD,RACOSUD,RACOSUD,,Racomitrium sudeticum,9,0,0,,0,0,,N,U,20939
GRIMMIC,RHACSUD,RACOSUD,RACOSUD,,Rhacomitrium sudeticum,9,0,0,,0,0,,,S,20958
GRIMMIC,RACOVAR,RACOVAR,RACOVAR,,Racomitrium varium,9,0,0,,0,0,,N,U,20941
GRIMMIC,RHACVAR,RACOVAR,RACOVAR,,Rhacomitrium varium,9,0,0,,0,0,,,S,20959
RADULAC,RADUAUR,RADUAUR,RADUAUR,,Radula auriculata,10,0,0,,0,0,,N,U,21940
RADULAC,RADUAUS,RADUAUS,RADUAUS,,Radula australis,10,0,0,,0,0,,N,U,21941
RADULAC,RADUBOL,RADUBOL,RADUBOL,,Radula bolanderi,10,0,0,,0,0,,N,U,21942
RADULAC,RADUCOM,RADUCOM,RADUCOM,,Radula complanata,10,0,0,,0,0,flat-leaved liverwort,N,U,21943
RADULAC,RADUFLA,RADUFLA,RADUFLA,,Radula flaccida,10,0,0,,0,0,,N,U,21944
RADULAC,RADULA,RADULA,RADULA,,Radula sp.,10,0,0,,0,0,,N,U,21950
RADULAC,RADULAC,RADULAC,RADULAC,,Radulaceae,10,0,0,,0,0,,N,U,21954
RADULAC,RADUMOL,RADUMOL,RADUMOL,,Radula mollis,10,0,0,,0,0,,N,U,21945
RADULAC,RADUOBC,RADUOBC,RADUOBC,,Radula obconica,10,0,0,,0,0,,N,U,21946
RADULAC,RADUOBT,RADUOBT,RADUOBT,,Radula obtusiloba,10,0,0,,0,0,,N,U,21947
RADULAC,RADUOBT1,RADUOBT1,RADUOBT,,Radula obtusiloba ssp. polyclada,10,0,0,,0,0,,N,U,21948
RADULAC,RADUPRO,RADUPRO,RADUPRO,,Radula prolifera,10,0,0,,0,0,,N,U,21949
RADULAC,RADUSUL,RADUSUL,RADUSUL,,Radula sullivantii,10,0,0,,0,0,,N,U,21951
RADULAC,RADUTEN,RADUTEN,RADUTEN,,Radula tenax,10,0,0,,0,0,,N,U,21952
RADULAC,RADUVOL,RADUVOL,RADUVOL,,Radula voluta,10,0,0,,0,0,,N,U,21953
NOTUSED,RAMADIL,RAMADIL,RAMADIL,,Ramalina dilacerata,11,0,0,,0,0,punctured bush,N,U,23548
NOTUSED,RAMAMIN,RAMADIL,RAMADIL,,Ramalina minuscula,11,0,0,,0,0,,,S,23551
NOTUSED,RAMAFAR,RAMAFAR,RAMAFAR,,Ramalina farinacea,11,0,0,,0,0,the dotted line,N,U,23549
NOTUSED,RAMAINT,RAMAINT,RAMAINT,,Ramalina intermedia,11,0,0,,0,0,rock bush,N,U,24552
NOTUSED,RAMALIA,RAMALIA,RAMALIA,,Ramalinaceae,11,0,0,,0,0,,N,U,23559
NOTUSED,RAMALIN,RAMALIN,RAMALIN,,Ramalina sp.,11,0,0,,0,0,bush lichens,N,U,23556
NOTUSED,RAMAMEN,RAMAMEN,RAMAMEN,,Ramalina menziesii,11,0,0,,0,0,the fishnet,N,U,23550
NOTUSED,RAMAOBT,RAMAOBT,RAMAOBT,,Ramalina obtusata,11,0,0,,0,0,hooded bush,N,U,23552
NOTUSED,RAMAPOL,RAMAPOL,RAMAPOL,,Ramalina pollinaria,11,0,0,,0,0,chalk bush,N,U,23553
NOTUSED,RAMAROE,RAMAROE,RAMAROE,,Ramalina roesleri,11,0,0,,0,0,frayed bush,N,U,23554
NOTUSED,RAMASIN,RAMASIN,RAMASIN,,Ramalina sinensis,11,0,0,,0,0,burning bush,N,U,23555
NOTUSED,RAMASUB,RAMASUB,RAMASUB,,Ramalina subleptocarpha,11,0,0,,0,0,slit-rimmed bush,N,U,23557
NOTUSED,RAMATHR,RAMATHR,RAMATHR,,Ramalina thrausta,11,0,0,,0,0,angelhair,N,U,23558
RANUNCL,RANUABO,RANUABO,RANUABO,,Ranunculus abortivus,7,0,0,,0,0,kidney-leaved buttercup,N,U,18822
RANUNCL,RANUABO1,RANUABO,RANUABO,,Ranunculus abortivus var. abortivus,7,0,0,,0,0,,,S,18823
RANUNCL,RANUABO2,RANUABO,RANUABO,,Ranunculus abortivus var. acrolasius,7,0,0,,0,0,,,S,18824
RANUNCL,RANUACR,RANUACR,RANUACR,,Ranunculus acris,7,0,0,,0,0,meadow buttercup,E,U,18825
RANUNCL,RANUACR1,RANUACR,RANUACR,,Ranunculus acris ssp. acris,7,0,0,,0,0,,,S,18826
RANUNCL,RANUALI,RANUALI,RANUALI,,Ranunculus alismifolius,7,0,0,,0,0,water-plantain buttercup,N,U,18828
RANUNCL,RANUALI1,RANUALI1,RANUALI,,Ranunculus alismifolius var. alismifolius,7,0,0,,0,0,water-plantain buttercup,N,U,18829
RANUNCL,RANUAMP,RANUAQU5,RANUAQU,,Ranunculus amphibius,7,0,0,,0,0,,,S,18831
RANUNCL,RANUAQU,RANUAQU,RANUAQU,,Ranunculus aquatilis,7,0,0,7,0,0,white water-buttercup,N,U,18832
RANUNCL,RANUAQU1,RANUAQU5,RANUAQU,,Ranunculus aquatilis var. capillaceus,7,0,0,,0,0,,,S,18833
RANUNCL,RANUAQU2,RANUAQU4,RANUAQU,,Ranunculus aquatilis var. hispidulus,7,0,0,,0,0,,,S,18834
RANUNCL,RANUAQU3,RANUAQU5,RANUAQU,,Ranunculus aquatilis var. subrigidus,7,0,0,,0,0,,,S,18835
RANUNCL,RANUCIR,RANUAQU5,RANUAQU,,Ranunculus circinatus,7,0,0,,0,0,,,S,18840
RANUNCL,RANUCIR1,RANUAQU5,RANUAQU,,Ranunculus circinatus var. subrigidus,7,0,0,,0,0,,,S,18841
RANUNCL,RANUSUB,RANUAQU5,RANUAQU,,Ranunculus subrigidus,7,0,0,,0,0,,,S,18910
RANUNCL,RANUTRI,RANUAQU5,RANUAQU,,Ranunculus trichophyllus,7,0,0,,0,0,,,S,18916
RANUNCL,RANUTRI1,RANUAQU5,RANUAQU,,Ranunculus trichophyllus ssp. eradicatus,7,0,0,,0,0,,,S,18917
RANUNCL,RANUTRI2,RANUAQU5,RANUAQU,,Ranunculus trichophyllus ssp. trichophyllus,7,0,0,,0,0,,,S,18918
RANUNCL,RANUTRI3,RANUAQU4,RANUAQU,,Ranunculus trichophyllus var. hispidulus,7,0,0,,0,0,,,S,18919
