FamilyCode,OldCode,Code,SplCode,TreeCode,ScientificName,Lifeform,Climate,Est_ASMR,NewEst_ASMR,Est_SNR,GSM,EnglishName,Native,Codetype,ID
NOTUSED,CAVERNU,CAVERNU,CAVERNU,,Cavernularia sp.,11,0,0,,0,0,pit lichens,N,U,22451
RHAMNAC,CEANOTH,CEANOTH,CEANOTH,,Ceanothus sp.,0,0,0,2,0,0,,N,U,13649
RHAMNAC,CEANSAN,CEANSAN,CEANSAN,,Ceanothus sanguineus,4,0,2,2,2,0,redstem ceanothus,N,U,14425
RHAMNAC,CEANVEL,CEANVEL,CEANVEL,,Ceanothus velutinus,3,6,2,2,2,0,snowbrush,N,U,13859
RHAMNAC,CEANVEL1,CEANVEL3,CEANVEL,,Ceanothus velutinus var. laevigatus,3,0,0,,0,0,,,S,13860
RHAMNAC,CEANVEL2,CEANVEL2,CEANVEL,,Ceanothus velutinus var. velutinus,3,0,0,2,0,0,snowbrush,N,U,13861
RHAMNAC,CEANVEL3,CEANVEL3,CEANVEL,,Ceanothus velutinus var. hookeri,3,0,0,2,0,0,snowbrush,N,U,24455
CELASTR,CELAST,CELASTR,CELASTR,,Celastraceae,0,0,0,,0,0,,N,U,13650
POACEAE,CENCHRU,CENCHRU,CENCHRU,,Cenchrus sp.,6,0,0,,0,0,,N,U,15515
POACEAE,CENCLON,CENCLON,CENCLON,,Cenchrus longispinus,6,0,0,,0,0,burgrass,E,U,15514
GENTIAA,CENTAUI,CENTAUI,CENTAUI,,Centaurium sp.,7,0,0,,0,0,,N,U,17058
ASTERAC,CENTAUR,CENTAUR,CENTAUR,,Centaurea sp.,7,0,0,,0,0,,E,U,17052
ASTERAC,CENTCYA,CENTCYA,CENTCYA,,Centaurea cyanus,7,0,0,,0,0,cornflower,E,U,17041
ASTERAC,CENTDIF,CENTDIF,CENTDIF,,Centaurea diffusa,7,0,0,,0,0,diffuse knapweed,E,U,17042
GENTIAA,CENTERY,CENTERY,CENTERY,,Centaurium erythraea,7,0,0,,0,0,common centaury,E,U,17055
GENTIAA,CENTUMB,CENTERY,CENTERY,,Centaurium umbellatum,7,0,0,,0,0,,,S,17059
GENTIAA,CENTEXA,CENTEXA,CENTEXA,,Centaurium exaltatum,7,0,0,,0,0,western centaury,N,U,17056
ASTERAC,CENTJAC,CENTJAC,CENTJAC,,Centaurea jacea,7,0,0,,0,0,brown knapweed,E,U,24091
ASTERAC,CENTMEL,CENTMEL,CENTMEL,,Centaurea melitensis,7,0,0,,0,0,Maltese star-thistle,E,U,17045
ASTERAC,CENTMON,CENTMON,CENTMON,,Centaurea montana,7,0,0,,0,0,mountain bluet,E,U,17046
GENTIAA,CENTCUR,CENTMUH,CENTMUH,,Centaurium curvistamineum,7,0,0,,0,0,,,S,17054
GENTIAA,CENTMUH,CENTMUH,CENTMUH,,Centaurium muehlenbergii,7,0,0,,0,0,Muhlenberg's centaury,N,U,17057
ASTERAC,CENTNIG,CENTNIG,CENTNIG,,Centaurea nigra,7,0,0,,0,0,black knapweed,E,U,24092
ASTERAC,CENTDUB1,CENTNIR,CENTNIR,,Centaurea dubia ssp. vochinensis,7,0,0,,0,0,,,S,17043
ASTERAC,CENTNIR,CENTNIR,CENTNIR,,Centaurea nigrescens,7,0,0,,0,0,short-fringed knapweed,E,U,17047
ASTERAC,CENTVOC,CENTNIR,CENTNIR,,Centaurea vochinensis,7,0,0,,0,0,,,S,17053
ASTERAC,CENTPAN,CENTPAN,CENTPAN,,Centaurea paniculata,7,0,0,,0,0,jersey knapweed,E,U,17048
ASTERAC,CENTSCA,CENTSCA,CENTSCA,,Centaurea scabiosa,7,0,0,,0,0,greater centaurea,E,U,24093
ASTERAC,CENTSOL,CENTSOL,CENTSOL,,Centaurea solstitialis,7,0,0,,0,0,yellow starthistle,E,U,17051
ASTERAC,CENTMAC,CENTSTO1,CENTSTO,,Centaurea maculosa,7,0,0,,0,0,,,S,17044
ASTERAC,CENTBIE,CENTSTO1,CENTSTO,,Centaurea biebersteinii,7,0,0,,0,0,,,S,24020
ASTERAC,CENTSTO,CENTSTO,CENTSTO,,Centaurea stoebe,7,0,0,,0,0,spotted knapweed,E,U,25084
ASTERAC,CENTSTO1,CENTSTO1,CENTSTO,,Centaurea stoebe ssp. micranthos,7,0,0,,0,0,spotted knapweed,E,U,25085
PRIMULC,CENTUNC,CENTUNC,CENTUNC,,Centunculus sp.,7,0,0,,0,0,,N,U,17061
ASTERAC,CENTPRA,CENTXMO,CENTXMO,,Centaurea x pratensis,7,0,0,,0,0,,,S,17049
ASTERAC,CENTDEB,CENTXMO,CENTXMO,,Centaurea debeauxii,7,0,0,,0,0,meadow knapweed,,S,24021
ASTERAC,CENTXMO,CENTXMO,CENTXMO,,Centaurea x moncktonii,7,0,0,,0,0,meadow knapweed,E,U,24895
CEPHALI,CEPHAFF,CEPHAFF,CEPHAFF,,Cephalozia affinis,10,0,4,4,1,1,,N,U,21340
ORCHIDA,CEPHALA,CEPHALA,CEPHALA,,Cephalanthera sp.,7,0,0,,0,0,,N,U,17063
CEPHALE,CEPHALE,CEPHALE,CEPHALE,,Cephaloziellaceae,10,0,0,,0,0,,N,U,21400
CEPHALI,CEPHALI,CEPHALI,CEPHALI,,Cephaloziaceae,10,0,0,,0,0,,N,U,21364
CEPHALI,CEPHALO,CEPHALO,CEPHALO,,Cephalozia sp.,10,0,0,,0,0,,N,U,21363
CEPHALE,CEPHALZ,CEPHALZ,CEPHALZ,,Cephaloziella sp.,10,0,0,,0,0,,N,U,21393
CEPHALE,CEPHARC,CEPHARC,CEPHARC,,Cephaloziella arctica,10,0,0,,0,0,,N,U,21365
CEPHALE,CEPHARC1,CEPHARC1,CEPHARC,,Cephaloziella arctica var. alpina,10,0,0,,0,0,,N,U,21366
CEPHALE,CEPHARC2,CEPHARC2,CEPHARC,,Cephaloziella arctica var. arctica,10,0,0,,0,0,,N,U,21367
ORCHIDA,CEPHAUS,CEPHAUS,CEPHAUS,,Cephalanthera austiniae,7,0,0,,0,0,phantom orchid,N,U,17062
ORCHIDA,EBURAUS,CEPHAUS,CEPHAUS,,Eburophyton austiniae,7,0,0,,0,0,,,S,17460
CEPHALI,CEPHBIC,CEPHBIC,CEPHBIC,,Cephalozia bicuspidata,10,0,0,,0,0,slender two-toothed liverwort,N,U,21341
CEPHALI,CEPHBIC1,CEPHBIC1,CEPHBIC,,Cephalozia bicuspidata ssp. ambigua,10,0,0,,0,0,slender two-toothed liverwort,N,U,21342
CEPHALI,CEPHBIC2,CEPHBIC2,CEPHBIC,,Cephalozia bicuspidata ssp. bicuspidata,10,0,0,,0,0,slender two-toothed liverwort,N,U,21343
CEPHALI,CEPHBIC3,CEPHBIC3,CEPHBIC,,Cephalozia bicuspidata ssp. lammersiana,10,0,0,,0,0,slender two-toothed liverwort,N,U,21344
CEPHALI,CEPHBIC4,CEPHBIC4,CEPHBIC,,Cephalozia bicuspidata ssp. otaruensis,10,0,0,,0,0,slender two-toothed liverwort,N,U,21345
CEPHALE,CEPHBIL,CEPHBIL,CEPHBIL,,Cephaloziella biloba,10,0,0,,0,0,,N,U,21368
CEPHALE,CEPHBRI,CEPHBRI,CEPHBRI,,Cephaloziella brinkmani,10,0,0,,0,0,,N,U,21369
CEPHALI,CEPHCAT,CEPHCAT,CEPHCAT,,Cephalozia catenulata,10,0,0,,0,0,,N,U,21346
CEPHALI,CEPHCON,CEPHCON,CEPHCON,,Cephalozia connivens,10,0,5,5,1,1,,N,U,21347
CEPHALI,CEPHCON1,CEPHCON1,CEPHCON,,Cephalozia connivens var. bifida,10,0,0,,0,0,,N,U,21348
CEPHALI,CEPHCON2,CEPHCON2,CEPHCON,,Cephalozia connivens var. compacta,10,0,0,,0,0,,N,U,21349
CEPHALI,CEPHCON3,CEPHCON3,CEPHCON,,Cephalozia connivens var. connivens,10,0,0,,0,0,,N,U,21350
CEPHALE,CEPHDEN,CEPHDEN,CEPHDEN,,Cephaloziella dentata,10,0,0,,0,0,,N,U,21370
CEPHALE,CEPHDIV,CEPHDIV,CEPHDIV,,Cephaloziella divaricata,10,0,4,4,1,1,,N,U,21371
CEPHALE,CEPHDIV1,CEPHDIV1,CEPHDIV,,Cephaloziella divaricata var. divaricata,10,0,0,,0,0,,N,U,21372
CEPHALE,CEPHDIV2,CEPHDIV2,CEPHDIV,,Cephaloziella divaricata var. scabra,10,0,0,,0,0,,N,U,21373
CEPHALE,CEPHELA,CEPHELA,CEPHELA,,Cephaloziella elachista,10,0,0,,0,0,,N,U,21374
CEPHALE,CEPHGRA,CEPHGRA,CEPHGRA,,Cephaloziella gracillima,10,0,0,,0,0,,N,U,21375
CEPHALE,CEPHGRI,CEPHGRI,CEPHGRI,,Cephaloziella grimsulana,10,0,0,,0,0,,N,U,21376
CEPHALE,CEPHGRI1,CEPHGRI1,CEPHGRI,,Cephaloziella grimsulana var. angustiloba,10,0,0,,0,0,,N,U,21377
CEPHALE,CEPHGRI2,CEPHGRI2,CEPHGRI,,Cephaloziella grimsulana var. grimsulana,10,0,0,,0,0,,N,U,21378
CEPHALE,CEPHHAM,CEPHHAM,CEPHHAM,,Cephaloziella hampeana,10,0,0,,0,0,,N,U,21379
CEPHALE,CEPHHYA,CEPHHYA,CEPHHYA,,Cephaloziella hyalina,10,0,0,,0,0,,N,U,21380
CEPHALE,CEPHINT,CEPHINT,CEPHINT,,Cephaloziella integerrima,10,0,0,,0,0,,N,U,21381
CEPHALI,CEPHLAC,CEPHLAC,CEPHLAC,,Cephalozia lacinulata,10,0,0,,0,0,,N,U,21351
CEPHALI,CEPHLEU,CEPHLEU,CEPHLEU,,Cephalozia leucantha,10,0,3,3,1,1,,N,U,21352
CEPHALI,CEPHLOI,CEPHLOI,CEPHLOI,,Cephalozia loitlesbergeri,10,0,0,,0,0,,N,U,21353
CEPHALI,CEPHLUN,CEPHLUN,CEPHLUN,,Cephalozia lunulifolia,10,0,4,4,1,1,,N,U,21354
CEPHALI,CEPHMAC,CEPHMAC,CEPHMAC,,Cephalozia macounii,10,0,4,4,1,1,,N,U,21355
CEPHALI,CEPHMAR,CEPHMAR,CEPHMAR,,Cephalozia macrostachya,10,0,0,,0,0,,N,U,21356
CEPHALI,CEPHMAR1,CEPHMAR1,CEPHMAR,,Cephalozia macrostachya ssp. australis,10,0,0,,0,0,,N,U,21357
CEPHALI,CEPHMAR2,CEPHMAR2,CEPHMAR,,Cephalozia macrostachya ssp. macrostachya,10,0,0,,0,0,,N,U,21358
CEPHALE,CEPHMAS,CEPHMAS,CEPHMAS,,Cephaloziella massalongi,10,0,0,,0,0,,N,U,21382
CEPHALE,CEPHMIN,CEPHMIN,CEPHMIN,,Cephaloziella minima,10,0,0,,0,0,,N,U,21383
CEPHALE,CEPHPAT,CEPHPAT,CEPHPAT,,Cephaloziella patulifolia,10,0,0,,0,0,,N,U,21384
CEPHALE,CEPHPHY,CEPHPHY,CEPHPHY,,Cephaloziella phyllacantha,10,0,0,,0,0,,N,U,21385
CEPHALI,CEPHPLE,CEPHPLE,CEPHPLE,,Cephalozia pleniceps,10,0,0,6,0,0,,N,U,21359
CEPHALI,CEPHPLE1,CEPHPLE1,CEPHPLE,,Cephalozia pleniceps var. caroliniana,10,0,0,,0,0,,N,U,21360
CEPHALI,CEPHPLE2,CEPHPLE2,CEPHPLE,,Cephalozia pleniceps var. pleniceps,10,0,0,,0,0,,N,U,21361
CEPHALI,CEPHPLE3,CEPHPLE3,CEPHPLE,,Cephalozia pleniceps var. sphagnorum,10,0,0,,0,0,,N,U,21362
CEPHALE,CEPHRAP,CEPHRAP,CEPHRAP,,Cephaloziella rappii,10,0,0,,0,0,,N,U,21386
CEPHALE,CEPHRUB,CEPHRUB,CEPHRUB,,Cephaloziella rubella,10,0,0,,0,0,,N,U,21387
CEPHALE,CEPHRUB1,CEPHRUB1,CEPHRUB,,Cephaloziella rubella var. arctogena,10,0,0,,0,0,,N,U,21388
CEPHALE,CEPHRUB2,CEPHRUB2,CEPHRUB,,Cephaloziella rubella var. bifida,10,0,0,,0,0,,N,U,21389
CEPHALE,CEPHRUB3,CEPHRUB3,CEPHRUB,,Cephaloziella rubella var. elegans,10,0,0,,0,0,,N,U,21390
CEPHALE,CEPHRUB4,CEPHRUB4,CEPHRUB,,Cephaloziella rubella var. rubella,10,0,0,,0,0,,N,U,21391
CEPHALE,CEPHRUB5,CEPHRUB5,CEPHRUB,,Cephaloziella rubella var. sullivantii,10,0,0,,0,0,,N,U,21392
CEPHALE,CEPHSPI,CEPHSPI,CEPHSPI,,Cephaloziella spinicaulis,10,0,0,,0,0,,N,U,21394
CEPHALE,CEPHSUB,CEPHSUB,CEPHSUB,,Cephaloziella subdentata,10,0,0,,0,0,,N,U,21395
CEPHALE,CEPHTUR,CEPHTUR,CEPHTUR,,Cephaloziella turneri,10,0,0,,0,0,,N,U,21396
CEPHALE,CEPHUNC,CEPHUNC,CEPHUNC,,Cephaloziella uncinata,10,0,0,,0,0,,N,U,21397
CEPHALE,CEPHUNC1,CEPHUNC1,CEPHUNC,,Cephaloziella uncinata var. sphagnicola,10,0,0,,0,0,,N,U,21398
CEPHALE,CEPHUNC2,CEPHUNC2,CEPHUNC,,Cephaloziella uncinata var. uncinata,10,0,0,,0,0,,N,U,21399
CARYOPH,CERAARV,CERAARV,CERAARV,,Cerastium arvense,7,0,2,2,2,3,field chickweed,N,U,17064
CARYOPH,CERABEE,CERABEE,CERABEE,,Cerastium beeringianum,7,0,0,,0,0,Bering chickweed,N,U,17065
CARYOPH,CERABEE1,CERABEE1,CERABEE,,Cerastium beeringianum ssp. beeringianum,7,0,0,,0,0,Bering chickweed,N,U,17066
CARYOPH,CERABEE2,CERABEE2,CERABEE,,Cerastium beeringianum ssp. earlei,7,0,0,,0,0,Bering chickweed,N,U,17067
CARYOPH,CERABEE3,CERABEE2,CERABEE,,Cerastium beeringianum var. capillare,7,0,0,,0,0,,,S,17068
LEJEUNA,CERACON,CERACON,CERACON,,Ceratolejeunea confusa,10,0,0,,0,0,,N,U,21401
LEJEUNA,CERACUB,CERACUB,CERACUB,,Ceratolejeunea cubensis,10,0,0,,0,0,,N,U,21402
CERATOH,CERADEM,CERADEM,CERADEM,,Ceratophyllum demersum,7,0,6,7,0,5,common hornwort,N,U,17081
CERATOH,CERAECH,CERAECH,CERAECH,,Ceratophyllum echinatum,7,0,0,7,0,0,spring hornwort,N,U,17082
CARYOPH,CERAFIS,CERAFIS,CERAFIS,,Cerastium fischerianum,7,0,0,,0,0,Fischer's chickweed,N,U,17069
CARYOPH,CERAFON,CERAFON,CERAFON,,Cerastium fontanum,7,0,3,3,0,3,mouse-ear chickweed,E,U,17070
CARYOPH,CERAFON1,CERAFON1,CERAFON,,Cerastium fontanum ssp. triviale,7,0,0,,0,0,mouse-ear chickweed,E,U,17071
CARYOPH,CERAVUL,CERAFON1,CERAFON,,Cerastium vulgatum,7,0,0,,0,0,,,S,17078
CARYOPH,CERAGLO,CERAGLO,CERAGLO,,Cerastium glomeratum,7,0,0,,0,0,sticky chickweed,E,U,17072
CARYOPH,CERAVIS,CERAGLO,CERAGLO,,Cerastium viscosum,7,0,0,,0,0,,,S,17077
LEJEUNA,CERALAE,CERALAE,CERALAE,,Ceratolejeunea laetefusca,10,0,0,,0,0,,N,U,21403
CARYOPH,CERANUT,CERANUT,CERANUT,,Cerastium nutans,7,0,0,,0,0,nodding chickweed,N,U,17073
CARYOPH,CERAPUM,CERAPUM,CERAPUM,,Cerastium pumilum,7,0,0,,0,0,dwarf mouse-ear,E,U,14224
DITRICA,CERAPUR,CERAPUR,CERAPUR,,Ceratodon purpureus,9,0,0,,0,0,fire-moss,N,U,19566
DITRICA,CERAPUR1,CERAPUR3,CERAPUR,,Ceratodon purpureus var. conicus,9,0,0,,0,0,,,S,19567
DITRICA,CERAPUR2,CERAPUR3,CERAPUR,,Ceratodon purpureus var. dimorphus,9,0,0,,0,0,,,S,19568
DITRICA,CERAPUR3,CERAPUR3,CERAPUR,,Ceratodon purpureus var. purpureus,9,0,0,,0,0,fire-moss,N,U,19569
DITRICA,CERAPUR4,CERAPUR3,CERAPUR,,Ceratodon purpureus var. xanthopus,9,0,0,,0,0,,,S,19570
DITRICA,CERAPUR5,CERAPUR5,CERAPUR,,Ceratodon purpureus var. rotundifolius,9,0,0,,0,0,,N,U,24374
LEJEUNA,CERARUB,CERARUB,CERARUB,,Ceratolejeunea rubiginosa,10,0,0,,0,0,,N,U,21404
CARYOPH,CERASEM,CERASEM,CERASEM,,Cerastium semidecandrum,7,0,0,,0,0,little chickweed,E,U,17074
CARYOPH,CERASTI,CERASTI,CERASTI,,Cerastium sp.,7,0,0,,0,0,,N,U,17075
DITRICA,CERATOD,CERATOD,CERATOD,,Ceratodon sp.,9,0,0,,0,0,,N,U,19571
CERATOH,CERATO,CERATOH,CERATOH,,Ceratophyllaceae,7,0,0,,0,0,,N,U,17080
LEJEUNA,CERATOL,CERATOL,CERATOL,,Ceratolejeunea sp.,10,0,0,,0,0,,N,U,21405
CARYOPH,CERATOM,CERATOM,CERATOM,,Cerastium tomentosum,7,0,0,,0,0,snow-in-summer,E,U,17076
CERATOH,CERATOP,CERATOP,CERATOP,,Ceratophyllum sp.,7,0,0,,0,0,,N,U,17083
NOTUSED,MELAAGN,CETRAGN,CETRAGN,,Melanelia agnata,11,0,0,,0,0,,,S,23091
NOTUSED,CETRAGN,CETRAGN,CETRAGN,,Cetraria agnata,11,0,0,,0,0,leather brown,N,U,24585
NOTUSED,CETRARE,CETRARE,CETRARE,,Cetrariella sp.,11,0,0,,0,0,,N,U,22483
NOTUSED,CETRARI,CETRARI,CETRARI,,Cetraria sp.,11,0,0,,0,0,icelandmoss lichens,N,U,22479
NOTUSED,CETRCAL,CETRCAL,CETRCAL,,Cetraria californica,11,0,0,,0,0,seaside thornbush,N,U,22453
NOTUSED,CORNCAL,CETRCAL,CETRCAL,,Cornicularia californica,11,0,0,,0,0,,,S,22672
NOTUSED,KAERCAL,CETRCAL,CETRCAL,,Kaernefeltia californica,11,0,0,,0,0,,,S,22873
NOTUSED,CETRCET,CETRCET,CETRCET,,Cetrelia cetrarioides,11,0,0,,0,0,speckled rag,N,U,22484
NOTUSED,CETRCHL,CETRCHL,CETRCHL,,Cetraria chlorophylla,11,0,0,,0,0,powdered ruffle,N,U,22455
NOTUSED,TUCKCHL,CETRCHL,CETRCHL,,Tuckermannopsis chlorophylla,11,0,0,,0,0,,,S,23778
NOTUSED,CETRCIL,CETRCIL,CETRCIL,,Cetraria ciliaris,11,0,0,,0,0,fringed ruffle,N,U,22456
NOTUSED,TUCKAME,CETRCIL1,CETRCIL,,Tuckermannopsis americana,11,0,0,,0,0,,,S,23777
NOTUSED,CETRCIL1,CETRCIL1,CETRCIL,,Cetraria ciliaris var. halei,11,0,0,,0,0,fringed ruffle,N,U,24567
NOTUSED,CETRHAL,CETRCIL1,CETRCIL,,Cetraria halei,11,0,0,,0,0,,,S,24568
NOTUSED,CETRCOM,CETRCOM,CETRCOM,,Cetraria commixta,11,0,0,,0,0,rock brown,N,U,22457
NOTUSED,MELACOM,CETRCOM,CETRCOM,,Melanelia commixta,11,0,0,,0,0,,,S,23092
NOTUSED,CETRCUC,CETRCUC,CETRCUC,,Cetraria cucullata,11,1,0,,0,0,furled paperdoll,N,U,22458
NOTUSED,FLAVCUC,CETRCUC,CETRCUC,,Flavocetraria cucullata,11,0,0,,0,0,,,S,22762
NOTUSED,CETRDEL,CETRDEL,CETRDEL,,Cetraria delisei,11,1,0,,0,0,icelandmoss,N,U,22459
NOTUSED,CETRDEI,CETRDEL,CETRDEL,,Cetrariella delisei,11,0,0,,0,0,,,S,22482
NOTUSED,CETRELI,CETRELI,CETRELI,,Cetrelia sp.,11,0,0,,0,0,rag lichens,N,U,22485
NOTUSED,CETRERI,CETRERI,CETRERI,,Cetraria ericetorum,11,1,0,,0,0,icelandmoss,N,U,22460
NOTUSED,CETRERI1,CETRERI1,CETRERI,,Cetraria ericetorum ssp. reticulata,11,1,0,,0,0,icelandmoss,N,U,22461
NOTUSED,CETRHEP,CETRHEP,CETRHEP,,Cetraria hepatizon,11,0,0,,0,0,rock brown,N,U,22462
NOTUSED,CETRPOL,CETRHEP,CETRHEP,,Cetraria polyschiza,11,0,0,,0,0,,,S,22476
NOTUSED,MELAHEP,CETRHEP,CETRHEP,,Melanelia hepatizon,11,0,0,,0,0,,,S,23097
NOTUSED,CETRISL,CETRISL,CETRISL,,Cetraria islandica,11,1,0,,0,0,icelandmoss,N,U,22463
NOTUSED,CETRISL1,CETRISL1,CETRISL,,Cetraria islandica ssp. crispiformis,11,1,0,,0,0,icelandmoss,N,U,22464
NOTUSED,CETRISL2,CETRISL2,CETRISL,,Cetraria islandica ssp. islandica,11,1,0,,0,0,icelandmoss,N,U,22465
NOTUSED,CETRLAE,CETRLAE,CETRLAE,,Cetraria laevigata,11,0,0,,0,0,icelandmoss,N,U,22467
NOTUSED,CETRMER,CETRMER,CETRMER,,Cetraria merrillii,11,0,0,,0,0,blackened thornbush,N,U,22468
NOTUSED,KAERMER,CETRMER,CETRMER,,Kaernefeltia merrillii,11,0,0,,0,0,,,S,22874
NOTUSED,TUCKMER,CETRMER,CETRMER,,Tuckermannopsis merrillii,11,0,0,,0,0,,,S,24569
NOTUSED,CETRNIG,CETRNIG,CETRNIG,,Cetraria nigricans,11,0,0,,0,0,blackened icelandmoss,N,U,22470
NOTUSED,CETRNIV,CETRNIV,CETRNIV,,Cetraria nivalis,11,1,0,,0,0,ragged paperdoll,N,U,22471
NOTUSED,FLAVNIV,CETRNIV,CETRNIV,,Flavocetraria nivalis,11,0,0,,0,0,,,S,22763
NOTUSED,CETRORB,CETRORB,CETRORB,,Cetraria orbata,11,0,0,,0,0,variable ruffle,N,U,22472
NOTUSED,TUCKORB,CETRORB,CETRORB,,Tuckermannopsis orbata,11,0,0,,0,0,,,S,23779
NOTUSED,AHTIPAL,CETRPAL,CETRPAL,,Ahtiana pallidula,11,0,0,,0,0,,,S,22167
NOTUSED,CETRPAL,CETRPAL,CETRPAL,,Cetraria pallidula,11,0,0,,0,0,pallid ruffle,N,U,22473
NOTUSED,CETRPLA,CETRPLA,CETRPLA,,Cetraria platyphylla,11,0,0,,0,0,weathered ruffle,N,U,22475
NOTUSED,TUCKPLA,CETRPLA,CETRPLA,,Tuckermannopsis platyphylla,11,0,0,,0,0,,,S,23780
NOTUSED,CETRSEP,CETRSEP,CETRSEP,,Cetraria sepincola,11,0,0,,0,0,eyed ruffle,N,U,22478
NOTUSED,TUCKSEP,CETRSEP,CETRSEP,,Tuckermannopsis sepincola,11,0,0,,0,0,,,S,23781
NOTUSED,CETRSUB,CETRSUB,CETRSUB,,Cetraria subalpina,11,0,0,,0,0,icelandmoss,N,U,22480
NOTUSED,TUCKSUB,CETRSUB,CETRSUB,,Tuckermannopsis subalpina,11,0,0,,0,0,,,S,23783
ASTERAC,CHAEALP,CHAEALP,CHAEALP,,Chaenactis alpina,7,0,0,,0,0,alpine false yarrow,,X,17084
NOTUSED,CHAEBRA,CHAEBRA,CHAEBRA,,Chaenotheca brachypoda,11,0,0,,0,0,gilded whiskers,N,U,22486
NOTUSED,CHAEBRU,CHAEBRU,CHAEBRU,,Chaenotheca brunneola,11,0,0,,0,0,ball-headed whiskers,N,U,22487
NOTUSED,CHAECHL,CHAECHL,CHAECHL,,Chaenotheca chlorella,11,0,0,,0,0,lemonseed whiskers,N,U,22488
NOTUSED,CHAECHR,CHAECHR,CHAECHR,,Chaenotheca chrysocephala,11,0,0,,0,0,canary whiskers,N,U,22489
NOTUSED,CHAECIN,CHAECIN,CHAECIN,,Chaenotheca cinerea,11,0,0,,0,0,old man's whiskers lichen,N,U,22490
NOTUSED,CHAECON,CHAECON,CHAECON,,Chaenothecopsis consociata,11,0,0,,0,0,canary pin,N,U,22502
NOTUSED,CHAEDEB,CHAEDEB,CHAEDEB,,Chaenothecopsis debilis,11,0,0,,0,0,king pin,N,U,22503
ASTERAC,CHAEDOU,CHAEDOU,CHAEDOU,,Chaenactis douglasii,7,0,0,,0,0,hoary false yarrow,N,U,17085
ASTERAC,CHAEDOU3,CHAEDOU1,CHAEDOU,,Chaenactis douglasii var. achilleifolia,7,0,0,,0,0,,,S,17086
ASTERAC,CHAEDOU2,CHAEDOU1,CHAEDOU,,Chaenactis douglasii var. montana,7,0,0,,0,0,,,S,17087
ASTERAC,CHAEDOU1,CHAEDOU1,CHAEDOU,,Chaenactis douglasii var. douglasii,7,0,0,,0,0,hoary false yarrow,N,U,24047
NOTUSED,CHAEEDB,CHAEEDB,CHAEEDB,,Chaenothecopsis edbergii,11,0,0,,0,0,lime pin,N,U,24530
NOTUSED,CHAEEPI,CHAEEPI,CHAEEPI,,Chaenothecopsis epithallina,11,0,0,,0,0,frog pin,N,U,22504
NOTUSED,CHAEFER,CHAEFER,CHAEFER,,Chaenotheca ferruginea,11,0,0,,0,0,blood whiskers,N,U,22491
NOTUSED,CHAEFUR,CHAEFUR,CHAEFUR,,Chaenotheca furfuracea,11,0,0,,0,0,sulphur whiskers,N,U,22492
NOTUSED,CONIFUR,CHAEFUR,CHAEFUR,,Coniocybe furfuracea,11,0,0,,0,0,,,S,22670
NOTUSED,CHAEGRA,CHAEGRA,CHAEGRA,,Chaenotheca gracillima,11,0,0,,0,0,cat's whiskers,N,U,22493
NOTUSED,CHAEGRC,CHAEGRC,CHAEGRC,,Chaenotheca gracilenta,11,0,0,,0,0,rat's whiskers,N,U,24527
NOTUSED,CHAEHAE,CHAEHAE,CHAEHAE,,Chaenothecopsis haematopus,11,0,0,,0,0,blood pin,N,U,24531
NOTUSED,CHAEHIS,CHAEHIS,CHAEHIS,,Chaenotheca hispidula,11,0,0,,0,0,lemon whiskers,N,U,22494
NOTUSED,CHAEHYG,CHAEHYG,CHAEHYG,,Chaenotheca hygrophila,11,0,0,,0,0,collared whiskers,N,U,22495
NOTUSED,CHAELAE,CHAELAE,CHAELAE,,Chaenotheca laevigata,11,0,0,,0,0,lemon-twist whiskers,N,U,22496
SCROPHL,CHAEMIN,CHAEMIN,CHAEMIN,,Chaenorhinum minus,7,0,0,,0,0,common dwarf snapdragon,E,U,17089
ASTERAC,CHAENAC,CHAENAC,CHAENAC,,Chaenactis sp.,7,0,0,,0,0,,N,U,17088
NOTUSED,CHAENAN,CHAENAN,CHAENAN,,Chaenothecopsis nana,11,0,0,,0,0,pygmy pin,N,U,22505
NOTUSED,CHAENOH,CHAENOH,CHAENOH,,Chaenothecopsis sp.,11,0,0,,0,0,pin lichens,N,U,22508
SCROPHL,CHAENOR,CHAENOR,CHAENOR,,Chaenorhinum sp.,7,0,0,,0,0,,E,U,17090
NOTUSED,CHAENOT,CHAENOT,CHAENOT,,Chaenotheca sp.,11,0,0,,0,0,whisker lichens,N,U,22497
NOTUSED,CHAEPHA,CHAEPHA,CHAEPHA,,Chaenotheca phaeocephala,11,0,0,,0,0,toad whiskers,N,U,24528
NOTUSED,CHAEPUI,CHAEPUI,CHAEPUI,,Chaenothecopsis pusiola,11,0,0,,0,0,algal pin,N,U,22507
NOTUSED,CALIASI,CHAEPUS,CHAEPUS,,Calicium asikkalense,11,0,0,,0,0,,,S,22405
NOTUSED,CALIPUS,CHAEPUS,CHAEPUS,,Calicium pusillum,11,0,0,,0,0,,,S,22413
NOTUSED,CALISUB,CHAEPUS,CHAEPUS,,Calicium subpusillum,11,0,0,,0,0,,,S,22416
NOTUSED,CHAEPUS,CHAEPUS,CHAEPUS,,Chaenothecopsis pusilla,11,0,0,,0,0,ambiguous pin,N,U,22506
NOTUSED,CHAESAV,CHAESAV,CHAESAV,,Chaenothecopsis savonica,11,0,0,,0,0,least pin,N,U,24532
