"Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at"
-0.3,8.5,17.2,8.2,-6.9,-1.4,6.8,0.7,6.64898455002478,5.97888576490112,5.46806014113513,6.67582322163485
0.1,8.7,17.1,8.1,-7.1,-1.5,6.7,0.6,6.83733281468559,6.19236248947487,5.64190707093811,6.7696419768525
1.3,10.8,18.9,9.5,-4.2,1.1,8.5,2.8,6.61606518513282,5.94017125272043,5.64544689764324,6.60665018619822
1.2,10.3,18.6,9.7,-4.5,0.8,8.5,2.7,6.58617165485467,5.95583736946483,5.42934562895444,6.61338421837956
3.5,10.8,19.7,11.6,-1.6,2.1,9.6,4.2,6.64768837356333,6.22059017009974,5.51745289646471,6.46146817635372
1.6,9,16.6,9,-4.5,-0.1,7.5,2.1,7.04925484125584,6.36990098282823,5.82894561761021,6.94312242281943
2.4,10,17.4,9.9,-3.1,1.2,8.4,3.2,6.98193467715639,6.27852142416584,5.6970934865054,6.83733281468559
1.2,9.8,18,9.1,-5.2,0,7.8,2,6.77764659363512,6.11809719804135,5.62762111369064,6.7202201551353
1.9,10.5,18.7,9.7,-4.2,0.9,8.4,2.8,6.70563909486,6.04500531403601,5.5683445037611,6.65286302935335
0.9,8.5,16.3,8.4,-5.7,-0.9,6.9,1.3,6.9985096422506,6.34388043412633,5.86929691313377,6.95939851213398
6.4,13.5,20.7,14.2,0.8,3.8,10.2,6,7.23705902612474,6.53378883793334,5.51745289646471,6.89568269774787
6.2,12.8,20.1,13.8,0.6,3.6,9.9,5.8,7.26473017792987,6.58063913728495,5.6021188208797,6.93731408122368
1.4,11.6,22.2,11.8,-4.9,0.5,8.5,2.1,6.01859321449623,5.32787616878958,4.79579054559674,5.6937321388027
6.7,13.3,21.4,13.9,1.5,4.7,10.7,6.3,6.11368217983223,5.26269018890489,4.40671924726425,5.70044357339069
1,12.2,20.7,10.2,-5.5,0.7,8.4,2,6.11368217983223,5.31811999384422,5.01063529409626,6.19847871649231
2.1,10.6,18.8,9.9,-3.8,1.3,8.7,3.1,6.62140565176413,5.95324333428778,5.53338948872752,6.59578051396131
-1.8,7.1,15.5,6.4,-10,-3.9,4.7,-1.8,6.40357419793482,5.62762111369064,5.31811999384422,6.48157712927643
-3.4,6.5,17.6,6.6,-9.8,-2.3,7.5,-1,6.04263283368238,5.73334127689775,5.4553211153577,5.75257263882563
0.1,11.5,22,10.9,-6.2,0.6,9.2,1.7,5.92157841964382,5.25749537202778,4.71849887129509,5.67332326717149
1.3,7.2,16.1,8.8,-4.2,-0.7,7,2,7.01481435127554,6.62007320653036,5.68697535633982,6.7202201551353
7.4,13.6,20.8,14.3,2.1,5.1,10.8,6.5,6.05678401322862,5.19849703126583,4.31748811353631,5.66642668811243
7.5,13.6,20.8,14.3,2.1,5.1,10.8,6.5,6.04500531403601,5.18738580584075,4.31748811353631,5.65948221575962
4.3,12.6,21.1,12.8,-1.3,3.4,10.6,5,6.75460409948796,6.17378610390194,5.3890717298165,6.56667242980324
4.4,13.3,21.7,13.2,-1.3,3.4,10.7,5,6.7696419768525,6.20050917404269,5.34710753071747,6.61204103483309
2.4,13.4,24.3,13.3,-3.9,1.6,9.5,3,6.01126717440416,5.26269018890489,4.74493212836325,5.63478960316925
2,12.4,22.8,12.4,-4,1.3,9,2.7,5.8805329864007,5.26785815906333,4.76217393479776,5.605802066296
2.3,13.3,24.2,13.2,-3.9,1.7,9.5,3.1,5.95064255258773,5.22035582507832,4.70953020131233,5.57972982598622
2,12.6,23,12.6,-3.9,1.4,9.1,2.9,5.85220247977447,5.24174701505964,4.71849887129509,5.56452040732269
7.3,13.2,19.9,14,1.9,4.9,10.6,6.4,6.16751649088834,5.26785815906333,4.35670882668959,5.77144112313002
-3.7,6.9,18.3,7,-9.5,-2.1,7.3,-0.9,6.07993319509559,5.73009978297357,5.36129216570943,5.78689738136671
-3.1,8.3,20,7.9,-9.2,-1.8,8,-0.5,5.85793315448346,5.43372200355424,5.30330490805908,5.64544689764324
-1.4,10.1,21.5,9.4,-7.2,-0.2,9,1,5.87493073085203,5.52545293913178,5.26269018890489,5.68017260901707
-3.2,9.4,21.2,8.7,-10.6,-1.8,7.7,-1.1,5.64544689764324,5.20948615284142,5.13579843705026,5.3890717298165
-2.7,9.2,20.8,9.2,-11.4,-2.2,6.7,-1.9,5.48063892334199,5.23110861685459,5.33753807970132,5.31811999384422
-4.1,5.7,16.8,5.6,-9.9,-2.8,7.2,-1.5,5.97380961186926,5.59098698051086,5.40717177146012,5.76205138278018
-4.5,6.3,16.2,4.9,-10.2,-3.5,6.1,-2,6.20657592672493,5.71702770140622,5.56452040732269,6.00881318544259
-4.2,6.8,16.6,5,-10.4,-3.4,5.8,-2.1,6.26909628370626,5.80211837537706,5.73979291217923,6.10031895202006
-5.4,5.8,16.2,4.4,-13,-4.5,4.8,-3.6,5.93224518744801,5.39362754635236,5.5683445037611,5.71702770140622
-3.8,6.9,18.5,6.8,-9.9,-2.5,7.3,-1.3,5.8805329864007,5.48479693349065,5.33271879326537,5.66988092298052
-4.5,5.5,16.9,5.8,-10.2,-2.9,6.4,-1.8,6.05208916892442,5.68017260901707,5.3890717298165,5.8111409929767
-4.6,6.2,17.8,6.8,-12.8,-4.1,5.6,-3,5.69035945432406,5.36129216570943,5.42053499927229,5.4971682252932
-4.1,6.8,18.4,7.1,-12.1,-3.5,5.9,-2.7,5.73009978297357,5.4249500174814,5.48063892334199,5.52146091786225
-3.5,7.5,19.3,7.9,-12,-3.1,6.3,-2.3,5.70711026474888,5.4249500174814,5.52545293913178,5.59098698051086
-3.3,7.8,19.6,8.2,-12,-3,6.3,-2.2,5.71042701737487,5.37527840768417,5.4971682252932,5.57972982598622
-2,9,20.2,8.7,-8.5,-1,8.2,0,5.89164421182577,5.56452040732269,5.33753807970132,5.60947179518496
-4.1,7,18.7,7.4,-12.5,-3.6,5.8,-2.8,5.65948221575962,5.33753807970132,5.3890717298165,5.46806014113513
-3.7,6.3,17.4,6.4,-9.9,-2.9,6.9,-1.2,5.99893656194668,5.6937321388027,5.33753807970132,5.68697535633982
-3.7,5.7,16.4,6.1,-10,-3.4,6.8,-1.3,5.96100533962327,5.59842195899838,5.30330490805908,5.74300318780948
-1.8,10,20.7,8.6,-8.8,-1.7,7.6,-0.2,5.68697535633982,5.34710753071747,5.41164605185504,5.6021188208797
-2.9,8,18.5,7,-9.7,-2.8,6.7,-1.2,5.8111409929767,5.50533153593236,5.56452040732269,5.73979291217923
-3.2,7,17.9,7.1,-9.4,-2.1,7.4,-0.7,6.11368217983223,5.8111409929767,5.56068163101553,5.87493073085203
-2.3,8.5,19.3,8.2,-8.7,-1.4,7.9,-0.2,5.98141421125448,5.66988092298052,5.44241771052179,5.74300318780948
-3,8.6,20.1,8.3,-9.8,-1.4,8.1,-0.5,5.69035945432406,5.32787616878958,5.12396397940326,5.3890717298165
-4,6.3,16.2,5.5,-11.5,-4.3,5.2,-2.8,5.8171111599632,5.46806014113513,5.70044357339069,5.74300318780948
-1.9,10.2,20.6,9,-10.9,-2.2,6.9,-1,5.04342511691925,4.7361984483945,5.24174701505964,5.02388052084628
-2.3,9.2,19.6,8.3,-10.9,-2.6,6.7,-1.2,5.08140436498446,4.77912349311153,5.28320372873799,5.06890420222023
-4.2,6.3,16.7,5.5,-11.6,-4.3,4.8,-3,5.8348107370626,5.41610040220442,5.59098698051086,5.74620319054015
-4.4,5.9,16.2,5.1,-11.7,-4.5,4.6,-3.2,5.88887795833288,5.45958551414416,5.61312810638807,5.79909265446053
-1.4,11.9,22.5,10.5,-10.5,-1.6,6.9,-1.2,4.36944785246702,4.29045944114839,4.969813299576,4.43081679884331
-3,8.5,18.9,8.1,-11.8,-3.6,5,-2.9,4.88280192258637,4.64439089914137,4.969813299576,4.76217393479776
-3.5,8,18.4,7.8,-12.3,-4,4.8,-3.1,4.9416424226093,4.70048036579242,5.01063529409626,4.82028156560504
-2.2,9.7,20.1,8.9,-11.5,-3.1,5.5,-2.7,4.69134788222914,4.48863636973214,4.92725368515721,4.63472898822964
-2.9,9,19.1,8.4,-15,-4.8,4.4,-4.2,4.81218435537242,4.40671924726425,5.14749447681345,4.87519732320115
-2.5,9.6,20.1,8.8,-11.9,-2.9,5.8,-2.7,4.63472898822964,4.47733681447821,5.02388052084628,4.63472898822964
-2.2,10.8,21.2,9.7,-12.5,-2.4,6.4,-2.1,4.71849887129509,4.40671924726425,4.98360662170834,4.69134788222914
-2.4,11.3,21.5,9.8,-12.1,-2.4,6.5,-1.9,4.61512051684126,4.4188406077966,4.97673374242057,4.69134788222914
-2.3,10.1,20.7,8.6,-11.3,-2.7,5.8,-1.9,5.14749447681345,4.89034912822175,5.3890717298165,5.14749447681345
-2.7,9.3,19.7,8.1,-11.5,-3.3,5.3,-2.3,4.99043258677874,4.8283137373023,5.30330490805908,5.02388052084628
-1.9,10.1,20.5,9,-10.9,-2.3,6.9,-1.1,5.03695260241363,4.7361984483945,5.24174701505964,5.01727983681492
-1.9,10.7,21.1,9.4,-10.9,-2,6.8,-1.1,5.04985600724954,4.77912349311153,5.35185813347607,5.05624580534831
-1.4,11.2,21.6,9.8,-11.2,-2.3,6.2,-1.6,4.94875989037817,4.7361984483945,5.32300997913841,4.98360662170834
-2.3,9.6,19.8,8.3,-10.7,-2.5,6.6,-1.4,5.27299955856375,5.00394630594546,5.47646355193151,5.24702407216049
-1.8,10.8,21.1,9.5,-10.9,-2,6.8,-1.1,5.02388052084628,4.75359019110636,5.32787616878958,5.03043792139244
-1.8,10.8,21.1,9.5,-10.9,-2,6.8,-1.1,5.02388052084628,4.75359019110636,5.32300997913841,5.02388052084628
-2,10.3,20.7,9,-10.7,-2.2,6.8,-1.2,5.15905529921453,4.87519732320115,5.36597601502185,5.15329159449778
-1.7,10.6,21,9.3,-10.5,-2,6.9,-1,5.18738580584075,4.88280192258637,5.33753807970132,5.15905529921453
-2.6,9,19.4,7.9,-10.9,-2.8,6.4,-1.6,5.32787616878958,5.04985600724954,5.49306144334055,5.31320597904179
-2.7,8.9,19.2,7.4,-11.3,-3,5.9,-1.9,5.57215403217776,5.31811999384422,5.59471137960184,5.55682806169954
-2.3,9.5,19.9,8,-11.3,-2.8,6.2,-1.6,5.4380793089232,5.22035582507832,5.55682806169954,5.4380793089232
-5.7,4.4,14.6,3.3,-12,-4.7,4.6,-3.8,6.17378610390194,5.62040086571715,5.64544689764324,5.95064255258773
-5,5.7,16.3,4.4,-11,-3.8,5.6,-2.7,6.3456363608286,5.81413053182507,5.63478960316925,6.09807428216624
0.5,14.8,26.5,13.3,-5.3,2.1,10.6,2.5,5.15329159449778,4.98360662170834,4.85203026391962,4.88280192258637
-1.8,9.9,20.5,8.7,-8.4,-1.5,7.4,-0.2,5.80211837537706,5.37063802812766,5.35658627467201,5.66296048013595
-3.3,7.3,17.5,6.5,-10.4,-3.6,5.7,-2,5.97380961186926,5.59098698051086,5.54126354515843,5.85507192220243
-2.9,7.9,18.8,7.6,-9.7,-2.7,6.8,-1.1,5.68017260901707,5.40267738187228,5.35185813347607,5.54126354515843
-5,4.4,15.5,4.8,-10.3,-3.6,5.5,-2,6.38856140554563,6.07534603108868,5.85793315448346,6.12905021006055
-5,4.4,15.5,4.8,-10.3,-3.6,5.5,-2,6.39526159811545,6.07764224334903,5.8636311755981,6.13988455222626
-5.4,4.2,15.4,4.6,-10.4,-3.8,5.4,-2.3,6.48768401848461,6.12249280951439,5.75890177387728,6.19847871649231
-4.3,5.9,17,6,-9.4,-2.7,6.5,-1.3,6.34738920965601,6.0282785202307,5.7268477475872,6.07073772800249
-3.8,7.9,19.7,7.3,-12,-3.2,5.7,-2.6,5.85793315448346,5.44241771052179,5.53733426701854,5.6937321388027
-6.3,3.5,13.6,2.4,-13.4,-5.8,3.9,-4.6,6.07534603108868,5.54517744447956,5.68357976733868,5.89164421182577
-6.1,4.2,14.4,3.1,-13.3,-5.4,4.2,-4.3,6.02344759296103,5.48893772615669,5.63835466933375,5.82600010738045
-5.6,5.3,15.7,4,-13.1,-4.8,4.6,-3.8,5.96100533962327,5.4249500174814,5.59098698051086,5.75257263882563
-4.7,5,16.2,5.3,-9.9,-3.1,6.1,-1.8,6.4425401664682,6.04025471127741,5.605802066296,6.17586727010576
0.3,9,19,9.9,-5.6,-0.6,7.6,1.5,6.60123011872888,5.95583736946483,5.31320597904179,6.38687931936265
1.2,10.7,20.9,11.2,-4.6,0.5,8.5,2.4,6.52502965784346,5.87211778947542,5.23644196282995,6.30261897574491
0.5,9.9,20.1,10.5,-5.6,-0.2,7.9,1.6,6.2709884318583,5.55682806169954,5.04985600724954,6.05678401322862
2.9,11.7,21,12,-3,1.8,9.4,3.6,6.82219739062049,6.16120732169508,5.35658627467201,6.57368016696065
1.8,11.9,22,12,-3.9,1.3,9.1,3,6.42648845745769,5.76519110278484,5.17048399503815,6.20455776256869
-0.6,11.1,21.6,10.1,-7.4,-0.6,7.7,0.7,5.59098698051086,4.77912349311153,4.68213122712422,5.46806014113513
4.8,14.2,22.7,13.9,-0.5,4.8,11.9,6.1,6.50876913697168,5.96357934361845,5.30330490805908,6.30809844150953
1.5,8.5,17,9.3,-4.5,-0.1,8.1,2.3,6.63068338564237,6.07304453410041,5.55295958492162,6.3750248198281
6.1,14.3,22.5,14.5,0.4,5.1,11.6,6.2,6.53087762772588,6.06610809010375,5.47227067367148,6.38519439899773
-2.7,11.7,22,9.5,-11.5,-1.6,7.3,-0.9,4.969813299576,4.61512051684126,5.2257466737132,5.00394630594546
-2.5,12.8,22.9,10.3,-11.2,-1.5,7,-1.4,4.75359019110636,4.40671924726425,5.17048399503815,4.75359019110636
-1.7,10.3,20.7,9.1,-10.5,-2.1,6.9,-1,5.14749447681345,4.82028156560504,5.31811999384422,5.11799381241676
-3.7,6.9,17,6,-11.3,-4,5.5,-2.5,5.66296048013595,5.34233425196481,5.66296048013595,5.61312810638807
-3.8,6.8,16.8,5.8,-11.3,-4.1,5.4,-2.6,5.68357976733868,5.36129216570943,5.67332326717149,5.63121178182137
-2,12.9,23.2,10.6,-10.5,-0.7,8.4,-0.2,4.75359019110636,4.44265125649032,5.08140436498446,4.75359019110636
-2,13.2,23.5,10.7,-10.5,-0.5,8.4,-0.1,4.76217393479776,4.45434729625351,5.09375020080676,4.77068462446567
-2.6,11.9,22,9.6,-11.1,-1.3,7.8,-0.7,4.98360662170834,4.51085950651685,5.19295685089021,4.91265488573605
-2,12.4,22.6,10.2,-10.7,-0.9,8,-0.4,4.81218435537242,4.49980967033027,5.14749447681345,4.83628190695148
-2.2,12.5,22.7,10.2,-10.8,-0.9,8.2,-0.4,4.85981240436167,4.53259949315326,5.13579843705026,4.85981240436167
-2.2,12.7,22.7,10.2,-10.7,-0.6,8.4,-0.2,4.9416424226093,4.53259949315326,5.17614973257383,4.9416424226093
-4.8,5,15.2,4,-10.7,-4,5.9,-2.7,6.19847871649231,5.78689738136671,5.60947179518496,6.03068526026126
-4.2,8,19.5,7.4,-10.4,-2.6,7.2,-1.5,5.8636311755981,5.46383180502561,5.37989735354046,5.64190707093811
-5.1,7,17.8,5.9,-13.9,-4.5,4.9,-3.7,5.88332238848828,5.15905529921453,5.2257466737132,5.62401750618734
2.9,8.2,16.5,9.4,-1.5,0.9,7.8,3.7,6.99668148817654,6.58617165485467,6.0330862217988,7.05531284333975
-9.9,5.6,18.2,3,-20.4,-6.9,5.5,-6,4.79579054559674,4.34380542185368,5.09375020080676,4.969813299576
-10,5.7,18.3,3.1,-20.5,-6.9,5.5,-6.1,4.77912349311153,4.33073334028633,5.08759633523238,4.96284463025991
3,10,16.2,10.2,-2.5,1.7,9.3,4,6.95844839329766,6.59714570188665,6.20657592672493,7.10496544826984
3.1,10.8,17.2,10.9,-2.2,2.1,9.6,4.3,6.85856503479136,6.48463523563525,6.08221891037645,6.99393297522319
-4.6,6.1,16.7,4.7,-10.5,-3.4,6.1,-2.2,6.34212141872115,5.68017260901707,5.63478960316925,6.06378520868761
-3.7,6.4,16.9,6,-10.5,-4,5.3,-2.3,5.74300318780948,5.54907608489522,5.605802066296,5.63835466933375
-3.5,6.8,17.2,6.3,-10.4,-3.8,5.4,-2.1,5.73979291217923,5.52942908751142,5.57594910314632,5.63121178182137
-2.1,9.1,20.3,8.7,-8.9,-1.2,7.9,-0.3,5.76205138278018,5.44241771052179,5.17048399503815,5.46383180502561
-4.1,9.4,20.5,7.6,-12.7,-2.9,6.6,-2.4,5.4249500174814,4.79579054559674,5.15905529921453,5.23110861685459
-4.4,6.5,17.4,5.1,-10.6,-3,6.4,-1.9,6.40191719672719,5.63835466933375,5.52942908751142,6.08221891037645
-3.3,9.2,19.6,8.1,-10.6,-1.9,6.6,-0.6,5.28826703069454,4.57471097850338,4.81218435537242,5.96100533962327
-3.3,7.9,19.6,8.3,-12,-3,6.3,-2.3,5.74620319054015,5.37527840768417,5.49306144334055,5.59471137960184
-2.9,8.6,20.3,8.7,-11.6,-2.6,6.6,-2,5.6021188208797,5.29831736654804,5.40267738187228,5.48063892334199
-4.7,6.2,16.4,4.5,-11.4,-3.5,5.6,-2.8,5.98645200528444,5.41164605185504,5.55682806169954,5.74939298590825
-4.2,8.4,19.6,6.8,-11.2,-2.3,6.9,-1.4,6.21260609575152,5.37989735354046,5.47646355193151,5.8111409929767
-4.6,7.2,18.1,5.8,-11.2,-2.8,6.6,-1.7,6.24222326545517,5.4249500174814,5.49306144334055,5.88610403145016
-3.4,8.8,18.6,7.3,-9.9,-1.8,7.1,-0.1,5.8348107370626,4.96284463025991,4.96284463025991,6.13772705408623
-3.3,7.2,18.2,6.7,-9,-1.9,8,-0.6,6.02586597382531,5.62040086571715,5.43372200355424,5.82008293035236
-3.7,6.3,17.1,6,-9.4,-2.4,7.5,-1.1,6.04263283368238,5.67332326717149,5.4553211153577,5.85507192220243
-5.3,4.9,15,3.5,-11.2,-4.1,5.3,-3.2,6.2803958389602,5.51342874616498,5.59842195899838,5.95064255258773
-4,7.2,17.8,5.8,-10,-2.6,6.5,-1.7,6.19644412779452,5.41164605185504,5.46383180502561,5.85793315448346
-4.5,6.5,17.2,5.1,-10.8,-3.3,6.2,-2.1,6.39859493453521,5.54126354515843,5.56068163101553,6.04737217904628
-4.2,7,17.9,5.6,-10.6,-3,6.4,-1.8,6.38519439899773,5.50938833662798,5.52942908751142,6.03068526026126
-4.1,7.2,18.1,5.7,-10.5,-2.9,6.5,-1.7,6.3818160174061,5.50125821054473,5.52146091786225,6.02586597382531
-4.7,5.8,16,4.2,-10.6,-3.7,5.7,-2.4,6.30261897574491,5.74620319054015,5.69035945432406,6.08677472691231
-5.1,5.2,15.1,3.7,-11.1,-4.2,5.1,-3.1,6.34035930372775,5.67675380226828,5.66988092298052,6.05443934626937
-5.8,4.6,15,3.9,-13,-4.8,5.2,-3.7,6.54965074223381,5.84354441703136,5.82304589548302,6.29710931993394
-5.9,4.4,14.8,3.5,-13.1,-4.9,5,-3.9,6.36818718635049,5.67332326717149,5.67675380226828,6.14203740558736
-5.7,5.5,16.3,5.1,-15.3,-5.8,4.3,-5.1,5.53338948872752,5.06259503302697,5.39362754635236,5.43372200355424
-4.5,6.7,17.5,5.1,-10.3,-2.8,6.4,-1.7,6.34212141872115,5.68697535633982,5.64190707093811,6.14203740558736
-4.6,6.1,16.8,4.6,-10.5,-3,6.5,-1.9,6.38350663488401,5.75257263882563,5.59471137960184,6.19236248947487
-6,4.5,14.9,3.7,-13.2,-5,5,-3.9,6.46925031679577,5.77765232322266,5.77144112313002,6.22257626807137
-4.7,7.1,17.8,5.4,-11.9,-3.2,6.3,-2.3,6.30809844150953,5.65248918026865,5.63121178182137,6.13556489108174
-3.5,10.6,21.2,8.6,-12.1,-1.8,7.4,-0.8,5.52545293913178,5.15329159449778,5.42934562895444,5.62762111369064
-4.3,7.6,17.8,6.4,-11.8,-3.4,5.5,-2.2,5.20948615284142,4.54329478227,5.09375020080676,5.25749537202778
-3.5,9.7,19.8,8,-12.1,-2.5,6.1,-1.5,4.89034912822175,4.33073334028633,4.85203026391962,4.90527477843843
-4,9.1,19.7,8,-12.8,-3.2,6.2,-1.5,4.98360662170834,4.49980967033027,4.96284463025991,4.94875989037817
3.7,9,16.9,10.2,-0.7,1.7,8.5,4.4,6.64248680136726,6.08677472691231,5.39362754635236,6.58617165485467
-0.2,10.4,19.9,9,-5.5,0.9,9.3,2.8,6.47850964220857,5.54126354515843,5.21493575760899,6.40357419793482
3.2,8.3,16.2,9.7,-1,1.4,8.2,4.1,6.81234509417748,6.25766758788264,5.4971682252932,6.76734312526539
-4.3,8.4,18.9,7.4,-12.4,-3,6.3,-1.5,5.08140436498446,4.55387689160054,5.04985600724954,5.01727983681492
2.9,7.7,15.5,9.3,-1.3,1.1,8,3.9,6.85540879860993,6.2709884318583,5.49306144334055,6.82219739062049
-1.1,10.2,19.8,8.5,-6.5,0.1,8.6,2,6.04500531403601,5.10594547390058,5.06259503302697,6.07534603108868
-2.8,8.9,19.1,8.6,-13.4,-4.7,4.3,-3.1,4.97673374242057,4.46590811865458,4.94875989037817,5.08759633523238
3.6,8.8,16.5,10.2,-0.8,1.7,8.5,4.4,6.87935580446044,6.31354804627709,5.5683445037611,6.86484777797086
-2.9,8.8,18.6,8.3,-13.5,-5.1,3.8,-3.6,4.99043258677874,4.52178857704904,4.99043258677874,5.11198778835654
3.9,9.3,17,10.7,-0.5,2,8.9,4.7,6.87729607149743,6.32793678372919,5.59842195899838,6.87523208727658
-2.8,9,19.2,8.6,-13.5,-4.6,4.4,-3,4.96284463025991,4.45434729625351,4.94875989037817,5.08140436498446
-1.6,8.9,18.3,7.6,-7.5,-1,7.2,0.7,6.58202513889283,5.64544689764324,5.33271879326537,6.47389069635227
-2.8,9,19.2,8.6,-13.5,-4.6,4.4,-3,4.95582705760126,4.45434729625351,4.95582705760126,5.07517381523383
1.2,11.4,20.4,10.5,-3.6,2.1,10.4,4.2,6.72503364216684,6.06145691892802,5.52545293913178,6.77764659363512
4.6,9.9,17.5,11.3,-0.1,2.3,9.1,4.9,6.60800062529609,6.06842558824411,5.37989735354046,6.61338421837956
1.7,11,19.6,10.3,-3.6,1.8,9.8,3.9,7.01211529430638,6.41999492814714,5.87211778947542,7.06646697013696
1.2,11,19.1,10.4,-3.8,2,10.2,4,6.93828448401696,6.4150969591716,5.8636311755981,7.01391547481053
1,11.8,21.1,10.3,-4.1,1.9,10.2,4,6.59441345974978,5.84643877505772,5.4553211153577,6.62140565176413
2.3,6.8,14.7,8.6,-1.8,0.6,7.6,3.6,7.13009851012558,6.50128967054039,5.52942908751142,7.028201432058
4,10.5,17.4,11.1,-1.2,2.6,9.5,4.8,7.06646697013696,6.69332366826995,6.22455842927536,7.19067603433221
2.9,10.7,17.2,10.7,-2.5,1.8,9.6,4.2,6.90875477931522,6.54678541076052,6.1527326947041,7.04577657687951
-0.9,9.1,18.3,8.1,-6.5,-0.5,8.3,1.7,6.68461172766793,5.78074351579233,5.36597601502185,6.75227037614174
3,10.8,17.3,10.8,-2.4,1.9,9.6,4.2,6.89060912014717,6.52941883826223,6.13988455222626,7.02908756414966
3.1,10.7,17.2,10.8,-2.3,2,9.6,4.3,6.87832646829133,6.50128967054039,6.09582456243222,7.01121398735037
-4.6,7.4,17.9,6.9,-11.9,-4,5.1,-1.8,5.26785815906333,4.54329478227,4.84418708645859,5.24702407216049
-2.2,8.5,19.6,8.5,-8.3,-1.1,8.6,0.4,5.70044357339069,5.41610040220442,5.23110861685459,5.45958551414416
2.8,10.6,17.1,10.5,-2.6,1.7,9.5,4.1,6.93537044601511,6.5694814204143,6.16961073249146,7.06987412845857
-4.4,7,17.3,6.5,-11.9,-4.2,4.9,-1.9,5.39362754635236,4.64439089914137,4.88280192258637,5.35185813347607
-2.9,7.3,18.4,7.5,-9.1,-2,8,-0.3,5.75257263882563,5.46806014113513,5.27299955856375,5.51342874616498
-4.1,8,18.2,6.5,-12.2,-3.3,5.9,-2.2,5.29831736654804,4.58496747867057,5.05624580534831,5.34710753071747
-1.5,10.1,19.5,8.2,-7.5,-0.7,7.7,1,6.02344759296103,5.00394630594546,5.07517381523383,6.04263283368238
-4.3,7.6,17.8,6.2,-12.3,-3.5,5.6,-2.3,5.31811999384422,4.62497281328427,5.08140436498446,5.36597601502185
-4.1,8.2,18.4,6.7,-12.3,-3.2,5.8,-2.1,5.25227342804663,4.57471097850338,5.04342511691925,5.30826769740121
-4.6,7.1,17.4,6.6,-12,-4.1,4.9,-1.9,5.34233425196481,4.57471097850338,4.85203026391962,5.33271879326537
-4.5,7.6,18.1,7,-12.1,-3.9,5.1,-1.8,5.19849703126583,4.48863636973214,4.82028156560504,5.19295685089021
-4.5,8.2,18.6,6.9,-12.3,-3.1,6.1,-1.7,5.19295685089021,4.55387689160054,5.03695260241363,5.21493575760899
-5.7,5.9,16.4,4.8,-12.2,-3.9,5.5,-2.4,5.53733426701854,4.71849887129509,5.16478597392351,5.54907608489522
-4.6,8,18.3,6.7,-12.3,-3.3,6.1,-1.7,5.27811465923052,4.63472898822964,5.06890420222023,5.30330490805908
-0.1,11,20.6,9.5,-5.1,1.4,9.8,3.3,6.19236248947487,5.33271879326537,5.0998664278242,6.19236248947487
-2.7,5,14.2,5.5,-9.6,-3.8,6,-1.2,6.96224346426621,5.85220247977447,5.59098698051086,6.97447891102505
-0.4,8.5,17.3,7.8,-6.3,-0.8,7.9,1.5,7.40306109109009,6.85224256905188,6.28599809450886,7.50988306115491
-3.1,8.3,18.1,7.7,-13.5,-5.2,3.8,-3.8,4.92725368515721,4.47733681447821,5.01727983681492,5.06890420222023
-4,9.5,20.5,7.3,-10.2,-1.6,7.1,-0.1,5.33753807970132,4.76217393479776,5.26269018890489,5.65248918026865
-1.9,8.5,17.9,7,-7.7,-0.3,8,1.1,6.52502965784346,5.56452040732269,5.50533153593236,6.66185474054531
3.1,10.6,17,10.7,-2.4,1.9,9.6,4.2,6.87832646829133,6.51025834052315,6.09356977004514,7.02553831463852
-2.1,10.3,19.7,7.2,-7.6,0.7,9,1.9,6.36647044773144,5.48479693349065,5.37063802812766,6.51767127291227
-3.6,9.7,20.4,7,-9.6,-1.3,7.4,0.4,5.30330490805908,4.70953020131233,5.19849703126583,5.6937321388027
-3.3,9.9,21.5,7.7,-9.3,-1.1,7.7,0.8,5.27299955856375,4.66343909411207,5.12989871492307,5.63835466933375
-1.8,9.3,20.5,8.9,-8,-0.5,9.1,0.7,5.70711026474888,5.40717177146012,5.23644196282995,5.48063892334199
-0.1,10.9,20.5,9.5,-5,1.4,9.9,3.3,6.26720054854136,5.42934562895444,5.08759633523238,6.22653666928747
-3.6,9.3,19.3,6.1,-9.4,-1.2,7.4,0.2,5.5683445037611,4.83628190695148,5.17614973257383,5.78382518232974
6.1,11.1,17,12.1,1,3.6,9.8,5.9,6.79122146272619,6.29341927884648,5.79605775076537,6.77992190747225
-3.7,7.4,17.1,6.8,-13.2,-5.1,4.5,-3.2,5.04342511691925,4.58496747867057,5.06259503302697,5.16478597392351
5.8,11,17,11.8,0.6,3.4,9.7,5.6,6.79234442747081,6.34035930372775,5.95064255258773,6.84800527457636
-3.6,7.9,17.7,7.2,-13.2,-4.6,4.9,-2.7,4.99721227376411,4.51085950651685,5.04985600724954,5.11799381241676
-5.1,8.8,19.5,6,-11.9,-3.1,5.7,-1.8,5.03043792139244,4.63472898822964,5.25749537202778,5.23644196282995
-3.1,6.5,15.6,5.5,-9.7,-3.2,5.7,-1.3,6.22257626807137,5.36129216570943,5.29831736654804,6.28226674689601
-5.1,9.1,19.8,6.2,-11.8,-2.9,5.8,-1.7,5.00394630594546,4.59511985013459,5.24174701505964,5.21493575760899
