"Tmax_wt","Tmax_sp","Tmax_sm","Tmax_at","Tmin_wt","Tmin_sp","Tmin_sm","Tmin_at","PPT_wt","PPT_sp","PPT_sm","PPT_at"
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.2,19.8,7.7,-12.3,-3.1,5.7,-1.7,4.90527477843843,4.36944785246702,4.83628190695148,4.89034912822175
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-3.9,9.1,19.7,7.6,-12.2,-3.1,5.7,-1.7,4.92725368515721,4.38202663467388,4.84418708645859,4.90527477843843
-1.9,7.6,18.3,8.4,-9.5,-3.6,4.7,-1.7,6.13122648948314,5.34710753071747,4.85203026391962,5.6970934865054
-1.7,8,18.5,8.6,-9.1,-3.2,5.3,-1.4,6.07764224334903,5.4249500174814,4.89783979995091,5.74620319054015
-4.7,5.6,17.3,6.3,-12.8,-4.3,5.7,-2.9,5.54126354515843,5.47227067367148,5.37989735354046,5.26785815906333
-5.6,4.4,16,4.9,-12.6,-4.8,5,-3.6,5.92425579741453,5.62040086571715,5.65248918026865,5.6970934865054
-6.1,4.8,15.7,5.3,-15.5,-5.9,4.5,-4.7,5.10594547390058,5.38449506278909,5.42934562895444,4.98360662170834
-3,9.2,20.9,9,-11.6,-2.3,6.6,-2.1,5.37063802812766,5.06259503302697,5.17048399503815,5.18738580584075
-3.9,7.4,19.1,7.6,-12.4,-3.4,5.9,-2.6,5.53338948872752,5.20948615284142,5.29330482472449,5.32300997913841
-4.7,5.8,17.3,6.1,-12.7,-4.2,5.6,-3,5.71702770140622,5.41164605185504,5.45958551414416,5.47646355193151
-3.9,7,18.8,7.4,-12.1,-3.4,6.2,-2.4,5.8348107370626,5.53733426701854,5.59471137960184,5.65599181081985
-2.3,8.4,19.7,8.1,-8.1,-1,8.4,0.3,6.07764224334903,5.67675380226828,5.32787616878958,5.87773578177964
-4.1,5.2,16.4,5.6,-10,-2.6,6.9,-1.4,6.49375383985169,5.98141421125448,5.48063892334199,6.26720054854136
0.1,14.3,26.1,13.4,-8.1,0.3,8.5,0.3,4.84418708645859,4.69134788222914,4.70953020131233,4.47733681447821
-4.2,6.5,17.7,6.3,-11.2,-3.5,6.4,-2.4,5.99396142730657,5.62401750618734,5.42934562895444,5.82600010738045
-1.5,10.3,21.7,9.6,-10,-2,6.8,-1.3,5.53338948872752,5.25749537202778,4.93447393313069,5.27811465923052
-2.5,8.5,19.6,8.2,-8,-1,8.2,0.3,6.12905021006055,5.87493073085203,5.66988092298052,5.89440283426485
-4.4,6.2,16.4,5.2,-9.9,-3.3,6.5,-1.7,6.0137151560428,5.74300318780948,5.5683445037611,5.90263333340137
-1.6,10,21,9.5,-8,-0.5,8.9,0.8,5.80211837537706,5.4553211153577,5.21493575760899,5.53338948872752
0.6,13,24.3,12,-5.2,1.9,10.4,2.5,5.56068163101553,5.16478597392351,5.06890420222023,5.35185813347607
-3.8,5.7,16.9,5.9,-9.6,-2.4,7.4,-1.1,6.15909538849193,5.81413053182507,5.46383180502561,6.00388706710654
-1.6,9.7,21,9.2,-7.5,-0.5,9,0.9,6.03548143252476,5.69035945432406,5.39362754635236,5.8348107370626
-1.6,10,21.1,9.6,-7.9,-0.5,9,0.9,5.79909265446053,5.47227067367148,5.23110861685459,5.54517744447956
-3.6,7.8,18.4,6.5,-9,-2.3,7.5,-0.7,5.95324333428778,5.63121178182137,5.48893772615669,5.82600010738045
-3.4,7.2,18.3,7.1,-8.7,-1.8,7.5,-0.4,6.18001665365257,5.89715386763674,5.59842195899838,5.89440283426485
-2.7,7.5,18.6,7.4,-8.5,-1.3,8.3,-0.1,6.04025471127741,5.6970934865054,5.40267738187228,5.87773578177964
-4.1,5.5,16.7,5.9,-10.1,-3.4,5.6,-1.7,6.29710931993394,5.98393628068719,5.64190707093811,5.9427993751267
-4.5,4.8,16.1,5.2,-10.4,-3.2,6.5,-2.1,6.00388706710654,5.65948221575962,5.40717177146012,5.78689738136671
-5.5,3,14.2,3.8,-10.8,-3.9,5.7,-2.7,6.40357419793482,6.00388706710654,5.53338948872752,6.16541785423142
-3.3,7.9,18.8,6.8,-9.1,-2,7.5,-0.7,6.06378520868761,5.4971682252932,5.40717177146012,5.8171111599632
-2.7,8.3,18.9,7.4,-8.4,-1.4,8,-0.2,5.93224518744801,5.54126354515843,5.39362754635236,5.73979291217923
-6.2,3.3,13.1,2.2,-11.9,-5.4,4.6,-4.2,6.45047042214418,5.94542060860658,5.73334127689775,6.20859002609663
-3,7.3,18.2,7.3,-9.3,-2,7.5,-0.7,6.10479323241498,5.81413053182507,5.5834963087817,5.86929691313377
-3.1,9,19.7,7.3,-8.7,-1.6,7.6,-0.4,6.11589212548303,5.54907608489522,5.45958551414416,5.8805329864007
-1.6,10.3,21,8.9,-7.8,-0.8,8.3,0.5,5.74300318780948,5.36597601502185,5.34710753071747,5.5834963087817
-0.6,12.2,23.4,10.4,-6.1,0.7,9.4,1.9,5.66642668811243,5.22035582507832,5.27811465923052,5.43372200355424
-3.3,7.7,17.6,6.3,-9.5,-2.7,6.9,-1.2,5.97635090929793,5.59098698051086,5.4971682252932,5.84932477994686
-2,10.6,21.6,8.8,-7.7,-0.8,8.3,0.5,5.94803498918065,5.34233425196481,5.33753807970132,5.67675380226828
-3.3,8.3,18.6,6.7,-9.2,-2.3,6.9,-1,6.12029741895095,5.60947179518496,5.51342874616498,5.91079664404053
-4.4,6.3,16.2,5,-10.2,-3.5,5.9,-2.1,6.22851100359118,5.71702770140622,5.5683445037611,6.02586597382531
-2.3,10,20.9,8.2,-8.2,-1.2,7.9,0.1,6.0282785202307,5.4249500174814,5.38449506278909,5.76519110278484
-2.4,10,21.5,8.7,-8.3,-0.7,8.3,0.4,5.92692602597041,5.20948615284142,5.28826703069454,5.62762111369064
-1.3,11.7,23.1,10.2,-7.2,0.4,9.1,1.4,5.74939298590825,5.08759633523238,5.18178355029209,5.44673737166631
-2.9,8.4,19.8,8.2,-10.8,-2.1,7.5,-1.3,5.40717177146012,5.14166355650266,5.09375020080676,5.18738580584075
-4.1,6.4,17.9,6.4,-11,-2.8,7,-1.9,5.42934562895444,5.0998664278242,5.08140436498446,5.17614973257383
-4.9,6.8,18.5,6.8,-12.6,-3.6,5.8,-3,5.24174701505964,4.95582705760126,5.14166355650266,5.06259503302697
-3.6,8.5,20.3,8.4,-12.3,-2.9,6.1,-2.6,5.0998664278242,4.77912349311153,5.06890420222023,4.91998092582813
-3.6,7.3,18.8,7.7,-12.7,-3.6,5.9,-2.8,5.34710753071747,5.17048399503815,5.2257466737132,5.18738580584075
-2.7,8.9,20.7,9.1,-11.6,-2.5,6.7,-1.9,5.57215403217776,5.27299955856375,5.39362754635236,5.37527840768417
-3.5,7.4,18.9,7.8,-12.6,-3.5,6,-2.7,5.38449506278909,5.23110861685459,5.27299955856375,5.23110861685459
-0.1,13,23.7,11.9,-6.6,0.9,8.7,1.6,5.74620319054015,4.93447393313069,4.70048036579242,5.59471137960184
-1.1,8.7,19,8.8,-8.7,-2.3,6.2,-0.5,5.82894561761021,5.15329159449778,4.83628190695148,5.78996017089725
-2,6.7,16.5,7,-9.1,-3.4,5.2,-1.4,6.04500531403601,5.36597601502185,4.96284463025991,5.93489419561959
-2.4,5.4,14.9,6,-8.9,-3.7,5,-1.6,6.19236248947487,5.64544689764324,5.29831736654804,6.02102334934953
-1.4,8.1,18.4,8.1,-7.5,-2,6.4,-0.2,5.97635090929793,5.27299955856375,4.91998092582813,5.8636311755981
-3.8,10,20.9,7.8,-11.3,-2,7.4,-1.4,5.66988092298052,4.87519732320115,5.05624580534831,5.46383180502561
-3.5,6.9,17.9,6.5,-10.7,-2.7,7.1,-1.3,5.84932477994686,5.33271879326537,5.4380793089232,5.75890177387728
-1.5,12.1,23.4,9.8,-8.3,0.1,9.8,1.2,5.56068163101553,5.00394630594546,5.23644196282995,5.4380793089232
-4.2,7.1,17.7,5.9,-10.5,-2.5,7,-1.4,6.1779441140506,5.56068163101553,5.4553211153577,6.00388706710654
-4.2,8.1,19.4,7.2,-13,-3.6,5.6,-3.1,5.15329159449778,4.96284463025991,5.33271879326537,5.04985600724954
-3.6,7.1,18.5,7.5,-12.6,-3.6,6,-2.7,5.48893772615669,5.34233425196481,5.34233425196481,5.32787616878958
-2.7,9,20.6,9.1,-12.1,-2.8,6.4,-2.3,5.23644196282995,4.93447393313069,5.01727983681492,5.10594547390058
-2.6,9.2,20.8,9.3,-12,-2.7,6.4,-2.2,5.31320597904179,4.99721227376411,5.05624580534831,5.13579843705026
-3,8.6,20.2,8.7,-12.1,-2.9,6.3,-2.4,5.32300997913841,5.01727983681492,5.09375020080676,5.16478597392351
-3.6,7.3,18.9,7.7,-12.6,-3.6,6,-2.7,5.30330490805908,5.15905529921453,5.24174701505964,5.16478597392351
-3.6,7.4,18.9,7.8,-12.7,-3.5,5.9,-2.7,5.34233425196481,5.18178355029209,5.23644196282995,5.18738580584075
-3.7,7.3,18.8,7.7,-12.7,-3.6,5.9,-2.8,5.11799381241676,5.03695260241363,5.11198778835654,5.03695260241363
-1.8,10.3,22.1,10.2,-11.1,-1.8,7.1,-1.5,5.49306144334055,5.14166355650266,5.32787616878958,5.28320372873799
-2.1,9.9,21.7,9.9,-11.3,-2,7,-1.7,5.5683445037611,5.22035582507832,5.37527840768417,5.35658627467201
-2,9.9,21.7,9.9,-11.2,-2,7,-1.6,5.52545293913178,5.18178355029209,5.35185813347607,5.32787616878958
-2,10,21.8,10,-11.2,-1.9,7,-1.6,5.44673737166631,5.15329159449778,5.33271879326537,5.30330490805908
-2.6,9.1,20.8,9.2,-11.9,-2.6,6.5,-2.2,5.47227067367148,5.10594547390058,5.13579843705026,5.25749537202778
-2.6,9.1,20.7,9.2,-12,-2.7,6.5,-2.2,5.35185813347607,5.02388052084628,5.06259503302697,5.16478597392351
-1.9,10.1,21.9,10,-11.2,-1.9,7.1,-1.6,5.57215403217776,5.23110861685459,5.34710753071747,5.40267738187228
-2,10,21.7,9.9,-11.2,-2,7,-1.6,5.64190707093811,5.26785815906333,5.36129216570943,5.46383180502561
-2,10,21.8,9.9,-11.2,-2,7,-1.6,5.56068163101553,5.20948615284142,5.36597601502185,5.35185813347607
-1.9,10.1,21.9,10,-11.2,-1.9,7,-1.6,5.52942908751142,5.18738580584075,5.35185813347607,5.35185813347607
-2.5,9.2,21,9.3,-11.5,-2.3,6.7,-1.8,5.50938833662798,5.23110861685459,5.37063802812766,5.35185813347607
-2,10,21.7,9.9,-11.2,-2,7,-1.6,5.59842195899838,5.26269018890489,5.36597601502185,5.40717177146012
-2.4,9.4,21.1,9.4,-11.4,-2.3,6.8,-1.8,5.65599181081985,5.31320597904179,5.40717177146012,5.4510384535657
-2.3,9.6,21.3,9.6,-11.3,-2.1,6.9,-1.7,5.63835466933375,5.29330482472449,5.3890717298165,5.44241771052179
-1.9,10.2,22,10.1,-11.1,-1.9,7.1,-1.6,5.49306144334055,5.15329159449778,5.33271879326537,5.30330490805908
-2.4,9.4,21.2,9.5,-11.4,-2.2,6.9,-1.8,5.64897423816121,5.31320597904179,5.41610040220442,5.43372200355424
-3.6,7.4,18.9,7.8,-12.7,-3.6,5.9,-2.8,5.26269018890489,5.0998664278242,5.18178355029209,5.11799381241676
-5.6,5.4,17,5.6,-13.1,-4.4,5.1,-3.5,5.4971682252932,5.18178355029209,5.31811999384422,5.26269018890489
-5.2,6.2,16.3,4.7,-12.5,-4,5.7,-3.1,6.1527326947041,5.52545293913178,5.65948221575962,5.96100533962327
-2.8,7.7,18.7,7.7,-8.8,-1.7,8.1,-0.1,5.79301360838414,5.4553211153577,5.23644196282995,5.56068163101553
5.2,12.9,21.7,13,-0.1,3.7,10.8,5.1,6.3456363608286,5.69035945432406,5.14166355650266,6.14203740558736
4.5,12.8,21.5,12.7,0,3.9,10.8,5.3,6.51471269087253,5.92958914338989,5.4510384535657,6.3491389913798
3.7,10.8,19.7,11.8,-1.1,2.1,8.7,4.2,6.70686233660275,6.25766758788264,5.37063802812766,6.68085467879022
3.8,11.7,20.9,12.3,-0.8,2.4,9.1,4.3,6.86380339145295,6.16751649088834,5.31320597904179,6.69579891705849
4,12.2,21.3,12.6,-0.6,2.7,9.2,4.4,6.83840520084734,6.12905021006055,5.27811465923052,6.65801104587075
1.5,5.3,15.2,8.5,-5,-1.6,6.5,1.9,6.9782137426307,6.17586727010576,5.46806014113513,6.78897174299217
2.5,8.1,17.8,10.2,-2.8,0.4,7.8,3.2,6.83947643822884,6.11589212548303,5.37063802812766,6.69826805411541
3.7,10.5,19.6,11.8,-0.8,2.3,8.8,4.3,6.65286302935335,6.16120732169508,5.40267738187228,6.64118216974059
2.6,8.1,17.6,10.2,-2.8,0.5,7.6,3.1,6.81014245011514,6.18414889093748,5.3890717298165,6.74758652682932
2.2,7,16.4,9.4,-3.9,-0.7,6.5,2.2,7.48829351515943,6.87109129461055,5.75890177387728,7.18538701558042
2.9,8.8,18.1,10.7,-2.4,0.8,7.7,3.3,6.90875477931522,6.37672694789863,5.39362754635236,6.79122146272619
2.1,7.1,17,9.6,-3.7,-0.4,7.3,2.6,7.05617528410041,6.31354804627709,5.4553211153577,6.82871207164168
4,11.7,20.5,12.4,-0.7,2.6,9.2,4.5,6.80461452006262,6.16120732169508,5.29330482472449,6.6631326959908
3.8,10.4,19.5,11.7,-1.5,1.7,8.5,3.9,7.08673793451058,6.4393503711001,5.4553211153577,6.86484777797086
3.4,10.7,19.9,11.7,-1.4,1.9,8.8,4,6.82110747225646,6.12468339089421,5.31320597904179,6.67329796776765
3.4,10.7,20.1,11.8,-1.3,1.9,8.7,4,6.87832646829133,6.15909538849193,5.31811999384422,6.69332366826995
5.1,11.6,19,12.3,0.2,3.1,9.3,5.1,7.05012252026906,6.51323011091231,5.5834963087817,6.83947643822884
3.9,10,18.1,11.2,-1.2,1.8,8.4,4,7.19067603433221,6.62936325343745,5.64544689764324,6.94793706861497
4.6,10.6,19.1,12,-1.1,1.8,8.9,4.2,7.40549566319947,6.76734312526539,5.97635090929793,7.31055015853442
4,10,18.6,11.5,-1.7,1.3,8.4,3.8,7.46336304552002,6.91174730025167,6.07534603108868,7.26542972325395
6,12.2,19.9,13.4,0.6,3.6,10.1,5.5,7.3356339819272,6.84161547647759,5.96100533962327,7.24422751560335
3.4,11.1,19.7,11.6,-1.3,2.5,9.3,4.3,6.51025834052315,5.79605775076537,5.30826769740121,6.32256523992728
4.5,12.4,20.2,12.2,0.5,4.2,10.5,5.6,6.26530121273771,5.78996017089725,5.48479693349065,6.41345895716736
3.3,10.9,19.2,11.2,-0.6,3,9.8,4.9,6.52502965784346,5.84643877505772,5.42934562895444,6.2841341610708
3.4,11.1,19.5,11.4,-0.7,2.9,9.5,4.7,6.55393340402581,5.85507192220243,5.37063802812766,6.33859407820318
2.2,9.1,18,9.9,-3.1,1.1,8.3,3.3,6.94793706861497,6.21060007702465,5.4510384535657,6.48157712927643
4.4,12.4,20.7,12.1,0.2,4.1,10.7,5.5,6.63068338564237,6.1463292576689,5.57215403217776,6.51619307604296
2.2,10.3,19,10.3,-2.2,1.9,9.2,3.8,6.7900972355139,6.20657592672493,5.73657229747919,6.56526497003536
3,10.5,19.2,10.8,-2.9,1.3,9.1,3.5,6.83733281468559,6.32435896238131,5.78382518232974,6.61204103483309
4.8,12.5,21.7,12.8,0.1,4.1,11.2,5.6,6.23048144757848,6.1527326947041,5.63478960316925,6.23832462503951
2.2,9.8,18.4,10,-3.3,1,8.5,3,7.01211529430638,6.53813982376767,5.73009978297357,6.75576892198425
3.6,11.9,20.3,11.5,-0.3,3.8,10.4,5.2,6.89669433162271,6.53524127101366,5.57594910314632,6.61740297797448
-0.2,8.5,18.4,9.3,-6.3,-1.3,7,0.9,6.34212141872115,5.62401750618734,5.09375020080676,6.10479323241498
0.1,8,17.8,9.1,-5.6,-1.1,7.1,1.1,6.76272950693188,6.11146733950268,5.50125821054473,6.4723462945009
2.6,10.9,20.5,11.4,-3,1.6,9.4,3.5,6.87212810133899,6.38519439899773,5.84643877505772,6.76503897678054
0,11.8,22.2,10.9,-5.8,0.7,8.4,1.8,6.12905021006055,5.43372200355424,4.95582705760126,5.9427993751267
-0.4,14,24.8,12.1,-6.1,2.2,9.5,2.3,5.85793315448346,4.89783979995091,4.75359019110636,5.83188247728352
-0.6,10.7,21.2,10.3,-7.7,-0.8,7.4,0.5,5.72031177660741,4.969813299576,4.71849887129509,5.605802066296
-0.4,11.9,22.4,11.1,-7,0.1,8.1,1.1,5.78074351579233,4.99043258677874,4.72738781871234,5.63478960316925
-0.4,10.9,21.4,10.5,-7.2,-0.4,7.6,0.7,6.16961073249146,5.42934562895444,5.01727983681492,5.97635090929793
-0.7,10,20.1,9.5,-7.4,-0.8,7.2,0.4,6.10702288774225,5.41164605185504,5.02388052084628,5.94017125272043
-0.6,12.1,22.6,10.7,-6.6,0.9,8.5,1.5,5.96870755998537,5.11198778835654,4.90527477843843,5.91079664404053
-0.2,11.8,22.1,10.7,-6.8,0.1,8.2,1.2,5.75257263882563,4.98360662170834,4.77912349311153,5.62401750618734
-1,9,19.3,8.5,-7.8,-1.9,6.5,-0.3,5.81413053182507,5.04342511691925,4.79579054559674,5.64544689764324
-0.4,11,21.4,10,-7.1,-0.7,7.6,0.7,5.65948221575962,4.89034912822175,4.75359019110636,5.53338948872752
