PlotNumber,SiteUnit
BOR035,BWBSdk   /110
BOR034,BWBSdk   /110
BOR033,BWBSmk   /Ws15
BOR032,BWBSdk   /Wb09
BOR031,BWBSdk   /101
BOR027,BWBSdk   /102
BOR026,BWBSdk   /110
BOR025,BWBSdk   /104
BOR024,BWBSdk   /Wb09
BOR023,BWBSdk   /Wm01
BOR022,BWBSdk   /101
BOR021,BWBSdk   /103
BOR020,BWBSdk   /Ro51
BOR019,BWBSdk   /103
BOR015,BWBSdk   /103
BOR006,BWBSdk   /103
BOR005,BWBSdk   /110
AT20,BWBSdk   /102
AT19,BWBSdk   /101
AT18,BWBSdk   /104
AT17,BWBSdk   /104
AT16,BWBSdk   /102
AT15,BWBSdk   /103
AT14,BWBSdk   /103
AT13,BWBSdk   /101
AT12,BWBSdk   /101
AT11,BWBSdk   /103
AT105,BWBSdk   /110
AT10,BWBSdk   /101
AT05,BWBSdk   /101
AT04,BWBSdk   /102
AT03,BWBSdk   /Ws15
AT02,BWBSdk   /102
AT01,BWBSdk   /101
AT005,BWBSdk   /Ga02
AT 004,BWBSdk   /Ga02
9901641,BWBSmw   /111
9901638,BWBSmw   /104
9806089,BWBSmw   /Wf02
9806088,BWBSmw   /Wf01
9806087,BWBSmw   /Wf01
9800326,BWBSmk   /101
9800302,BWBSmw   /Wf02
98--142,BWBSdk   /104
98--141,BWBSdk   /104
98--140,BWBSdk   /104
98--139,BWBSdk   /104
98--128,BWBSdk   /104
98--127,BWBSdk   /104
98--125,BWBSdk   /104
98--124,BWBSdk   /104
97--190,BWBSwk 1 /111
97--189,BWBSwk 1 /102
97--188,BWBSwk 1 /104
97--187,BWBSwk 1 /104
97--183,BWBSwk 1 /102
97--182,BWBSwk 1 /104
97--181,BWBSwk 1 /111
97--180,BWBSwk 1 /104
97--179,BWBSmw   /104
97--175,BWBSmw   /Wb09
97--174,BWBSmw   /111
97--171,BWBSmw   /104
97--170,BWBSmk   /104
97--169,BWBSmk   /104
97--168,BWBSmk   /104
97--167,BWBSmk   /101
97--166,BWBSmk   /104
97--164,BWBSmk   /104
97--163,BWBSmk   /104
97--162,BWBSmk   /104
97--161,BWBSwk 3 /103
97--159,BWBSmk   /Wb03.2
97--157,BWBSwk 3 /103
97--156,BWBSmk   /104
97--153,BWBSwk 3 /103
97--152,BWBSmk   /104
97--150,BWBSmk   /104
97--149,BWBSmk   /104
97--148,BWBSmk   /104
97--147,BWBSmk   /Wb06
97--146,BWBSmk   /Wb03.2
97--145,BWBSmk   /104
97--144,BWBSmk   /104
97--142,BWBSmk   /Wb03.2
97--141,BWBSmk   /104
97--134,BWBSmk   /Wb03.1
97--133,BWBSmk   /Wb06
97--132,BWBSmk   /104
97--131,BWBSmk   /104
97--128,BWBSmk   /Wb03.2
97--125,BWBSmk   /Wb03.1
97--124,BWBSmk   /104
97--123,BWBSmk   /104
97--122,BWBSmk   /Wb03.2
97--119,BWBSmk   /104
97--118,BWBSmk   /104
97--117,BWBSmk   /101
97--115,BWBSmk   /104
97--114,BWBSmk   /104
97--113,BWBSmk   /101
97--112,BWBSmk   /104
97--095,BWBSmk   /104
97--092,BWBSmk   /104
97--087,BWBSdk   /104
97--085,BWBSdk   /104
97--079,BWBSdk   /104
97--078,BWBSdk   /104
97--075,BWBSdk   /104
97--071,BWBSdk   /Wb09
97--070,BWBSdk   /104
97--069,BWBSdk   /101
97--065,BWBSdk   /104
97--064,BWBSdk   /104
97--062,BWBSdk   /104
97--052,BWBSdk   /101
97--046,BWBSdk   /104
97--044,BWBSdk   /Wb09
97--043,BWBSdk   /104
97--039,BWBSdk   /Wb09
97--035,BWBSdk   /Wb09
969482,BWBSdk   /Wm01
96677,BWBSdk   /111
966766,BWBSdk   /111
966761,BWBSdk   /112
966760,BWBSdk   /111
966759,BWBSdk   /104
966757,BWBSdk   /104
966756,BWBSdk   /Wb09
966755,BWBSdk   /104
966754,BWBSdk   /111
966752,BWBSdk   /101
966751,BWBSdk   /111
966738,BWBSdk   /104
966713,BWBSdk   /Wf08
966694,BWBSdk   /Fl03
966693,BWBSdk   /Wf05
966692,BWBSdk   /Wb09
966656,BWBSdk   /Wm01
966648,BWBSdk   /101
966625,BWBSdk   /112
966602,BWBSdk   /103
966592,BWBSdk   /Wf08
966558,BWBSdk   /104
966193,BWBSdk   /101
9654097,BWBSdk   /103
9651149,BWBSdk   /Wm01
9651144,BWBSdk   /Wf11
9651142,BWBSmk   /Wf02
9651137,BWBSmk   /Wf02
9651135,BWBSmk   /Wf01
9651118,BWBSdk   /Fl03
9650179,BWBSwk 1 /101
964098,BWBSdk   /101
964091,BWBSdk   /110
964085,BWBSdk   /101
964083,BWBSdk   /103
964078,BWBSdk   /103
9632407,BWBSmk   /Wb03.2
9628773,BWBSmk   /Ws14
9628766,BWBSmk   /Fl05
9628765,BWBSmk   /Ws14
9628747,BWBSmk   /Wf02
9628746,BWBSmk   /Ws14
9628745,BWBSmk   /Wb03.1
9628744,BWBSmk   /Wb14
9628743,BWBSmk   /Wb03.1
9628742,BWBSmk   /Wb06
9628741,BWBSmk   /Wb14
9628740,BWBSmk   /Wb03.1
9628739,BWBSmk   /Ws14
9628738,BWBSmk   /Wb03.2
9628737,BWBSmk   /Wb06
9628736,BWBSmk   /Ws14
9628735,BWBSmk   /Wm01
9628734,BWBSmk   /Wb03.2
9628733,BWBSmk   /Wb03.1
9628732,BWBSmk   /Wb03.2
9628708,BWBSmk   /Wf02
9628707,BWBSdk   /Wb09
9628706,BWBSdk   /Wf03
9628705,BWBSmk   /Wm01
9628704,BWBSdk   /Wf09
9628703,BWBSmk   /Wm02
9628702,BWBSmk   /Fl03
9628701,BWBSmk   /Wb05
9628700,BWBSdk   /Wf11
9628699,BWBSmk   /Wm02
9628698,BWBSmk   /Wf05
9628697,BWBSdk   /Ws05
9628696,BWBSdk   /Wf08
9628695,BWBSdk   /Wf08
9628694,BWBSmk   /Wf02
9628693,BWBSmk   /Wf05
9628692,BWBSdk   /Wf11
9628691,BWBSdk   /Wf07
9628581,BWBSdk   /101
9628580,BWBSdk   /101
9628577,BWBSdk   /101
9628567,BWBSdk   /Wm01
9628564,BWBSdk   /103
9628563,BWBSdk   /103
9628562,BWBSdk   /101
9628561,BWBSdk   /112
9628560,BWBSdk   /Wf14
9628551,BWBSdk   /Ro51
9628550,BWBSdk   /101
9628546,BWBSdk   /101
9628545,BWBSdk   /101
9628544,BWBSdk   /101
9628543,BWBSdk   /101
9628542,BWBSdk   /101
9628541,BWBSdk   /102
9628538,BWBSdk   /112
9628537,BWBSdk   /Fl01
9628536,BWBSdk   /112
9628535,BWBSdk   /Ga02
9628534,BWBSdk   /Wm01
9628533,BWBSdk   /102
9628532,BWBSdk   /111
9628530,BWBSdk   /101
9628528,BWBSdk   /111
9628527,BWBSdk   /Wm01
9628526,BWBSdk   /Fl03
9628525,BWBSdk   /101
9628520,BWBSdk   /Wf14
9628519,BWBSdk   /112
9628518,BWBSdk   /103
9628517,BWBSdk   /101
9628511,BWBSdk   /101
9628504,BWBSdk   /Wm02
9628503,BWBSdk   /Fl01
9628501,BWBSdk   /Wm02
9628348,BWBSmk   /101
9628347,BWBSmk   /Ws14
9628346,BWBSmk   /Wb03.1
9628342,BWBSmk   /Wb03.1
9628339,BWBSmk   /111
9628338,BWBSmk   /Wb03.1
9628337,BWBSmk   /Wf02
9628335,BWBSmk   /Wb03.2
9628330,BWBSmk   /Wf18
9628327,BWBSmk   /101
9628324,BWBSmk   /101
9628323,BWBSmk   /Ws15
9628320,BWBSmk   /Wb03.1
9628314,BWBSmk   /101
9628313,BWBSmk   /110
9628310,BWBSmk   /Ws14
9628308,BWBSmk   /104
9628305,BWBSmk   /101
9628304,BWBSmk   /101
9628301,BWBSmk   /Wb03.2
9628300,BWBSmk   /Ws14
9628299,BWBSmk   /Wm15
9628298,BWBSmk   /Wm01
9628296,BWBSmk   /111
9628295,BWBSmk   /111
9628293,BWBSmk   /101
9628291,BWBSmk   /104
9628290,BWBSmk   /101
9628287,BWBSmk   /Wb03.1
9628285,BWBSmk   /Wb03.1
9628284,BWBSmk   /101
9628273,BWBSmk   /Wb03.1
9628264,BWBSmk   /Ws07
9628260,BWBSmk   /Ws14
9628149,BWBSmk   /Wm01
9628146,BWBSmk   /104
9628145,BWBSmk   /Wm15
9628144,BWBSmk   /Wb03.1
9628143,BWBSmk   /101
9628140,BWBSmk   /Wb06
9628139,BWBSmk   /Wb03.1
9628137,BWBSmk   /Wb03.1
9628132,BWBSmk   /104
9628131,BWBSmk   /Wb14
9628130,BWBSmk   /101
9628129,BWBSmk   /101
9628128,BWBSmk   /Wm15
9628126,BWBSmk   /Wm15
9628124,BWBSmk   /Wb06
9628120,BWBSmk   /101
9628118,BWBSmk   /Wf18
9628117,BWBSmk   /Wb03.2
9628116,BWBSmk   /Wb03.1
9628115,BWBSmk   /104
9628114,BWBSmk   /111
9628113,BWBSmk   /Wb03.1
9628112,BWBSmk   /104
9626989,BWBSdk   /104
9626987,BWBSdk   /103
9626984,BWBSdk   /104
9626983,BWBSdk   /Wb09
9626891,BWBSmk   /103
9626619,BWBSmw   /103
962457,BWBSdk   /110
9624497,BWBSdk   /102
9624495,BWBSdk   /Ro51
9624493,BWBSdk   /Ro51
9624478,BWBSdk   /110
9624477,BWBSdk   /104
9624472,BWBSdk   /102
9624471,BWBSdk   /104
9624470,BWBSdk   /104
9624469,BWBSdk   /Wf02
962441,BWBSdk   /104
962440,BWBSdk   /101
962438,BWBSdk   /104
962418,BWBSdk   /Wb09
9623986,BWBSmk   /Wb03.1
9623773,BWBSmk   /110
9623767,BWBSmk   /112
9623766,BWBSmk   /Wf18
9623762,BWBSmk   /101
962376,BWBSdk   /Ro51
962369,BWBSdk   /Wb09
9623683,BWBSmk   /104
962367,BWBSdk   /Wm01
962366,BWBSdk   /Wm01
9623600,BWBSmk   /104
9621450,BWBSmk   /110
9621449,BWBSmk   /101
9621438,BWBSmk   /101
9621437,BWBSmk   /112
9621424,BWBSmk   /Wb06
9621418,BWBSmk   /Wf02
9621402,BWBSmk   /Wb09
9621265,BWBSmk   /112
9621187,BWBSwk 3 /102
9621145,BWBSmk   /Wb03.1
9621142,BWBSmk   /Wb03.1
9621135,BWBSwk 3 /103
9620756,BWBSmk   /110
9620656,BWBSmk   /Wb03.1
9620649,BWBSmk   /101
9619873,BWBSdk   /102
9619870,BWBSdk   /103
9615448,BWBSdk   /102
9615440,BWBSdk   /104
9615334,BWBSdk   /103
9612293,BWBSmk   /104
9612289,BWBSmk   /112
92MK76,BWBSmk   /101
92MK74,BWBSmk   /110
92MK72,BWBSmk   /104
92MK70,BWBSmk   /101
92MK69,BWBSmk   /103
92MK68,BWBSmk   /111
92MK66,BWBSmk   /111
92MK59,BWBSmk   /102
92MK58,BWBSmk   /103
92MK51,BWBSmk   /111
92MK49,BWBSmk   /101
92MK48,BWBSmk   /103
92MK46,BWBSmk   /101
92MK44,BWBSmk   /101
92MK36,BWBSmk   /104
92MK35,BWBSmk   /112
92MK32,BWBSmk   /Gb52
92MK29,BWBSmk   /104
92MK26,BWBSmk   /101
92MK25,BWBSmk   /111
92MK24,BWBSmk   /104
92MK23,BWBSmk   /104
92MK22,BWBSmk   /104
92MK21,BWBSmk   /101
92MK20,BWBSmk   /112
92MK18,BWBSmk   /101
92MK12,BWBSmk   /101
92MK11,BWBSmk   /101
92MK10,BWBSmk   /110
92MK03,BWBSmk   /Gb52
92MK01,BWBSmk   /111
9103031,BWBSmw   /Wb09
9103018,BWBSmw   /112
8900495,BWBSdk   /Wm01
8900355,BWBSmw   /112
8900343,BWBSmw   /Wb01
8900322,BWBSmw   /Wb01
8900321,BWBSmw   /112
87PC18,BWBSdk   /101
8717585,BWBSdk   /104
8717582,BWBSdk   /101
86DYG02,BWBSdk   /103
86DYG01,BWBSdk   /110
8630475,BWBSmw   /112
8630286,BWBSdk   /101
8630281,BWBSdk   /101
8630279,BWBSdk   /101
8630278,BWBSdk   /104
8630234,BWBSdk   /101
8630231,BWBSdk   /103
8630197,BWBSmw   /110
8630188,BWBSmw   /101
8630181,BWBSwk 2 /111
8630180,BWBSwk 2 /111
8630178,BWBSwk 2 /101
8630177,BWBSmw   /101
8630176,BWBSwk 2 /104
8630174,BWBSwk 2 /102
8630163,BWBSmw   /104
8630160,BWBSmk   /101
8630159,BWBSmk   /104
8630158,BWBSmk   /110
8630155,BWBSmk   /101
8630152,BWBSmk   /104
8630151,BWBSmk   /104
8630150,BWBSmw   /111
8630149,BWBSmk   /104
8630148,BWBSmw   /111
8630147,BWBSmk   /102
8630146,BWBSmk   /101
8630145,BWBSmk   /104
8630144,BWBSmk   /104
8630142,BWBSmk   /Wb03.1
8630141,BWBSmk   /104
8630140,BWBSmk   /101
8630137,BWBSmk   /101
8630135,BWBSmw   /111
8630132,BWBSmw   /101
8630131,BWBSmw   /101
8630130,BWBSmw   /101
8630103,BWBSwk 2 /103
8630102,BWBSwk 2 /101
8630101,BWBSwk 2 /101
8529785,BWBSdk   /103
8529784,BWBSdk   /102
8529783,BWBSdk   /101
8529782,BWBSdk   /102
8529781,BWBSdk   /104
8529780,BWBSdk   /104
8529779,BWBSdk   /101
8529778,BWBSdk   /101
8529777,BWBSdk   /101
8529766,BWBSdk   /Wb09
8529744,BWBSdk   /101
8529722,BWBSdk   /104
8529719,BWBSdk   /103
8529717,BWBSdk   /104
8529715,BWBSdk   /102
8529709,BWBSdk   /104
8529694,BWBSmw   /111
8529690,BWBSwk 2 /110
8529688,BWBSmw   /103
8529687,BWBSmw   /101
8529686,BWBSwk 2 /104
8529685,BWBSmw   /103
8529683,BWBSmw   /101
8529682,BWBSwk 2 /101
8529681,BWBSmw   /104
8529680,BWBSwk 2 /104
8529679,BWBSwk 2 /103
8529678,BWBSwk 2 /104
8529676,BWBSwk 2 /111
8529675,BWBSwk 2 /111
8529673,BWBSwk 2 /103
8529672,BWBSwk 2 /103
8529671,BWBSwk 2 /103
8529670,BWBSwk 2 /111
8529666,BWBSmw   /101
8529665,BWBSmw   /104
8529664,BWBSmw   /101
8529662,BWBSmw   /104
8529659,BWBSmw   /104
8529657,BWBSmw   /103
8529656,BWBSmw   /103
8529652,BWBSmw   /101
8529650,BWBSmw   /111
8529649,BWBSwk 2 /111
8529648,BWBSmw   /101
8529647,BWBSmw   /103
8529646,BWBSmw   /111
8529641,BWBSmw   /101
8529640,BWBSmw   /104
8529638,BWBSmw   /112
8529637,BWBSmw   /103
8529634,BWBSwk 2 /104
8529632,BWBSwk 2 /101
8529628,BWBSmw   /104
8529626,BWBSmw   /104
8529623,BWBSmw   /Wb09
8529622,BWBSmw   /101
8529618,BWBSwk 1 /111
8529617,BWBSmw   /104
8529610,BWBSmw   /111
8529606,BWBSwk 1 /104
8529603,BWBSmw   /111
8529578,BWBSmw   /103
8529576,BWBSmw   /111
8529565,BWBSmw   /101
8529561,BWBSmw   /111
8529558,BWBSmw   /104
8529551,BWBSwk 1 /104
8529548,BWBSmw   /104
8529544,BWBSwk 1 /102
8529543,BWBSwk 1 /104
8529541,BWBSwk 1 /101
8529520,BWBSmw   /104
8529519,BWBSmw   /101
8529514,BWBSmw   /103
8529505,BWBSmw   /104
8529504,BWBSmw   /103
8529501,BWBSmw   /101
8529489,BWBSwk 2 /104
8529487,BWBSmw   /103
8529486,BWBSmw   /111
8529484,BWBSmw   /103
8529483,BWBSmw   /111
8529482,BWBSmw   /103
8529481,BWBSmw   /112
8529480,BWBSwk 2 /103
8529479,BWBSwk 2 /102
8529478,BWBSwk 2 /101
8529477,BWBSwk 2 /104
8529476,BWBSwk 2 /104
8529474,BWBSmw   /104
8529473,BWBSmw   /101
8529471,BWBSmw   /111
8529470,BWBSwk 2 /104
8529468,BWBSwk 2 /104
8529467,BWBSwk 2 /104
8529465,BWBSmw   /104
8529464,BWBSmw   /110
8529463,BWBSmw   /111
8529461,BWBSmw   /101
8529460,BWBSmw   /Wb09
8529455,BWBSmw   /103
8529454,BWBSmw   /111
8529453,BWBSmw   /111
8529451,BWBSmw   /111
8529450,BWBSmw   /112
8529448,BWBSmw   /112
8529447,BWBSmw   /104
8529446,BWBSmw   /111
8529445,BWBSmw   /104
8529444,BWBSmw   /102
8529443,BWBSmw   /Wb09
8529441,BWBSmw   /101
8529439,BWBSmw   /103
8529438,BWBSwk 1 /104
8529436,BWBSmw   /103
8529435,BWBSmw   /110
8529434,BWBSmw   /103
8529432,BWBSmw   /103
8529429,BWBSmw   /103
8529428,BWBSmw   /104
8529427,BWBSmw   /110
8529426,BWBSmw   /Wb09
8529425,BWBSmw   /102
8529424,BWBSmw   /111
8529422,BWBSmw   /110
8529421,BWBSmw   /101
8529417,BWBSmw   /110
8529415,BWBSwk 1 /110
8529410,BWBSmw   /103
8529408,BWBSmw   /110
8529407,BWBSmw   /102
8529404,BWBSmw   /110
8529403,BWBSmw   /112
8529401,BWBSmw   /101
8528925,BWBSwk 2 /104
8528916,BWBSwk 2 /103
8528915,BWBSwk 2 /101
8528914,BWBSwk 2 /103
8428978,BWBSmw   /101
8428977,BWBSwk 2 /101
8428975,BWBSwk 2 /111
8428974,BWBSwk 2 /101
8428973,BWBSwk 2 /101
8428971,BWBSwk 2 /110
8428970,BWBSwk 2 /111
8428969,BWBSwk 2 /110
8428967,BWBSmw   /101
8428963,BWBSwk 2 /111
8428961,BWBSmw   /103
8428958,BWBSwk 2 /101
8428956,BWBSwk 2 /110
8428955,BWBSwk 2 /101
8428954,BWBSwk 2 /103
8428950,BWBSwk 2 /103
8428948,BWBSmw   /103
8428947,BWBSmw   /103
8428946,BWBSmw   /111
8428945,BWBSwk 2 /102
8428942,BWBSwk 2 /111
8428939,BWBSmw   /111
8428938,BWBSmw   /101
8428937,BWBSmw   /103
8428935,BWBSwk 2 /111
8428934,BWBSwk 2 /103
8416227,BWBSmw   /111
8416226,BWBSwk 2 /101
8416225,BWBSmw   /104
8416224,BWBSmw   /104
8416219,BWBSmw   /111
8416218,BWBSwk 2 /110
8416216,BWBSmw   /101
8416215,BWBSmw   /104
8416214,BWBSmw   /Wb09
8416213,BWBSmw   /101
8416211,BWBSmw   /101
8416167,BWBSmw   /101
8416166,BWBSmw   /111
8230694,BWBSmw   /Gg51
8230691,BWBSmw   /111
8230676,BWBSmw   /Gb51
8230669,BWBSmw   /101
8230665,BWBSmw   /Gg51
8230661,BWBSmw   /Wb06
8230657,BWBSmw   /111
8230650,BWBSmw   /111
8230643,BWBSmw   /101
8230639,BWBSmw   /Wb06
8230634,BWBSmw   /112
8230633,BWBSmw   /Gg51
8229784,BWBSdk   /102
8229776,BWBSdk   /103
8229771,BWBSdk   /103
8229770,BWBSdk   /101
8229769,BWBSdk   /103
8229768,BWBSdk   /103
8229735,BWBSdk   /104
8229734,BWBSdk   /102
8229725,BWBSdk   /102
8229724,BWBSdk   /101
8229723,BWBSdk   /110
8229718,BWBSdk   /Ro51
8229712,BWBSdk   /102
8229708,BWBSdk   /101
8229707,BWBSdk   /101
8229706,BWBSdk   /104
8229705,BWBSdk   /101
8229704,BWBSdk   /104
8229703,BWBSdk   /101
8229702,BWBSdk   /101
8229701,BWBSdk   /101
8225794,BWBSmw   /Gg51
8225791,BWBSmw   /Gg51
8225790,BWBSmw   /Gb51
8225788,BWBSmw   /Wb06
8225786,BWBSmw   /112
8225784,BWBSmw   /Wf18
8225782,BWBSmw   /112
8225781,BWBSmw   /Gg51
8225769,BWBSmw   /111
8225762,BWBSmw   /Gg51
8214470,BWBSdk   /101
8214458,BWBSdk   /Fl01
760918,BWBSmw   /Wb06
760906,BWBSwk 1 /Wb06
760814,BWBSwk 1 /Wb06
760788,BWBSmw   /Wf18
760732,BWBSmw   /Wb06
760727,BWBSwk 1 /Wf14
760724,BWBSmw   /Wb06
760697,BWBSmw   /Wb06
760660,BWBSmw   /Wb06
760648,BWBSmw   /Wf02
760641,BWBSmw   /Wb06
760624,BWBSmk   /Wb06
760615,BWBSmw   /Wb06
760484,BWBSwk 1 /Wb06
760465,BWBSmw   /Wb06
760214,BWBSmw   /Wf18
7601020,BWBSmw   /Ws15
706150,BWBSdk   /Wb09
604650,BWBSmk   /101
604550,BWBSmk   /104
604450,BWBSmk   /102
604350,BWBSdk   /101
604250,BWBSdk   /101
604050,BWBSmk   /101
603850,BWBSmk   /102
603650,BWBSmk   /101
603550,BWBSdk   /104
603450,BWBSmk   /101
603350,BWBSmk   /101
603250,BWBSmk   /101
603050,BWBSdk   /104
602950,BWBSdk   /104
602850,BWBSdk   /103
602750,BWBSdk   /102
602650,BWBSdk   /Ro51
602550,BWBSdk   /101
602450,BWBSdk   /104
602350,BWBSdk   /101
5770147,BWBSwk 1 /Wf02
5761048,BWBSmw   /104
5761040,BWBSmw   /Wb09
5760953,BWBSmw   /Wb05
5760940,BWBSmw   /103
5760917,BWBSwk 1 /104
5760897,BWBSmw   /104
5760896,BWBSmw   /Wb03.1
5760879,BWBSmw   /111
5760844,BWBSwk 1 /Wb06
5760843,BWBSwk 1 /104
5760842,BWBSwk 1 /104
5760841,BWBSwk 1 /104
5760814,BWBSwk 1 /Wb06
5760809,BWBSwk 1 /111
5760808,BWBSwk 1 /111
5760807,BWBSwk 1 /101
5760805,BWBSwk 1 /104
5760804,BWBSwk 1 /104
5760801,BWBSwk 1 /104
5760799,BWBSmw   /104
5760797,BWBSwk 1 /110
5760795,BWBSwk 1 /104
5760794,BWBSwk 1 /103
5760793,BWBSwk 1 /111
5760788,BWBSmw   /Wf18
5760765,BWBSmw   /111
5760762,BWBSwk 1 /104
5760760,BWBSwk 1 /110
5760759,BWBSwk 1 /103
5760755,BWBSwk 1 /Wb09
5760754,BWBSmw   /104
5760748,BWBSmw   /111
5760740,BWBSmw   /111
5760733,BWBSmw   /111
5760726,BWBSwk 1 /102
5760716,BWBSwk 1 /101
5760712,BWBSmw   /Wb05
5760711,BWBSmw   /101
5760710,BWBSwk 1 /101
5760709,BWBSwk 1 /110
5760707,BWBSwk 1 /112
5760706,BWBSwk 1 /101
5760702,BWBSwk 1 /104
5760698,BWBSwk 1 /104
5760691,BWBSmw   /Wb09
5760670,BWBSmw   /Wb09
5760663,BWBSwk 1 /104
5760661,BWBSmw   /101
5760646,BWBSmw   /104
5760637,BWBSmw   /Wb03.1
5760621,BWBSmw   /104
5760616,BWBSmw   /112
5760608,BWBSmw   /111
5760580,BWBSwk 1 /101
5760576,BWBSwk 1 /101
5760573,BWBSwk 1 /102
5760571,BWBSwk 1 /103
5760559,BWBSwk 1 /103
5760498,BWBSwk 1 /103
5760496,BWBSwk 1 /110
5760492,BWBSwk 1 /111
5760485,BWBSwk 1 /104
5760470,BWBSwk 1 /104
5760469,BWBSwk 1 /101
5760468,BWBSwk 1 /103
5760462,BWBSwk 1 /103
5760457,BWBSwk 1 /111
5760456,BWBSwk 1 /104
5760454,BWBSwk 1 /110
5760453,BWBSwk 1 /Wb09
5760451,BWBSwk 1 /104
5760450,BWBSmw   /104
5760449,BWBSmw   /111
5760407,BWBSwk 1 /104
5760405,BWBSwk 1 /102
5760265,BWBSmw   /Wb09
5760226,BWBSmw   /112
5760218,BWBSmw   /112
5760217,BWBSmw   /Wb09
5760184,BWBSmw   /101
5760168,BWBSmw   /Wb06
414382,BWBSdk   /Ro51
414182,BWBSdk   /101
414082,BWBSdk   /103
413550,BWBSmk   /101
413450,BWBSmk   /101
413350,BWBSmk   /104
413250,BWBSmk   /Wb06
413150,BWBSmk   /101
413050,BWBSmk   /101
412950,BWBSmk   /104
412750,BWBSmk   /101
412550,BWBSmk   /101
412450,BWBSmk   /111
412350,BWBSmk   /111
412050,BWBSmk   /102
407550,BWBSdk   /101
407450,BWBSdk   /101
407050,BWBSdk   /Gg51
406950,BWBSmk   /102
406850,BWBSmk   /Wb06
406750,BWBSmk   /104
406650,BWBSdk   /101
406150,BWBSdk   /104
402582,BWBSdk   /103
401782,BWBSdk   /Ro51
401682,BWBSdk   /Gg51
401382,BWBSdk   /101
399682,BWBSdk   /102
399382,BWBSdk   /Gg51
399282,BWBSdk   /Gg51
398982,BWBSdk   /101
398882,BWBSdk   /104
398682,BWBSdk   /101
398582,BWBSdk   /Gg51
398482,BWBSdk   /104
398282,BWBSdk   /101
398082,BWBSdk   /103
3881-79,BWBSmw   /Gb51
3880-79,BWBSmw   /Gb51
3847-79,BWBSmw   /Gg51
3846-79,BWBSmw   /Gg51
3845-79,BWBSmw   /Gg51
3832-79,BWBSmw   /Gb51
3-3002,BWBSmw   /Wf01
29384,BWBSmk   /104
29383,BWBSmk   /Wf02
29382,BWBSmk   /104
29379,BWBSmk   /111
29358,BWBSmk   /104
29353,BWBSmk   /101
29350,BWBSmk   /Fl06
29342,BWBSmk   /104
29340,BWBSmk   /Wf19
29339,BWBSmk   /Wf01
29338,BWBSmk   /Wf01
29332,BWBSmk   /104
29320,BWBSmk   /112
29318,BWBSmk   /Ro51
29317,BWBSmk   /Wf08
29316,BWBSmk   /Wf01
29315,BWBSmk   /Wm15
1976094,BWBSmk   /Wb03.1
1976093,BWBSmk   /Wb03.1
1976092,BWBSmk   /102
1976082,BWBSmk   /102
1976081,BWBSmk   /102
1976080,BWBSmk   /111
1976075,BWBSmk   /111
1976072,BWBSmk   /111
1976071,BWBSmk   /111
1976059,BWBSmk   /102
1976055,BWBSmk   /104
1976054,BWBSmk   /104
1976051,BWBSmk   /Wb09
1976046,BWBSmk   /Wb03.1
1976043,BWBSmk   /103
1976042,BWBSmk   /104
1976041,BWBSmk   /103
1976039,BWBSmk   /111
1976038,BWBSmk   /101
1976036,BWBSmk   /104
1976035,BWBSmk   /104
1976033,BWBSmk   /101
1976027,BWBSmk   /Wb09
1976025,BWBSmk   /111
1976024,BWBSmk   /104
1976023,BWBSwk 3 /103
1976022,BWBSmk   /111
1976021,BWBSmk   /111
1976019,BWBSmk   /101
1976018,BWBSmk   /104
1976017,BWBSmk   /104
1976010,BWBSmk   /104
1976009,BWBSmk   /104
1976006,BWBSmk   /104
1976005,BWBSmk   /104
1976001,BWBSmk   /104
13212,BWBSmk   /101
118480,BWBSdk   /104
117180,BWBSdk   /104
109280,BWBSdk   /Ws15
108980,BWBSdk   /101
106380,BWBSdk   /101
08-7327,BWBSdk   /Gg51
08-3378,BWBSdk   /111
08-3344,BWBSdk   /112
08-3325,BWBSdk   /111
08-3323,BWBSdk   /112
08-3315,BWBSdk   /112
04IW052,BWBSdk   /101
04IW051,BWBSdk   /104
04IW046,BWBSdk   /101
04IW040,BWBSmk   /Wb05
04IW019,BWBSdk   /101
04IW015,BWBSdk   /Wb09
03IR145,BWBSdk   /101
03IR141,BWBSdk   /110
03IR140,BWBSdk   /101
03IR038,BWBSdk   /Wf01
022348,BWBSmk   /110
021003,BWBSmk   /101
021002,BWBSmk   /101
02-1906,BWBSdk   /Gg51
02-1400,BWBSwk 3 /110
02-1398,BWBSwk 3 /110
02-1396,BWBSwk 3 /101
02-1395,BWBSwk 3 /101
02-1394,BWBSwk 3 /110
02-1393,BWBSwk 3 /102
02-1392,BWBSwk 3 /110
02-1391,BWBSwk 3 /101
02-1390,BWBSwk 3 /102
02-1389,BWBSwk 3 /103
02-1388,BWBSwk 3 /103
02-1387,BWBSwk 3 /102
02-1386,BWBSwk 3 /111
02-1385,BWBSwk 3 /103
02-1384,BWBSwk 3 /103
02-1383,BWBSwk 3 /101
02-1382,BWBSwk 3 /103
02-1381,BWBSwk 3 /101
02-1379,BWBSwk 3 /103
02-1378,BWBSwk 3 /103
02-1369,BWBSwk 3 /103
02-1367,BWBSwk 3 /101
02-1366,BWBSwk 3 /110
02-1365,BWBSwk 3 /101
02-1364,BWBSwk 3 /111
02-1363,BWBSwk 3 /103
02-1362,BWBSwk 3 /103
02-1360,BWBSwk 3 /103
02-1359,BWBSwk 3 /110
