"","bgc","ss_nospace","suitability","spp","newsuit","mod","outrange","PlotNumber","Species","TotalA","TotalB","NutrientRegime_clean","MoistureRegime_clean","Elevation","SlopeGradient","Aspect","MesoSlopePosition","Latitude","Longitude","SuccessionalStatus","StructuralStage","SiteUnit","newsuit_ord","TotalAB"
"5422","CWHws3","CWHws3/Fm50",NA,"Hw",1,"inputed",NA,"BB2B7","TSUGHET",84,17,"D",5,430,60,200,"MD",52.67055511,-127.21859741,"MEC","7",NA,"1",101
"5424","CWHvh3","CWHvh3/110",NA,"Ba",1,"inputed",NA,"BB1M7","ABIEAMA",45,19.5,"C",4,100,20,70,"LW",52.67555618,-129.07780456,"MEC","6",NA,"1",64.5
"5425","CWHvh2","CWHvh2/104",NA,"Hm",2,"inputed",NA,"BB1M52","TSUGMER",7,7,"C",4,400,50,50,"MD",52.30083465,-127.82440185,"MCC","7",NA,"2",14
"5426","CWHvh3","CWHvh3/105",NA,"Hm",3,"inputed",NA,"BB1M52","TSUGMER",7,7,"C",4,400,50,50,"MD",52.30083465,-127.82440185,"MCC","7",NA,"3",14
"5427","CWHvh3","CWHvh3/105",NA,"Ba",2,"inputed",NA,"BB1M52","ABIEAMA",2.5,2.5,"C",4,400,50,50,"MD",52.30083465,-127.82440185,"MCC","7",NA,"2",5
"5428","CWHvh3","CWHvh3/105",NA,"Ba",2,"inputed",NA,"BB1M5","ABIEAMA",22,0,"C",4,30,40,30,"MD",52.04999923,-128.05940246,"MCC","7",NA,"2",22
"5429","CWHvh2","CWHvh2/101",NA,"Tw",3,"inputed",NA,"BB1M46","TAXUBRE",0,0.5,"B",4,100,40,60,"MD",52.47750091,-127.91639709,"MCC","7",NA,"3",0.5
"5433","CWHvh3","CWHvh3/101",NA,"Ba",2,"inputed",NA,"BB1M45","ABIEAMA",7,7,"C",3,180,20,70,"UP",52.3002777,-127.80220031,"MCC","7",NA,"2",14
"5436","CWHvh3","CWHvh3/105",NA,"Ba",2,"inputed",NA,"BB1M43","ABIEAMA",7,0,"C",3,80,40,90,"MD",52.39110946,-127.8458023,"MEC","7",NA,"2",7
"5439","CWHvh3","CWHvh3/105",NA,"Ba",2,"inputed",NA,"BB1M39","ABIEAMA",7,9.5,"C",4,180,20,160,"MD",52.38750076,-127.91919708,"MCC","7",NA,"2",16.5
"5442","CWHvh3","CWHvh3/105",NA,"Ba",2,"inputed",NA,"BB1M36","ABIEAMA",7,2.5,"C",3,40,40,310,"LW",52.24750137,-127.99310302,"MEC","7",NA,"2",9.5
"5445","CWHvh3","CWHvh3/110",NA,"Ba",1,"inputed",NA,"BB1M32","ABIEAMA",35,24,"C",4,180,60,320,"MD",52.11777877,-127.94139862,"MEC","6",NA,"1",59
"5446","CWHvh2","CWHvh2/103",NA,"Hm",2,"inputed",NA,"BB1M30","TSUGMER",0,2.5,"B",2,120,80,290,"UP",52.13027954,-128.1197052,"MEC","7",NA,"2",2.5
"5450","CWHvh3","CWHvh3/101",NA,"Ba",2,"inputed",NA,"BB1M3","ABIEAMA",0,0.5,"C",5,80,30,10,"MD",51.98138809,-128.06689453,"MCC","7",NA,"2",0.5
"5453","CWHvh3","CWHvh3/115",NA,"Hm",3,"inputed",NA,"BB1M21","TSUGMER",0,2.5,"C",6,30,20,250,"MD",52.13805389,-128.23330688,"MEC","7",NA,"3",2.5
"5454","CWHvh3","CWHvh3/114",NA,"Ba",2,"inputed",NA,"BB1M18","ABIEAMA",27,2.5,"D",4,30,40,10,"MD",51.76277923,-128.03720092,"MEC","6",NA,"2",29.5
"5455","CWHvh2","CWHvh2/113",NA,"Tw",4,"inputed",NA,"BB1M17","TAXUBRE",0,0.5,"C",6,20,20,160,"MD",52.27972412,-128.19920349,"MEC","7",NA,"4",0.5
"5456","CWHvh3","CWHvh3/115",NA,"Tw",3,"inputed",NA,"BB1M17","TAXUBRE",0,0.5,"C",6,20,20,160,"MD",52.27972412,-128.19920349,"MEC","7",NA,"3",0.5
"5457","CWHvh3","CWHvh3/105",NA,"Ba",2,"inputed",NA,"BB1M16","ABIEAMA",19,0,"C",3,140,40,10,"MD",52.35944366,-128.23449707,"MEC","7",NA,"2",19
"5458","CWHvh3","CWHvh3/105",NA,"Ba",2,"inputed",NA,"BB1M15","ABIEAMA",0,2.5,"C",3,30,80,210,"MD",52.37361145,-128.19169616,"MEC","7",NA,"2",2.5
"5461","CWHvh2","CWHvh2/113",NA,"Ba",3,"inputed",NA,"BB1M10","ABIEAMA",0,0.5,"C",5,70,20,20,"MD",52.6538887,-129.03500366,"MEC","7",NA,"3",0.5
"5463","CWHvh2","CWHvh2/102",NA,"Hm",3,"inputed",NA,"BB1G2","TSUGMER",0,0.5,"B",0,80,10,20,"CR",52.65250015,-129.03689575,"MEC","6",NA,"3",0.5
"5465","CWHvh2","CWHvh2/102",NA,"Hm",3,"inputed",NA,"BB1G1","TSUGMER",0,2.5,"B",0,80,10,20,"CR",52.65305709,-129.03640747,"MEC","6",NA,"3",2.5
"5467","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"BB1B52","TSUGMER",7,0,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",7
"5468","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"BB1B52","TSUGMER",7,0,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",7
"5469","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"BB1B52","TSUGMER",7,0,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",7
"5470","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"BB1B52","TSUGMER",7,0,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",7
"5471","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"BB1B52","TSUGMER",7,0,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",7
"5472","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"BB1B52","TSUGMER",7,0,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",7
"5473","CWHvm1","CWHvm1/101",NA,"Yc",2,"inputed",NA,"BB1B52","CALLNOO",35,22,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",57
"5474","CWHvm3","CWHvm3/101",NA,"Yc",2,"inputed",NA,"BB1B52","CALLNOO",35,22,"B",3,250,10,160,"MD",52.53610992,-127.77749633,"MCC","7",NA,"2",57
"5475","CWHvh3","CWHvh3/101",NA,"Ba",2,"inputed",NA,"BB1B48","ABIEAMA",7,24,"C",4,250,30,70,"MD",52.30888748,-127.81359863,"MCC","7",NA,"2",31
"5481","CWHvh2","CWHvh2/113",NA,"Ba",3,"inputed",NA,"BB1B20","ABIEAMA",17,0,"C",4,10,10,120,"TO",52.1483345,-128.08970642,"MEC","7",NA,"3",17
"5483","CWHvh2","CWHvh2/103",NA,"Hm",2,"inputed",NA,"BB1B2","TSUGMER",0,2.5,"B",2,80,10,90,"MD",51.95722198,-128.07110595,"MEC","6",NA,"2",2.5
"5487","CWHvh2","CWHvh2/103",NA,"Hm",2,"inputed",NA,"BB1B1","TSUGMER",0,7,"B",2,100,20,40,"CR",51.9616661,-128.08580017,"MEC","6",NA,"2",7
"5490","ICHmw4","ICHmw4/103",NA,"Sx",3,"inputed",NA,"BAI62","PICEENE",0,0.5,"C",3,936,48,216,"MD",50.1542026121597,-117.398782246182,NA,"5",NA,"3",0.5
"5495","ESSFwm3","ESSFwm3/104",NA,"Hw",3,"inputed",NA,"BAI31","TSUGHET",5,8,"C",4,1711,47,271,"MD",50.0941402871362,-117.806259266628,NA,"5",NA,"3",13
"5513","ESSFwc4","ESSFwc4/103",NA,"Cw",4,"inputed",NA,"ARS-73","THUJPLI",0,0.0500000007450581,"C",3,1795,41,315,"MD",49.75205939798,-117.418103093302,NA,"5",NA,"4",0.0500000007450581
"5516","ESSFwc4","ESSFwc4/103",NA,"Cw",4,"inputed",NA,"ARS-69","THUJPLI",0,0.100000001490116,"B",3,1801,28,107,"MD",49.7976132674487,-117.357147810367,NA,"6",NA,"4",0.100000001490116
"5532","ESSFmh","ESSFmh/110",NA,"Lw",3,"inputed",NA,"ARS-28","LARIOCC",2,0,"C",4,1573,25,80,"MD",49.4106569311099,-117.735149242703,NA,"6",NA,"3",2
"5549","ICHmw2","ICHmw2/101",NA,"Pl",3,"inputed",NA,"ARS-120","PINUCON",0,1,"C",3,985,42,120,"MD",50.3069163283843,-117.622051472829,NA,"3b",NA,"3",1
"5550","ESSFwc4","ESSFwc4/103",NA,"Cw",4,"inputed",NA,"ARS-119","THUJPLI",0,0.5,"B",2,1776,70,200,"MD",50.1112783438258,-117.658715832028,NA,"5",NA,"4",0.5
"5555","CWHvm1","CWHvm1/Wb51",NA,"Ba",2,"inputed",NA,"AALT12","ABIEAMA",10,5,"C",4,50,20,210,"UP",53.16999816,-128.47889709,NA,NA,NA,"2",15
"5556","CWHvm1","CWHvm1/Wb55",NA,"Ba",2,"inputed",NA,"AALT12","ABIEAMA",10,5,"C",4,50,20,210,"UP",53.16999816,-128.47889709,NA,NA,NA,"2",15
"5557","CWHvm3","CWHvm3/Wb51",NA,"Ba",2,"inputed",NA,"AALT12","ABIEAMA",10,5,"C",4,50,20,210,"UP",53.16999816,-128.47889709,NA,NA,NA,"2",15
"5558","CWHvm3","CWHvm3/Wb53",NA,"Ba",2,"inputed",NA,"AALT12","ABIEAMA",10,5,"C",4,50,20,210,"UP",53.16999816,-128.47889709,NA,NA,NA,"2",15
"5559","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"AALT02","TSUGMER",5,0,"D",3,340,60,250,"MD",53.18722152,-128.48579406,NA,NA,NA,"2",5
"5560","CWHvm1","CWHvm1/111.1",NA,"Hm",2,"inputed",NA,"AALT02","TSUGMER",5,0,"D",3,340,60,250,"MD",53.18722152,-128.48579406,NA,NA,NA,"2",5
"5561","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"AALT02","TSUGMER",5,0,"D",3,340,60,250,"MD",53.18722152,-128.48579406,NA,NA,NA,"2",5
"5562","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"AALT02","TSUGMER",5,0,"D",3,340,60,250,"MD",53.18722152,-128.48579406,NA,NA,NA,"2",5
"5563","CWHvm3","CWHvm3/111.1",NA,"Hm",2,"inputed",NA,"AALT02","TSUGMER",5,0,"D",3,340,60,250,"MD",53.18722152,-128.48579406,NA,NA,NA,"2",5
"5564","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"AALT02","TSUGMER",5,0,"D",3,340,60,250,"MD",53.18722152,-128.48579406,NA,NA,NA,"2",5
"5565","ICHwk1","ICHwk1/03",NA,"Tw",3,"inputed",NA,"A796883","TAXUBRE",0,0.5,"A",2,790,40,180,"LW",52.08832931,-118.41750335,"MCC",NA,NA,"3",0.5
"5567","ICHwk1","ICHwk1/06",NA,"Tw",4,"inputed",NA,"A796877","TAXUBRE",0,0.5,"C",6,1045,25,190,"MD",52.33943939,-118.625,"MEC",NA,NA,"4",0.5
"5570","ICHwk1","ICHwk1/04",NA,"Tw",3,"inputed",NA,"A780464","TAXUBRE",0,3,"D",3,838,53,50,"LW",52.0783883510892,-118.356505809225,"MCC",NA,NA,"3",3
"5583","ESSFwm3","ESSFwm3/101",NA,"Hw",4,"inputed",NA,"A-386IF","TSUGHET",0,0.5,"C",4,1781,42,6,"MD",49.650781468174,-117.427735788235,NA,"6",NA,"4",0.5
"5591","ICHwk1","ICHwk1/04",NA,"Tw",3,"inputed",NA,"A-154IF","TAXUBRE",0,8,"C",3,1425,68,35,"MD",50.0759530883676,-117.551080984682,NA,"7",NA,"3",8
"5593","ESSFwm3","ESSFwm3/104",NA,"Hw",3,"inputed",NA,"A-138IF","TSUGHET",3,0,"B",3,1759,68,6,"MD",50.0940655828082,-117.352719623939,NA,"5",NA,"3",3
"5594","ESSFwm3","ESSFwm3/104",NA,"Hw",3,"inputed",NA,"A-127IF","TSUGHET",4,2,"C",4,1844,60,336,"MD",50.1027732261463,-117.317937220963,NA,"6",NA,"3",6
"5598","MSdw","MSdw/104",NA,"Pa",4,"inputed",NA,"?801908","PINUALB",0,0.5,"C",3,1450,50,200,"MD",49.1438956832109,-115.562494298643,"MS",NA,"MS  dw   /104","4",0.5
"5599","IDFdm2","IDFdm2/103",NA,"Sx",2,"inputed",NA,"?801830","PICEENE",1,0.5,"E",5,970,5,25,"TO",49.4516752134129,-115.406400244257,"YS",NA,NA,"2",1.5
"5603","ICHdm","ICHdm/111",NA,"Pl",3,"inputed",NA,"?796924","PINUCON",2,0,"D",5,1000,3,116,"DP",49.32917022,-115.8431015,"MS",NA,NA,"3",2
"5604","ICHdm","ICHdm/111",NA,"Fd",4,"inputed",NA,"?796924","PSEUMEN",0,1,"D",5,1000,3,116,"DP",49.32917022,-115.8431015,"MS",NA,NA,"4",1
"5621","IDFdk2","IDFdk2/110",NA,"Pl",3,"inputed",NA,"99RV19","PINUCON",5,0,"D",5,1040,7,50,"LW",50.4218371191505,-119.883429673972,NA,"6","IDF dk 2 /110","3",5
"5629","IDFdk5","IDFdk5/101",NA,"Bl",3,"inputed",NA,"9903075","ABIELAS",5,0,"C",4,815,35,356,"LW",51.0518317225437,-116.641310660803,"OS","5","IDF dk 5 /101","3",5
"5632","SBSvk","SBSvk/04",NA,"Cw",4,"inputed",NA,"9902932","THUJPLI",0,0.200000002980232,"B",3,812,3,67,"MD",54.1195674450877,-121.38326408897,"YS","4",NA,"4",0.200000002980232
"5633","SBSvk","SBSvk/04",NA,"Hw",4,"inputed",NA,"9902932","TSUGHET",0,0.100000001490116,"B",3,812,3,67,"MD",54.1195674450877,-121.38326408897,"YS","4",NA,"4",0.100000001490116
"5635","SBSvk","SBSvk/04",NA,"Cw",4,"inputed",NA,"9902926","THUJPLI",0,0.200000002980232,"B",3,716,3,24,"MD",53.9851955670498,-121.806368741753,"YS","4",NA,"4",0.200000002980232
"5637","ICHmc2","ICHmc2/04",NA,"Ss",3,"inputed",NA,"9902908","PICEXLU",6,0,"D",5,357,10,15,"LW",55.1551409894174,-129.030460689439,"YS","4",NA,"3",6
"5641","BWBSmw","BWBSmw/104",NA,"Ac",3,"inputed",NA,"9901649","POPUBAL",3.5,0.5,"B",3,769,0,360,"LV",55.3668411612469,-120.274798644098,"MS","5/B",NA,"3",4
"5642","BWBSwk1","BWBSwk1/101",NA,"Ac",2,"inputed",NA,"9901642","POPUBAL",7,1.30000007152557,"D",4,970,17,295,"MD",55.9582999151188,-121.140326923122,"MS","5/sM",NA,"2",8.30000007152557
"5643","BWBSwk1","BWBSwk1/101",NA,"Ep",3,"inputed",NA,"9901642","BETUPAP",2,0,"D",4,970,17,295,"MD",55.9582999151188,-121.140326923122,"MS","5/sM",NA,"3",2
"5645","ICHmc2","ICHmc2/04",NA,"Ss",3,"inputed",NA,"9901603","PICEXLU",0,0.200000002980232,"D",5,206,25,117,"LW",55.3868503129605,-128.896356195837,"MEC","5",NA,"3",0.200000002980232
"5648","ICHmc2","ICHmc2/05",NA,"Ss",2,"inputed",NA,"9901079","PICEXLU",24,0,"D",6,354,7,12,"TO",55.1558952899597,-129.032548512169,"MS","5",NA,"2",24
"5649","SBSdw3","SBSdw3/07",NA,"Fd",3,"inputed",NA,"9900906","PSEUMEN",10,6,"C",5,755,3,218,"LV",54.0184106432799,-123.245815989166,"MS","5m",NA,"3",16
"5653","ESSFdc3","ESSFdc3/02",NA,"Fd",3,"inputed",NA,"98SL001","PSEUMEN",2,0,"A",0,1570,48,239,"CR",51.6688919,-120.39779663,NA,"3b",NA,"3",2
"5660","MSxk3","MSxk3/03",NA,"Pl",1,"inputed",NA,"98MR017","PINUCON",50,0,"B",2,1490,20,198,"MD",50.9410052296916,-122.007996633501,NA,NA,"ESSFxc3/103","1",50
"5661","MSxk3","MSxk3/03",NA,"Pl",1,"inputed",NA,"98MR016","PINUCON",55,0.5,"C",3,1515,33,56,"UP",50.9427053403889,-122.006992532979,NA,NA,"ESSFxc3/103","1",55.5
"5664","ESSFxc3","ESSFxc3/04",NA,"Pl",1,"inputed",NA,"98DL051","PINUCON",25,4,"B",3,1690,40,218,"MD",51.1313062095195,-122.90600438823,NA,NA,"ESSFxc3/103","1",29
"5667","MSxk3","MSxk3/03",NA,"Pl",1,"inputed",NA,"98DL032","PINUCON",40,1,"B",3,1483,35,160,"MD",50.8704066258972,-121.959995312073,NA,NA,"MSxk3/103","1",41
"5669","ESSFxc3","ESSFxc3/04",NA,"Pl",1,"inputed",NA,"98DL030","PINUCON",35,0.5,"C",3,1707,20,258,"MD",50.8722061574005,-121.995003630405,NA,NA,"ESSFxc3/101","1",35.5
"5672","ESSFxc3","ESSFxc3/04",NA,"Sx",3,"inputed",NA,"98DL030","PICEENE",2,0,"C",3,1707,20,258,"MD",50.8722061574005,-121.995003630405,NA,NA,"ESSFxc3/101","3",2
"5674","MSxk3","MSxk3/03",NA,"Pl",1,"inputed",NA,"98DL028","PINUCON",30,0,"C",3,1539,45,162,"MD",50.8860050490522,-121.984001473498,NA,NA,"ESSFxc3/103","1",30
"5676","MSxk3","MSxk3/03",NA,"Pa",3,"inputed",NA,"98DL028","PINUALB",0,5,"C",3,1539,45,162,"MD",50.8860050490522,-121.984001473498,NA,NA,"ESSFxc3/103","3",5
"5677","MSxk3","MSxk3/03",NA,"Pl",1,"inputed",NA,"98DL011","PINUCON",40,0,"C",4,1478,30,65,"MD",50.999207981077,-122.05700627067,NA,NA,"MSxk3/101","1",40
"5681","ESSFxc3","ESSFxc3/03",NA,"Bl",3,"inputed",NA,"98DL009","ABIELAS",3,5,"B",2,1586,35,164,"MD",50.9925049794654,-122.085996910784,NA,NA,"ESSFxc3/103","3",8
"5682","ESSFxc3","ESSFxc3/03",NA,"Pa",2,"inputed",NA,"98DL009","PINUALB",1,0,"B",2,1586,35,164,"MD",50.9925049794654,-122.085996910784,NA,NA,"ESSFxc3/103","2",1
"5683","ESSFxc3","ESSFxc3/03",NA,"Pl",2,"inputed",NA,"98DL009","PINUCON",21,4,"B",2,1586,35,164,"MD",50.9925049794654,-122.085996910784,NA,NA,"ESSFxc3/103","2",25
"5686","ESSFmkw","ESSFmkw/102",NA,"Ba",2,"inputed",NA,"9806747","ABIEAMA",0,10,"B",2,1325,100,94,"UP",54.48559188,-127.69920349,"OS","6","ESSFmkw  /102","2",10
"5694","ESSFwc2","ESSFwc2/02",NA,"Fd",3,"inputed",NA,"9805714","PSEUMEN",9,0,"B",2,1100,82,60,"MD",51.74861145,-120.10780334,"MEC","7/mC",NA,"3",9
"5697","ESSFdc3","ESSFdc3/05",NA,"Fd",3,"inputed",NA,"9805706","PSEUMEN",3,0,"C",3,1369,62,45,"UP",51.71611022,-120.41439819,"MEC","6/mC","ESSFdc3/104","3",3
"5699","ESSFxv2","ESSFxv2/03",NA,"At",3,"inputed",NA,"9803284","POPUTRE",0,0.5,"B",2,1900,40,240,"UP",51.2439499429303,-122.838512291518,"EC",NA,NA,"3",0.5
"5705","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"9801431","ABIEAMA",15,15,"C",4,467,35,10,"MD",49.8675003,-125.44000244,"YC","5",NA,"2",30
"5706","CWHdm2","CWHdm2/101",NA,"Tw",4,"inputed",NA,"9801431","TAXUBRE",0,0.100000001490116,"C",4,467,35,10,"MD",49.8675003,-125.44000244,"YC","5",NA,"4",0.100000001490116
"5712","MHmm1","MHmm1/103",NA,"Bl",2,"inputed",NA,"9801358","ABIELAS",12,2,"B",2,1230,60,280,"MD",50.325016,-125.736188,"MCC","7","MH  mm 1 /103","2",14
"5713","MHmm1","MHmm1/103",NA,"Bl",2,"inputed",NA,"9801358","ABIELAS",12,2,"B",2,1230,60,280,"MD",50.325016,-125.736188,"MCC","7","MH  mm 1 /103","2",14
"5714","MHmm1","MHmm1/103",NA,"Bl",2,"inputed",NA,"9801358","ABIELAS",12,2,"B",2,1230,60,280,"MD",50.325016,-125.736188,"MCC","7","MH  mm 1 /103","2",14
"5715","MHmm1","MHmm1/103",NA,"Bl",2,"inputed",NA,"9801358","ABIELAS",12,2,"B",2,1230,60,280,"MD",50.325016,-125.736188,"MCC","7","MH  mm 1 /103","2",14
"5723","CWHdm2","CWHdm2/104",NA,"Ba",3,"inputed",NA,"9801334","ABIEAMA",0,5,"B",2,615,25,130,"MD",49.84944915,-125.36280059,"YS","3",NA,"3",5
"5726","CWHdm2","CWHdm2/101",NA,"Ba",2,"inputed",NA,"9801326","ABIEAMA",10,30,"C",4,580,5,330,"LV",49.86333084,-125.41419982,"YCC","5",NA,"2",40
"5738","MSdw","MSdw/101",NA,"Hw",3,"inputed",NA,"9800866","TSUGHET",0,3,"C",4,1200,22,6,"MD",50.8947718880013,-116.56343172636,"MS","5",NA,"3",3
"5739","MSdk","MSdk/101",NA,"Hw",3,"inputed",NA,"9800866","TSUGHET",0,3,"C",4,1200,22,6,"MD",50.8947718880013,-116.56343172636,"MS","5",NA,"3",3
"5749","MSdw","MSdw/101",NA,"Hw",3,"inputed",NA,"9800802","TSUGHET",0,1,"D",4,1240,54,16,"MD",51.0468789205125,-116.800267724585,"MEC","6",NA,"3",1
"5750","MSdk","MSdk/101",NA,"Hw",3,"inputed",NA,"9800802","TSUGHET",0,1,"D",4,1240,54,16,"MD",51.0468789205125,-116.800267724585,"MEC","6",NA,"3",1
"5753","IDFdk5","IDFdk5/101",NA,"Bl",3,"inputed",NA,"9800798","ABIELAS",0,1,"D",4,1110,9,160,"MD",50.9809590692421,-116.617782263374,"MS","5","IDF dk 5 /101","3",1
"5755","MSdw","MSdw/101",NA,"Hw",3,"inputed",NA,"9800796","TSUGHET",1,0.400000005960464,"C",4,1365,10,108,"MD",51.039563009752,-116.700969226024,"MS","5",NA,"3",1.40000000596046
"5756","MSdk","MSdk/101",NA,"Hw",3,"inputed",NA,"9800796","TSUGHET",1,0.400000005960464,"C",4,1365,10,108,"MD",51.039563009752,-116.700969226024,"MS","5",NA,"3",1.40000000596046
"5759","IDFdk5","IDFdk5/101",NA,"Bl",3,"inputed",NA,"9800793","ABIELAS",0,1,"D",4,1070,15,125,"MD",50.9815559875124,-116.552874335954,"MS","5/M","IDF dk 5 /101","3",1
"5764","MSdk","MSdk/111",NA,"Fd",4,"inputed",NA,"9800422","PSEUMEN",0,0.5,"E",6,1023,4,81,"LV",50.5631863566875,-115.764580659006,"MC","6","MS  dk   /111","4",0.5
"5781","CWHvm1","CWHvm1/113",NA,"Ba",3,"inputed",NA,"9800133","ABIEAMA",5,8,"B",7,91,3,110,"LV",48.74916839,-124.93080139,"MEC","7",NA,"3",13
"5782","CWHvm3","CWHvm3/113",NA,"Ba",3,"inputed",NA,"9800133","ABIEAMA",5,8,"B",7,91,3,110,"LV",48.74916839,-124.93080139,"MEC","7",NA,"3",13
"5783","CWHvm1","CWHvm1/113",NA,"Pw",3,"inputed",NA,"9800133","PINUMON",5,0,"B",7,91,3,110,"LV",48.74916839,-124.93080139,"MEC","7",NA,"3",5
"5785","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"9800121","TSUGHET",0,13,"C",5,225,35,140,"MD",48.75389099,-125.01920318,"YEC","3",NA,"1",13
"5786","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"9800121","TSUGHET",0,13,"C",5,225,35,140,"MD",48.75389099,-125.01920318,"YEC","3",NA,"1",13
"5787","CWHvm1","CWHvm1/Fl51",NA,"Cw",2,"inputed",NA,"9800121","THUJPLI",0,11,"C",5,225,35,140,"MD",48.75389099,-125.01920318,"YEC","3",NA,"2",11
"5788","CWHvm3","CWHvm3/Fl51",NA,"Cw",2,"inputed",NA,"9800121","THUJPLI",0,11,"C",5,225,35,140,"MD",48.75389099,-125.01920318,"YEC","3",NA,"2",11
"5789","CWHvm1","CWHvm1/Fl51",NA,"Hw",1,"inputed",NA,"9800118","TSUGHET",0,0.00100000004749745,"C",5,160,15,160,"LV",48.73638916,-124.92559814,"YS","2",NA,"1",0.00100000004749745
"5790","CWHvm3","CWHvm3/Fl51",NA,"Hw",1,"inputed",NA,"9800118","TSUGHET",0,0.00100000004749745,"C",5,160,15,160,"LV",48.73638916,-124.92559814,"YS","2",NA,"1",0.00100000004749745
"5791","CWHvm1","CWHvm1/Fl51",NA,"Cw",2,"inputed",NA,"9800118","THUJPLI",0,0.00100000004749745,"C",5,160,15,160,"LV",48.73638916,-124.92559814,"YS","2",NA,"2",0.00100000004749745
"5792","CWHvm3","CWHvm3/Fl51",NA,"Cw",2,"inputed",NA,"9800118","THUJPLI",0,0.00100000004749745,"C",5,160,15,160,"LV",48.73638916,-124.92559814,"YS","2",NA,"2",0.00100000004749745
"5797","CWHvm1","CWHvm1/112.2",NA,"Fd",3,"inputed",NA,"9800107","PSEUMEN",7,0,"D",5,500,75,40,"MD",50.16305923,-125.97250366,"MEC","7",NA,"3",7
"5799","CWHvm1","CWHvm1/110",NA,"Tw",3,"inputed",NA,"9800091","TAXUBRE",0,0.100000001490116,"D",4,360,10,40,"MD",50.10361099,-126.06559753,"YS","4",NA,"3",0.100000001490116
"5800","CWHvm3","CWHvm3/110",NA,"Tw",4,"inputed",NA,"9800091","TAXUBRE",0,0.100000001490116,"D",4,360,10,40,"MD",50.10361099,-126.06559753,"YS","4",NA,"4",0.100000001490116
"5801","CWHvm3","CWHvm3/Ws56",NA,"Ba",2,"inputed",NA,"9800086","ABIEAMA",12,4,"D",7,540,20,50,"MD",50.21416854,-126.01470184,"MEC","7",NA,"2",16
"5803","CWHvm1","CWHvm1/101",NA,"Hm",2,"inputed",NA,"9800074","TSUGMER",12,0,"C",3,573,35,55,"MD",50.29528045,-125.98500061,"MC","7",NA,"2",12
"5804","CWHvm1","CWHvm1/111",NA,"Hm",2,"inputed",NA,"9800074","TSUGMER",12,0,"C",3,573,35,55,"MD",50.29528045,-125.98500061,"MC","7",NA,"2",12
"5805","CWHvm1","CWHvm1/111.2",NA,"Hm",2,"inputed",NA,"9800074","TSUGMER",12,0,"C",3,573,35,55,"MD",50.29528045,-125.98500061,"MC","7",NA,"2",12
"5806","CWHvm3","CWHvm3/101",NA,"Hm",2,"inputed",NA,"9800074","TSUGMER",12,0,"C",3,573,35,55,"MD",50.29528045,-125.98500061,"MC","7",NA,"2",12
"5807","CWHvm3","CWHvm3/111",NA,"Hm",2,"inputed",NA,"9800074","TSUGMER",12,0,"C",3,573,35,55,"MD",50.29528045,-125.98500061,"MC","7",NA,"2",12
"5808","CWHvm3","CWHvm3/111.2",NA,"Hm",2,"inputed",NA,"9800074","TSUGMER",12,0,"C",3,573,35,55,"MD",50.29528045,-125.98500061,"MC","7",NA,"2",12
"5809","CWHmm1","CWHmm1/101",NA,"Yc",3,"inputed",NA,"9800069","CALLNOO",6,0,"C",4,580,40,250,"MD",50.25722122,-125.89530181,"MCC","7","CWH mm 1 /101","3",6
"5810","CWHmm1","CWHmm1/101",NA,"Yc",3,"inputed",NA,"9800069","CALLNOO",6,0,"C",4,580,40,250,"MD",50.25722122,-125.89530181,"MCC","7","CWH mm 1 /101","3",6
"5811","CWHmm1","CWHmm1/101",NA,"Yc",3,"inputed",NA,"9800069","CALLNOO",6,0,"C",4,580,40,250,"MD",50.25722122,-125.89530181,"MCC","7","CWH mm 1 /101","3",6
"5812","CWHdm2","CWHdm2/110",NA,"Ss",2,"inputed",NA,"9800068","PICESIT",0,12,"D",3,120,80,140,"MD",50.24694061,-125.87139892,"MEC","7","CWH dm 2 /110","2",12
